i,c,id,s,f
Ambetter of Arkansas,Crittenden County,"Crittenden, AR",AR,05035
QualChoice Health Insurance,Cross County,"Cross, AR",AR,05037
Ambetter of Arkansas,Cross County,"Cross, AR",AR,05037
QC Life and Health,Cross County,"Cross, AR",AR,05037
Arkansas Blue Cross and Blue Shield,Cross County,"Cross, AR",AR,05037
Arkansas Blue Cross and Blue Shield,Dallas County,"Dallas, AR",AR,05039
QualChoice Health Insurance,Dallas County,"Dallas, AR",AR,05039
QC Life and Health,Dallas County,"Dallas, AR",AR,05039
Ambetter of Arkansas,Dallas County,"Dallas, AR",AR,05039
Ambetter of Arkansas,Desha County,"Desha, AR",AR,05041
QC Life and Health,Desha County,"Desha, AR",AR,05041
Arkansas Blue Cross and Blue Shield,Desha County,"Desha, AR",AR,05041
QualChoice Health Insurance,Desha County,"Desha, AR",AR,05041
QC Life and Health,Drew County,"Drew, AR",AR,05043
Ambetter of Arkansas,Drew County,"Drew, AR",AR,05043
Arkansas Blue Cross and Blue Shield,Drew County,"Drew, AR",AR,05043
QualChoice Health Insurance,Drew County,"Drew, AR",AR,05043
Ambetter of Arkansas,Faulkner County,"Faulkner, AR",AR,05045
QC Life and Health,Faulkner County,"Faulkner, AR",AR,05045
Arkansas Blue Cross and Blue Shield,Faulkner County,"Faulkner, AR",AR,05045
QualChoice Health Insurance,Faulkner County,"Faulkner, AR",AR,05045
QualChoice Health Insurance,Franklin County,"Franklin, AR",AR,05047
Ambetter of Arkansas,Franklin County,"Franklin, AR",AR,05047
QC Life and Health,Franklin County,"Franklin, AR",AR,05047
Arkansas Blue Cross and Blue Shield,Franklin County,"Franklin, AR",AR,05047
Ambetter of Arkansas,Fulton County,"Fulton, AR",AR,05049
QC Life and Health,Fulton County,"Fulton, AR",AR,05049
Arkansas Blue Cross and Blue Shield,Fulton County,"Fulton, AR",AR,05049
QualChoice Health Insurance,Fulton County,"Fulton, AR",AR,05049
Ambetter of Arkansas,Garland County,"Garland, AR",AR,05051
Arkansas Blue Cross and Blue Shield,Garland County,"Garland, AR",AR,05051
QualChoice Health Insurance,Garland County,"Garland, AR",AR,05051
QC Life and Health,Garland County,"Garland, AR",AR,05051
QualChoice Health Insurance,Grant County,"Grant, AR",AR,05053
QC Life and Health,Grant County,"Grant, AR",AR,05053
Arkansas Blue Cross and Blue Shield,Grant County,"Grant, AR",AR,05053
Ambetter of Arkansas,Grant County,"Grant, AR",AR,05053
Arkansas Blue Cross and Blue Shield,Greene County,"Greene, AR",AR,05055
QualChoice Health Insurance,Greene County,"Greene, AR",AR,05055
QC Life and Health,Greene County,"Greene, AR",AR,05055
Ambetter of Arkansas,Greene County,"Greene, AR",AR,05055
Ambetter of Arkansas,Hempstead County,"Hempstead, AR",AR,05057
QC Life and Health,Hempstead County,"Hempstead, AR",AR,05057
Arkansas Blue Cross and Blue Shield,Hempstead County,"Hempstead, AR",AR,05057
QualChoice Health Insurance,Hempstead County,"Hempstead, AR",AR,05057
QC Life and Health,Hot Spring County,"Hot Spring, AR",AR,05059
Ambetter of Arkansas,Hot Spring County,"Hot Spring, AR",AR,05059
Arkansas Blue Cross and Blue Shield,Hot Spring County,"Hot Spring, AR",AR,05059
QualChoice Health Insurance,Hot Spring County,"Hot Spring, AR",AR,05059
Arkansas Blue Cross and Blue Shield,Howard County,"Howard, AR",AR,05061
QualChoice Health Insurance,Howard County,"Howard, AR",AR,05061
QC Life and Health,Howard County,"Howard, AR",AR,05061
Ambetter of Arkansas,Howard County,"Howard, AR",AR,05061
Ambetter of Arkansas,Independence County,"Independence, AR",AR,05063
Arkansas Blue Cross and Blue Shield,Independence County,"Independence, AR",AR,05063
QualChoice Health Insurance,Independence County,"Independence, AR",AR,05063
QC Life and Health,Independence County,"Independence, AR",AR,05063
QC Life and Health,Izard County,"Izard, AR",AR,05065
QualChoice Health Insurance,Izard County,"Izard, AR",AR,05065
Arkansas Blue Cross and Blue Shield,Izard County,"Izard, AR",AR,05065
Ambetter of Arkansas,Izard County,"Izard, AR",AR,05065
QC Life and Health,Jackson County,"Jackson, AR",AR,05067
Arkansas Blue Cross and Blue Shield,Jackson County,"Jackson, AR",AR,05067
Ambetter of Arkansas,Jackson County,"Jackson, AR",AR,05067
QualChoice Health Insurance,Jackson County,"Jackson, AR",AR,05067
Arkansas Blue Cross and Blue Shield,Jefferson County,"Jefferson, AR",AR,05069
QC Life and Health,Jefferson County,"Jefferson, AR",AR,05069
Ambetter of Arkansas,Jefferson County,"Jefferson, AR",AR,05069
QualChoice Health Insurance,Jefferson County,"Jefferson, AR",AR,05069
Ambetter of Arkansas,Johnson County,"Johnson, AR",AR,05071
QualChoice Health Insurance,Johnson County,"Johnson, AR",AR,05071
Arkansas Blue Cross and Blue Shield,Johnson County,"Johnson, AR",AR,05071
QC Life and Health,Johnson County,"Johnson, AR",AR,05071
QualChoice Health Insurance,Lafayette County,"Lafayette, AR",AR,05073
Arkansas Blue Cross and Blue Shield,Lafayette County,"Lafayette, AR",AR,05073
QC Life and Health,Lafayette County,"Lafayette, AR",AR,05073
Ambetter of Arkansas,Lafayette County,"Lafayette, AR",AR,05073
QualChoice Health Insurance,Lawrence County,"Lawrence, AR",AR,05075
Ambetter of Arkansas,Lawrence County,"Lawrence, AR",AR,05075
Arkansas Blue Cross and Blue Shield,Lawrence County,"Lawrence, AR",AR,05075
QC Life and Health,Lawrence County,"Lawrence, AR",AR,05075
QualChoice Health Insurance,Lee County,"Lee, AR",AR,05077
QC Life and Health,Lee County,"Lee, AR",AR,05077
Ambetter of Arkansas,Lee County,"Lee, AR",AR,05077
Arkansas Blue Cross and Blue Shield,Lee County,"Lee, AR",AR,05077
QC Life and Health,Lincoln County,"Lincoln, AR",AR,05079
QualChoice Health Insurance,Lincoln County,"Lincoln, AR",AR,05079
Ambetter of Arkansas,Lincoln County,"Lincoln, AR",AR,05079
Arkansas Blue Cross and Blue Shield,Lincoln County,"Lincoln, AR",AR,05079
QualChoice Health Insurance,Little River County,"Little River, AR",AR,05081
QC Life and Health,Little River County,"Little River, AR",AR,05081
Ambetter of Arkansas,Little River County,"Little River, AR",AR,05081
Arkansas Blue Cross and Blue Shield,Little River County,"Little River, AR",AR,05081
QC Life and Health,Logan County,"Logan, AR",AR,05083
Ambetter of Arkansas,Logan County,"Logan, AR",AR,05083
Arkansas Blue Cross and Blue Shield,Logan County,"Logan, AR",AR,05083
QualChoice Health Insurance,Logan County,"Logan, AR",AR,05083
QualChoice Health Insurance,Lonoke County,"Lonoke, AR",AR,05085
Arkansas Blue Cross and Blue Shield,Lonoke County,"Lonoke, AR",AR,05085
Ambetter of Arkansas,Lonoke County,"Lonoke, AR",AR,05085
QC Life and Health,Lonoke County,"Lonoke, AR",AR,05085
Arkansas Blue Cross and Blue Shield,Madison County,"Madison, AR",AR,05087
QualChoice Health Insurance,Madison County,"Madison, AR",AR,05087
Ambetter of Arkansas,Madison County,"Madison, AR",AR,05087
QC Life and Health,Madison County,"Madison, AR",AR,05087
QualChoice Health Insurance,Marion County,"Marion, AR",AR,05089
Ambetter of Arkansas,Marion County,"Marion, AR",AR,05089
QC Life and Health,Marion County,"Marion, AR",AR,05089
Arkansas Blue Cross and Blue Shield,Marion County,"Marion, AR",AR,05089
Arkansas Blue Cross and Blue Shield,Miller County,"Miller, AR",AR,05091
QualChoice Health Insurance,Miller County,"Miller, AR",AR,05091
Ambetter of Arkansas,Miller County,"Miller, AR",AR,05091
QC Life and Health,Miller County,"Miller, AR",AR,05091
QualChoice Health Insurance,Mississippi County,"Mississippi, AR",AR,05093
QC Life and Health,Mississippi County,"Mississippi, AR",AR,05093
Ambetter of Arkansas,Mississippi County,"Mississippi, AR",AR,05093
Arkansas Blue Cross and Blue Shield,Mississippi County,"Mississippi, AR",AR,05093
Ambetter of Arkansas,Monroe County,"Monroe, AR",AR,05095
Arkansas Blue Cross and Blue Shield,Monroe County,"Monroe, AR",AR,05095
QualChoice Health Insurance,Monroe County,"Monroe, AR",AR,05095
QC Life and Health,Monroe County,"Monroe, AR",AR,05095
QC Life and Health,Montgomery County,"Montgomery, AR",AR,05097
Arkansas Blue Cross and Blue Shield,Montgomery County,"Montgomery, AR",AR,05097
Ambetter of Arkansas,Montgomery County,"Montgomery, AR",AR,05097
QualChoice Health Insurance,Montgomery County,"Montgomery, AR",AR,05097
QC Life and Health,Nevada County,"Nevada, AR",AR,05099
Arkansas Blue Cross and Blue Shield,Nevada County,"Nevada, AR",AR,05099
Ambetter of Arkansas,Nevada County,"Nevada, AR",AR,05099
QualChoice Health Insurance,Nevada County,"Nevada, AR",AR,05099
QC Life and Health,Newton County,"Newton, AR",AR,05101
Ambetter of Arkansas,Newton County,"Newton, AR",AR,05101
Arkansas Blue Cross and Blue Shield,Newton County,"Newton, AR",AR,05101
QualChoice Health Insurance,Newton County,"Newton, AR",AR,05101
Arkansas Blue Cross and Blue Shield,Ouachita County,"Ouachita, AR",AR,05103
QC Life and Health,Ouachita County,"Ouachita, AR",AR,05103
Ambetter of Arkansas,Ouachita County,"Ouachita, AR",AR,05103
QualChoice Health Insurance,Ouachita County,"Ouachita, AR",AR,05103
QC Life and Health,Perry County,"Perry, AR",AR,05105
QualChoice Health Insurance,Perry County,"Perry, AR",AR,05105
Ambetter of Arkansas,Perry County,"Perry, AR",AR,05105
Arkansas Blue Cross and Blue Shield,Perry County,"Perry, AR",AR,05105
QC Life and Health,Phillips County,"Phillips, AR",AR,05107
Arkansas Blue Cross and Blue Shield,Phillips County,"Phillips, AR",AR,05107
QualChoice Health Insurance,Phillips County,"Phillips, AR",AR,05107
Ambetter of Arkansas,Phillips County,"Phillips, AR",AR,05107
QualChoice Health Insurance,Pike County,"Pike, AR",AR,05109
QC Life and Health,Pike County,"Pike, AR",AR,05109
Arkansas Blue Cross and Blue Shield,Pike County,"Pike, AR",AR,05109
Ambetter of Arkansas,Pike County,"Pike, AR",AR,05109
Ambetter of Arkansas,Poinsett County,"Poinsett, AR",AR,05111
QualChoice Health Insurance,Poinsett County,"Poinsett, AR",AR,05111
Arkansas Blue Cross and Blue Shield,Poinsett County,"Poinsett, AR",AR,05111
QC Life and Health,Poinsett County,"Poinsett, AR",AR,05111
Ambetter of Arkansas,Polk County,"Polk, AR",AR,05113
Arkansas Blue Cross and Blue Shield,Polk County,"Polk, AR",AR,05113
QC Life and Health,Polk County,"Polk, AR",AR,05113
QualChoice Health Insurance,Polk County,"Polk, AR",AR,05113
QC Life and Health,Pope County,"Pope, AR",AR,05115
QualChoice Health Insurance,Pope County,"Pope, AR",AR,05115
Ambetter of Arkansas,Pope County,"Pope, AR",AR,05115
Arkansas Blue Cross and Blue Shield,Pope County,"Pope, AR",AR,05115
Arkansas Blue Cross and Blue Shield,Prairie County,"Prairie, AR",AR,05117
QualChoice Health Insurance,Prairie County,"Prairie, AR",AR,05117
QC Life and Health,Prairie County,"Prairie, AR",AR,05117
Ambetter of Arkansas,Prairie County,"Prairie, AR",AR,05117
Arkansas Blue Cross and Blue Shield,Pulaski County,"Pulaski, AR",AR,05119
QualChoice Health Insurance,Pulaski County,"Pulaski, AR",AR,05119
QC Life and Health,Pulaski County,"Pulaski, AR",AR,05119
Ambetter of Arkansas,Pulaski County,"Pulaski, AR",AR,05119
QualChoice Health Insurance,Randolph County,"Randolph, AR",AR,05121
QC Life and Health,Randolph County,"Randolph, AR",AR,05121
Arkansas Blue Cross and Blue Shield,Randolph County,"Randolph, AR",AR,05121
Ambetter of Arkansas,Randolph County,"Randolph, AR",AR,05121
Arkansas Blue Cross and Blue Shield,St. Francis County,"St. Francis, AR",AR,05123
QualChoice Health Insurance,St. Francis County,"St. Francis, AR",AR,05123
QC Life and Health,St. Francis County,"St. Francis, AR",AR,05123
Ambetter of Arkansas,St. Francis County,"St. Francis, AR",AR,05123
Ambetter of Arkansas,Saline County,"Saline, AR",AR,05125
QualChoice Health Insurance,Saline County,"Saline, AR",AR,05125
QC Life and Health,Saline County,"Saline, AR",AR,05125
Arkansas Blue Cross and Blue Shield,Saline County,"Saline, AR",AR,05125
Arkansas Blue Cross and Blue Shield,Scott County,"Scott, AR",AR,05127
QualChoice Health Insurance,Scott County,"Scott, AR",AR,05127
QC Life and Health,Scott County,"Scott, AR",AR,05127
Ambetter of Arkansas,Scott County,"Scott, AR",AR,05127
Ambetter of Arkansas,Searcy County,"Searcy, AR",AR,05129
QualChoice Health Insurance,Searcy County,"Searcy, AR",AR,05129
QC Life and Health,Searcy County,"Searcy, AR",AR,05129
Arkansas Blue Cross and Blue Shield,Searcy County,"Searcy, AR",AR,05129
Ambetter of Arkansas,Sebastian County,"Sebastian, AR",AR,05131
Arkansas Blue Cross and Blue Shield,Sebastian County,"Sebastian, AR",AR,05131
QC Life and Health,Sebastian County,"Sebastian, AR",AR,05131
QualChoice Health Insurance,Sebastian County,"Sebastian, AR",AR,05131
QualChoice Health Insurance,Sevier County,"Sevier, AR",AR,05133
QC Life and Health,Sevier County,"Sevier, AR",AR,05133
Arkansas Blue Cross and Blue Shield,Sevier County,"Sevier, AR",AR,05133
Ambetter of Arkansas,Sevier County,"Sevier, AR",AR,05133
QualChoice Health Insurance,Sharp County,"Sharp, AR",AR,05135
Ambetter of Arkansas,Sharp County,"Sharp, AR",AR,05135
QC Life and Health,Sharp County,"Sharp, AR",AR,05135
Arkansas Blue Cross and Blue Shield,Sharp County,"Sharp, AR",AR,05135
QC Life and Health,Stone County,"Stone, AR",AR,05137
Arkansas Blue Cross and Blue Shield,Stone County,"Stone, AR",AR,05137
Ambetter of Arkansas,Stone County,"Stone, AR",AR,05137
QualChoice Health Insurance,Stone County,"Stone, AR",AR,05137
Ambetter of Arkansas,Union County,"Union, AR",AR,05139
Arkansas Blue Cross and Blue Shield,Union County,"Union, AR",AR,05139
QualChoice Health Insurance,Union County,"Union, AR",AR,05139
QC Life and Health,Union County,"Union, AR",AR,05139
QC Life and Health,Van Buren County,"Van Buren, AR",AR,05141
Arkansas Blue Cross and Blue Shield,Van Buren County,"Van Buren, AR",AR,05141
QualChoice Health Insurance,Van Buren County,"Van Buren, AR",AR,05141
Ambetter of Arkansas,Van Buren County,"Van Buren, AR",AR,05141
Ambetter of Arkansas,Washington County,"Washington, AR",AR,05143
QualChoice Health Insurance,Washington County,"Washington, AR",AR,05143
QC Life and Health,Washington County,"Washington, AR",AR,05143
Arkansas Blue Cross and Blue Shield,Washington County,"Washington, AR",AR,05143
QC Life and Health,White County,"White, AR",AR,05145
Arkansas Blue Cross and Blue Shield,White County,"White, AR",AR,05145
QualChoice Health Insurance,White County,"White, AR",AR,05145
Ambetter of Arkansas,White County,"White, AR",AR,05145
Arkansas Blue Cross and Blue Shield,Woodruff County,"Woodruff, AR",AR,05147
Ambetter of Arkansas,Woodruff County,"Woodruff, AR",AR,05147
QualChoice Health Insurance,Woodruff County,"Woodruff, AR",AR,05147
QC Life and Health,Woodruff County,"Woodruff, AR",AR,05147
QC Life and Health,Yell County,"Yell, AR",AR,05149
Ambetter of Arkansas,Yell County,"Yell, AR",AR,05149
Arkansas Blue Cross and Blue Shield,Yell County,"Yell, AR",AR,05149
QualChoice Health Insurance,Yell County,"Yell, AR",AR,05149
Aetna,Kent County,"Kent, DE",DE,10001
Highmark Blue Cross Blue Shield Delaware,Kent County,"Kent, DE",DE,10001
Aetna,New Castle County,"New Castle, DE",DE,10003
Highmark Blue Cross Blue Shield Delaware,New Castle County,"New Castle, DE",DE,10003
Aetna,Sussex County,"Sussex, DE",DE,10005
Highmark Blue Cross Blue Shield Delaware,Sussex County,"Sussex, DE",DE,10005
UnitedHealthcare,Alachua County,"Alachua, FL",FL,12001
Florida Blue (BlueCross BlueShield FL),Alachua County,"Alachua, FL",FL,12001
Florida Blue HMO (a BlueCross BlueShield FL company),Alachua County,"Alachua, FL",FL,12001
Florida Blue HMO (a BlueCross BlueShield FL company),Baker County,"Baker, FL",FL,12003
Florida Blue (BlueCross BlueShield FL),Baker County,"Baker, FL",FL,12003
UnitedHealthcare,Baker County,"Baker, FL",FL,12003
Florida Blue (BlueCross BlueShield FL),Bay County,"Bay, FL",FL,12005
UnitedHealthcare,Bay County,"Bay, FL",FL,12005
Florida Blue HMO (a BlueCross BlueShield FL company),Bay County,"Bay, FL",FL,12005
Florida Blue (BlueCross BlueShield FL),Bradford County,"Bradford, FL",FL,12007
Florida Blue HMO (a BlueCross BlueShield FL company),Bradford County,"Bradford, FL",FL,12007
UnitedHealthcare,Bradford County,"Bradford, FL",FL,12007
Florida Blue HMO (a BlueCross BlueShield FL company),Brevard County,"Brevard, FL",FL,12009
Florida Blue (BlueCross BlueShield FL),Brevard County,"Brevard, FL",FL,12009
Cigna Healthcare,Brevard County,"Brevard, FL",FL,12009
UnitedHealthcare,Brevard County,"Brevard, FL",FL,12009
"Health First Insurance, Inc.",Brevard County,"Brevard, FL",FL,12009
"Health First Health Plans, Inc.",Brevard County,"Brevard, FL",FL,12009
Florida Health Care Plans,Brevard County,"Brevard, FL",FL,12009
Florida Blue (BlueCross BlueShield FL),Broward County,"Broward, FL",FL,12011
"Coventry Health Care of Florida, Inc.",Broward County,"Broward, FL",FL,12011
UnitedHealthcare,Broward County,"Broward, FL",FL,12011
Cigna Healthcare,Broward County,"Broward, FL",FL,12011
"Humana, Inc.",Broward County,"Broward, FL",FL,12011
Florida Blue HMO (a BlueCross BlueShield FL company),Broward County,"Broward, FL",FL,12011
Molina Marketplace,Broward County,"Broward, FL",FL,12011
Ambetter from Sunshine Health,Broward County,"Broward, FL",FL,12011
UnitedHealthcare,Calhoun County,"Calhoun, FL",FL,12013
Florida Blue (BlueCross BlueShield FL),Calhoun County,"Calhoun, FL",FL,12013
Florida Blue HMO (a BlueCross BlueShield FL company),Charlotte County,"Charlotte, FL",FL,12015
Florida Blue (BlueCross BlueShield FL),Charlotte County,"Charlotte, FL",FL,12015
"Humana, Inc.",Charlotte County,"Charlotte, FL",FL,12015
UnitedHealthcare,Charlotte County,"Charlotte, FL",FL,12015
UnitedHealthcare,Citrus County,"Citrus, FL",FL,12017
Florida Blue HMO (a BlueCross BlueShield FL company),Citrus County,"Citrus, FL",FL,12017
Florida Blue (BlueCross BlueShield FL),Citrus County,"Citrus, FL",FL,12017
UnitedHealthcare,Clay County,"Clay, FL",FL,12019
Florida Blue (BlueCross BlueShield FL),Clay County,"Clay, FL",FL,12019
Florida Blue HMO (a BlueCross BlueShield FL company),Clay County,"Clay, FL",FL,12019
Florida Blue HMO (a BlueCross BlueShield FL company),Collier County,"Collier, FL",FL,12021
Florida Blue (BlueCross BlueShield FL),Collier County,"Collier, FL",FL,12021
UnitedHealthcare,Collier County,"Collier, FL",FL,12021
Florida Blue HMO (a BlueCross BlueShield FL company),Columbia County,"Columbia, FL",FL,12023
Florida Blue (BlueCross BlueShield FL),Columbia County,"Columbia, FL",FL,12023
UnitedHealthcare,Columbia County,"Columbia, FL",FL,12023
UnitedHealthcare,DeSoto County,"DeSoto, FL",FL,12027
Florida Blue (BlueCross BlueShield FL),DeSoto County,"DeSoto, FL",FL,12027
Florida Blue HMO (a BlueCross BlueShield FL company),DeSoto County,"DeSoto, FL",FL,12027
UnitedHealthcare,Dixie County,"Dixie, FL",FL,12029
Florida Blue HMO (a BlueCross BlueShield FL company),Dixie County,"Dixie, FL",FL,12029
Florida Blue (BlueCross BlueShield FL),Dixie County,"Dixie, FL",FL,12029
"Coventry Health Care of Florida, Inc.",Duval County,"Duval, FL",FL,12031
UnitedHealthcare,Duval County,"Duval, FL",FL,12031
Florida Blue HMO (a BlueCross BlueShield FL company),Duval County,"Duval, FL",FL,12031
Florida Blue (BlueCross BlueShield FL),Duval County,"Duval, FL",FL,12031
UnitedHealthcare,Escambia County,"Escambia, FL",FL,12033
Florida Blue HMO (a BlueCross BlueShield FL company),Escambia County,"Escambia, FL",FL,12033
