i,c,id,s,f
Ambetter of Arkansas,Saline County,"Saline, AR",AR,05125
QualChoice Health Insurance,Saline County,"Saline, AR",AR,05125
Arkansas Blue Cross and Blue Shield,Saline County,"Saline, AR",AR,05125
Arkansas Blue Cross and Blue Shield,Scott County,"Scott, AR",AR,05127
QualChoice Health Insurance,Scott County,"Scott, AR",AR,05127
Ambetter of Arkansas,Scott County,"Scott, AR",AR,05127
Ambetter of Arkansas,Searcy County,"Searcy, AR",AR,05129
QualChoice Health Insurance,Searcy County,"Searcy, AR",AR,05129
Arkansas Blue Cross and Blue Shield,Searcy County,"Searcy, AR",AR,05129
Ambetter of Arkansas,Sebastian County,"Sebastian, AR",AR,05131
Arkansas Blue Cross and Blue Shield,Sebastian County,"Sebastian, AR",AR,05131
QualChoice Health Insurance,Sebastian County,"Sebastian, AR",AR,05131
Arkansas Blue Cross and Blue Shield,Sevier County,"Sevier, AR",AR,05133
QualChoice Health Insurance,Sharp County,"Sharp, AR",AR,05135
Arkansas Blue Cross and Blue Shield,Sharp County,"Sharp, AR",AR,05135
Arkansas Blue Cross and Blue Shield,Stone County,"Stone, AR",AR,05137
QualChoice Health Insurance,Stone County,"Stone, AR",AR,05137
Arkansas Blue Cross and Blue Shield,Union County,"Union, AR",AR,05139
Arkansas Blue Cross and Blue Shield,Van Buren County,"Van Buren, AR",AR,05141
QualChoice Health Insurance,Van Buren County,"Van Buren, AR",AR,05141
Ambetter of Arkansas,Van Buren County,"Van Buren, AR",AR,05141
Ambetter of Arkansas,Washington County,"Washington, AR",AR,05143
QualChoice Health Insurance,Washington County,"Washington, AR",AR,05143
Arkansas Blue Cross and Blue Shield,Washington County,"Washington, AR",AR,05143
Arkansas Blue Cross and Blue Shield,White County,"White, AR",AR,05145
QualChoice Health Insurance,White County,"White, AR",AR,05145
Ambetter of Arkansas,White County,"White, AR",AR,05145
Arkansas Blue Cross and Blue Shield,Woodruff County,"Woodruff, AR",AR,05147
QualChoice Health Insurance,Woodruff County,"Woodruff, AR",AR,05147
Ambetter of Arkansas,Yell County,"Yell, AR",AR,05149
Arkansas Blue Cross and Blue Shield,Yell County,"Yell, AR",AR,05149
QualChoice Health Insurance,Yell County,"Yell, AR",AR,05149
Highmark BCBSD Inc.,Kent County,"Kent, DE",DE,10001
Coventry Health Care,Kent County,"Kent, DE",DE,10001
Coventry Health Care,New Castle County,"New Castle, DE",DE,10003
Highmark BCBSD Inc.,New Castle County,"New Castle, DE",DE,10003
Highmark BCBSD Inc.,Sussex County,"Sussex, DE",DE,10005
Coventry Health Care,Sussex County,"Sussex, DE",DE,10005
Florida Blue (BlueCross BlueShield FL),Alachua County,"Alachua, FL",FL,12001
Florida Blue HMO (a BlueCross BlueShield FL company),Alachua County,"Alachua, FL",FL,12001
Florida Blue HMO (a BlueCross BlueShield FL company),Baker County,"Baker, FL",FL,12003
Florida Blue (BlueCross BlueShield FL),Baker County,"Baker, FL",FL,12003
Florida Blue (BlueCross BlueShield FL),Bay County,"Bay, FL",FL,12005
Florida Blue (BlueCross BlueShield FL),Bradford County,"Bradford, FL",FL,12007
Florida Blue HMO (a BlueCross BlueShield FL company),Bradford County,"Bradford, FL",FL,12007
Florida Blue HMO (a BlueCross BlueShield FL company),Brevard County,"Brevard, FL",FL,12009
Florida Blue (BlueCross BlueShield FL),Brevard County,"Brevard, FL",FL,12009
Cigna Healthcare,Brevard County,"Brevard, FL",FL,12009
"Health First Insurance, Inc.",Brevard County,"Brevard, FL",FL,12009
"Coventry Health Care of Florida, Inc.",Brevard County,"Brevard, FL",FL,12009
Aetna,Brevard County,"Brevard, FL",FL,12009
Florida Blue (BlueCross BlueShield FL),Broward County,"Broward, FL",FL,12011
"Coventry Health Care of Florida, Inc.",Broward County,"Broward, FL",FL,12011
Cigna Healthcare,Broward County,"Broward, FL",FL,12011
"Molina Healthcare of Florida, Inc",Broward County,"Broward, FL",FL,12011
"Humana Medical Plan, Inc.",Broward County,"Broward, FL",FL,12011
Florida Blue HMO (a BlueCross BlueShield FL company),Broward County,"Broward, FL",FL,12011
Ambetter from Sunshine Health,Broward County,"Broward, FL",FL,12011
Aetna,Broward County,"Broward, FL",FL,12011
Florida Blue (BlueCross BlueShield FL),Calhoun County,"Calhoun, FL",FL,12013
Florida Blue HMO (a BlueCross BlueShield FL company),Charlotte County,"Charlotte, FL",FL,12015
Florida Blue (BlueCross BlueShield FL),Charlotte County,"Charlotte, FL",FL,12015
Aetna,Charlotte County,"Charlotte, FL",FL,12015
"Humana Medical Plan, Inc.",Charlotte County,"Charlotte, FL",FL,12015
Florida Blue HMO (a BlueCross BlueShield FL company),Citrus County,"Citrus, FL",FL,12017
Florida Blue (BlueCross BlueShield FL),Citrus County,"Citrus, FL",FL,12017
Florida Blue (BlueCross BlueShield FL),Clay County,"Clay, FL",FL,12019
Florida Blue HMO (a BlueCross BlueShield FL company),Clay County,"Clay, FL",FL,12019
Aetna,Clay County,"Clay, FL",FL,12019
Florida Blue HMO (a BlueCross BlueShield FL company),Collier County,"Collier, FL",FL,12021
Florida Blue (BlueCross BlueShield FL),Collier County,"Collier, FL",FL,12021
Florida Blue HMO (a BlueCross BlueShield FL company),Columbia County,"Columbia, FL",FL,12023
Florida Blue (BlueCross BlueShield FL),Columbia County,"Columbia, FL",FL,12023
Florida Blue (BlueCross BlueShield FL),DeSoto County,"DeSoto, FL",FL,12027
Florida Blue HMO (a BlueCross BlueShield FL company),DeSoto County,"DeSoto, FL",FL,12027
Florida Blue HMO (a BlueCross BlueShield FL company),Dixie County,"Dixie, FL",FL,12029
Florida Blue (BlueCross BlueShield FL),Dixie County,"Dixie, FL",FL,12029
"Coventry Health Care of Florida, Inc.",Duval County,"Duval, FL",FL,12031
Florida Blue HMO (a BlueCross BlueShield FL company),Duval County,"Duval, FL",FL,12031
Aetna,Duval County,"Duval, FL",FL,12031
Florida Blue (BlueCross BlueShield FL),Duval County,"Duval, FL",FL,12031
Florida Blue HMO (a BlueCross BlueShield FL company),Escambia County,"Escambia, FL",FL,12033
Florida Blue (BlueCross BlueShield FL),Escambia County,"Escambia, FL",FL,12033
"Coventry Health Care of Florida, Inc.",Escambia County,"Escambia, FL",FL,12033
Aetna,Escambia County,"Escambia, FL",FL,12033
Florida Health Care Plans,Flagler County,"Flagler, FL",FL,12035
Florida Blue HMO (a BlueCross BlueShield FL company),Flagler County,"Flagler, FL",FL,12035
Cigna Healthcare,Flagler County,"Flagler, FL",FL,12035
Florida Blue (BlueCross BlueShield FL),Flagler County,"Flagler, FL",FL,12035
Florida Blue (BlueCross BlueShield FL),Franklin County,"Franklin, FL",FL,12037
Florida Blue (BlueCross BlueShield FL),Gadsden County,"Gadsden, FL",FL,12039
Florida Blue HMO (a BlueCross BlueShield FL company),Gilchrist County,"Gilchrist, FL",FL,12041
Florida Blue (BlueCross BlueShield FL),Gilchrist County,"Gilchrist, FL",FL,12041
Florida Blue (BlueCross BlueShield FL),Glades County,"Glades, FL",FL,12043
Florida Blue (BlueCross BlueShield FL),Gulf County,"Gulf, FL",FL,12045
Florida Blue (BlueCross BlueShield FL),Hamilton County,"Hamilton, FL",FL,12047
Florida Blue (BlueCross BlueShield FL),Hardee County,"Hardee, FL",FL,12049
Florida Blue HMO (a BlueCross BlueShield FL company),Hendry County,"Hendry, FL",FL,12051
Florida Blue (BlueCross BlueShield FL),Hendry County,"Hendry, FL",FL,12051
"Coventry Health Care of Florida, Inc.",Hernando County,"Hernando, FL",FL,12053
Florida Blue HMO (a BlueCross BlueShield FL company),Hernando County,"Hernando, FL",FL,12053
Cigna Healthcare,Hernando County,"Hernando, FL",FL,12053
Florida Blue (BlueCross BlueShield FL),Hernando County,"Hernando, FL",FL,12053
Florida Blue (BlueCross BlueShield FL),Highlands County,"Highlands, FL",FL,12055
"Humana Medical Plan, Inc.",Hillsborough County,"Hillsborough, FL",FL,12057
Florida Blue HMO (a BlueCross BlueShield FL company),Hillsborough County,"Hillsborough, FL",FL,12057
Florida Blue (BlueCross BlueShield FL),Hillsborough County,"Hillsborough, FL",FL,12057
Cigna Healthcare,Hillsborough County,"Hillsborough, FL",FL,12057
Aetna,Hillsborough County,"Hillsborough, FL",FL,12057
"Coventry Health Care of Florida, Inc.",Hillsborough County,"Hillsborough, FL",FL,12057
Florida Blue (BlueCross BlueShield FL),Holmes County,"Holmes, FL",FL,12059
Cigna Healthcare,Indian River County,"Indian River, FL",FL,12061
Florida Blue (BlueCross BlueShield FL),Indian River County,"Indian River, FL",FL,12061
"Health First Insurance, Inc.",Indian River County,"Indian River, FL",FL,12061
Florida Blue (BlueCross BlueShield FL),Jackson County,"Jackson, FL",FL,12063
Florida Blue (BlueCross BlueShield FL),Jefferson County,"Jefferson, FL",FL,12065
Florida Blue (BlueCross BlueShield FL),Lafayette County,"Lafayette, FL",FL,12067
Aetna,Lake County,"Lake, FL",FL,12069
Cigna Healthcare,Lake County,"Lake, FL",FL,12069
Florida Blue HMO (a BlueCross BlueShield FL company),Lake County,"Lake, FL",FL,12069
"Humana Medical Plan, Inc.",Lake County,"Lake, FL",FL,12069
Florida Blue (BlueCross BlueShield FL),Lake County,"Lake, FL",FL,12069
Cigna Healthcare,Lee County,"Lee, FL",FL,12071
Florida Blue (BlueCross BlueShield FL),Lee County,"Lee, FL",FL,12071
Florida Blue HMO (a BlueCross BlueShield FL company),Lee County,"Lee, FL",FL,12071
Florida Blue (BlueCross BlueShield FL),Leon County,"Leon, FL",FL,12073
Florida Blue (BlueCross BlueShield FL),Levy County,"Levy, FL",FL,12075
Florida Blue HMO (a BlueCross BlueShield FL company),Levy County,"Levy, FL",FL,12075
Florida Blue (BlueCross BlueShield FL),Liberty County,"Liberty, FL",FL,12077
Florida Blue (BlueCross BlueShield FL),Madison County,"Madison, FL",FL,12079
Florida Blue (BlueCross BlueShield FL),Manatee County,"Manatee, FL",FL,12081
Florida Blue HMO (a BlueCross BlueShield FL company),Manatee County,"Manatee, FL",FL,12081
Aetna,Manatee County,"Manatee, FL",FL,12081
Cigna Healthcare,Manatee County,"Manatee, FL",FL,12081
Florida Blue (BlueCross BlueShield FL),Marion County,"Marion, FL",FL,12083
Florida Blue HMO (a BlueCross BlueShield FL company),Marion County,"Marion, FL",FL,12083
Aetna,Marion County,"Marion, FL",FL,12083
Cigna Healthcare,Martin County,"Martin, FL",FL,12085
Florida Blue (BlueCross BlueShield FL),Martin County,"Martin, FL",FL,12085
Florida Blue HMO (a BlueCross BlueShield FL company),Martin County,"Martin, FL",FL,12085
Ambetter from Sunshine Health,Miami-Dade County,"Miami-Dade, FL",FL,12086
Aetna,Miami-Dade County,"Miami-Dade, FL",FL,12086
"Preferred Medical Plan, Inc.",Miami-Dade County,"Miami-Dade, FL",FL,12086
"Coventry Health Care of Florida, Inc.",Miami-Dade County,"Miami-Dade, FL",FL,12086
Florida Blue HMO (a BlueCross BlueShield FL company),Miami-Dade County,"Miami-Dade, FL",FL,12086
Florida Blue (BlueCross BlueShield FL),Miami-Dade County,"Miami-Dade, FL",FL,12086
Cigna Healthcare,Miami-Dade County,"Miami-Dade, FL",FL,12086
"Humana Medical Plan, Inc.",Miami-Dade County,"Miami-Dade, FL",FL,12086
"Molina Healthcare of Florida, Inc",Miami-Dade County,"Miami-Dade, FL",FL,12086
Cigna Healthcare,Monroe County,"Monroe, FL",FL,12087
Florida Blue (BlueCross BlueShield FL),Monroe County,"Monroe, FL",FL,12087
Florida Blue HMO (a BlueCross BlueShield FL company),Nassau County,"Nassau, FL",FL,12089
Florida Blue (BlueCross BlueShield FL),Nassau County,"Nassau, FL",FL,12089
Florida Blue (BlueCross BlueShield FL),Okaloosa County,"Okaloosa, FL",FL,12091
Florida Blue HMO (a BlueCross BlueShield FL company),Okaloosa County,"Okaloosa, FL",FL,12091
Florida Blue (BlueCross BlueShield FL),Okeechobee County,"Okeechobee, FL",FL,12093
Florida Blue HMO (a BlueCross BlueShield FL company),Okeechobee County,"Okeechobee, FL",FL,12093
Aetna,Orange County,"Orange, FL",FL,12095
Florida Blue HMO (a BlueCross BlueShield FL company),Orange County,"Orange, FL",FL,12095
Florida Blue (BlueCross BlueShield FL),Orange County,"Orange, FL",FL,12095
Cigna Healthcare,Orange County,"Orange, FL",FL,12095
"Humana Medical Plan, Inc.",Orange County,"Orange, FL",FL,12095
Cigna Healthcare,Osceola County,"Osceola, FL",FL,12097
Aetna,Osceola County,"Osceola, FL",FL,12097
Florida Blue HMO (a BlueCross BlueShield FL company),Osceola County,"Osceola, FL",FL,12097
"Humana Medical Plan, Inc.",Osceola County,"Osceola, FL",FL,12097
Florida Blue (BlueCross BlueShield FL),Osceola County,"Osceola, FL",FL,12097
"Molina Healthcare of Florida, Inc",Palm Beach County,"Palm Beach, FL",FL,12099
Ambetter from Sunshine Health,Palm Beach County,"Palm Beach, FL",FL,12099
Cigna Healthcare,Palm Beach County,"Palm Beach, FL",FL,12099
Florida Blue HMO (a BlueCross BlueShield FL company),Palm Beach County,"Palm Beach, FL",FL,12099
Aetna,Palm Beach County,"Palm Beach, FL",FL,12099
"Coventry Health Care of Florida, Inc.",Palm Beach County,"Palm Beach, FL",FL,12099
"Humana Medical Plan, Inc.",Palm Beach County,"Palm Beach, FL",FL,12099
Florida Blue (BlueCross BlueShield FL),Palm Beach County,"Palm Beach, FL",FL,12099
"Coventry Health Care of Florida, Inc.",Pasco County,"Pasco, FL",FL,12101
Florida Blue (BlueCross BlueShield FL),Pasco County,"Pasco, FL",FL,12101
Aetna,Pasco County,"Pasco, FL",FL,12101
Florida Blue HMO (a BlueCross BlueShield FL company),Pasco County,"Pasco, FL",FL,12101
Cigna Healthcare,Pasco County,"Pasco, FL",FL,12101
"Humana Medical Plan, Inc.",Pasco County,"Pasco, FL",FL,12101
Cigna Healthcare,Pinellas County,"Pinellas, FL",FL,12103
"Coventry Health Care of Florida, Inc.",Pinellas County,"Pinellas, FL",FL,12103
Florida Blue HMO (a BlueCross BlueShield FL company),Pinellas County,"Pinellas, FL",FL,12103
Aetna,Pinellas County,"Pinellas, FL",FL,12103
Florida Blue (BlueCross BlueShield FL),Pinellas County,"Pinellas, FL",FL,12103
"Humana Medical Plan, Inc.",Pinellas County,"Pinellas, FL",FL,12103
Florida Blue HMO (a BlueCross BlueShield FL company),Polk County,"Polk, FL",FL,12105
"Humana Medical Plan, Inc.",Polk County,"Polk, FL",FL,12105
Cigna Healthcare,Polk County,"Polk, FL",FL,12105
Florida Blue (BlueCross BlueShield FL),Polk County,"Polk, FL",FL,12105
"Coventry Health Care of Florida, Inc.",Polk County,"Polk, FL",FL,12105
Florida Blue (BlueCross BlueShield FL),Putnam County,"Putnam, FL",FL,12107
Aetna,St. Johns County,"St. Johns, FL",FL,12109
Florida Blue (BlueCross BlueShield FL),St. Johns County,"St. Johns, FL",FL,12109
Florida Blue HMO (a BlueCross BlueShield FL company),St. Johns County,"St. Johns, FL",FL,12109
Florida Blue HMO (a BlueCross BlueShield FL company),St. Lucie County,"St. Lucie, FL",FL,12111
Florida Blue (BlueCross BlueShield FL),St. Lucie County,"St. Lucie, FL",FL,12111
Cigna Healthcare,St. Lucie County,"St. Lucie, FL",FL,12111
Florida Blue HMO (a BlueCross BlueShield FL company),Santa Rosa County,"Santa Rosa, FL",FL,12113
Florida Blue (BlueCross BlueShield FL),Santa Rosa County,"Santa Rosa, FL",FL,12113
"Coventry Health Care of Florida, Inc.",Santa Rosa County,"Santa Rosa, FL",FL,12113
Cigna Healthcare,Sarasota County,"Sarasota, FL",FL,12115
Florida Blue HMO (a BlueCross BlueShield FL company),Sarasota County,"Sarasota, FL",FL,12115
Aetna,Sarasota County,"Sarasota, FL",FL,12115
Florida Blue (BlueCross BlueShield FL),Sarasota County,"Sarasota, FL",FL,12115
Cigna Healthcare,Seminole County,"Seminole, FL",FL,12117
"Humana Medical Plan, Inc.",Seminole County,"Seminole, FL",FL,12117
Florida Health Care Plans,Seminole County,"Seminole, FL",FL,12117
Florida Blue HMO (a BlueCross BlueShield FL company),Seminole County,"Seminole, FL",FL,12117
Florida Blue (BlueCross BlueShield FL),Seminole County,"Seminole, FL",FL,12117
Aetna,Seminole County,"Seminole, FL",FL,12117
Cigna Healthcare,Sumter County,"Sumter, FL",FL,12119
Florida Blue (BlueCross BlueShield FL),Sumter County,"Sumter, FL",FL,12119
Florida Blue HMO (a BlueCross BlueShield FL company),Sumter County,"Sumter, FL",FL,12119
Florida Blue HMO (a BlueCross BlueShield FL company),Suwannee County,"Suwannee, FL",FL,12121
Florida Blue (BlueCross BlueShield FL),Suwannee County,"Suwannee, FL",FL,12121
Florida Blue (BlueCross BlueShield FL),Taylor County,"Taylor, FL",FL,12123
Florida Blue (BlueCross BlueShield FL),Union County,"Union, FL",FL,12125
Florida Blue HMO (a BlueCross BlueShield FL company),Volusia County,"Volusia, FL",FL,12127
Florida Health Care Plans,Volusia County,"Volusia, FL",FL,12127
"Coventry Health Care of Florida, Inc.",Volusia County,"Volusia, FL",FL,12127
Cigna Healthcare,Volusia County,"Volusia, FL",FL,12127
Florida Blue (BlueCross BlueShield FL),Volusia County,"Volusia, FL",FL,12127
Florida Blue (BlueCross BlueShield FL),Wakulla County,"Wakulla, FL",FL,12129
Florida Blue HMO (a BlueCross BlueShield FL company),Walton County,"Walton, FL",FL,12131
Florida Blue (BlueCross BlueShield FL),Walton County,"Walton, FL",FL,12131
Florida Blue (BlueCross BlueShield FL),Washington County,"Washington, FL",FL,12133
Blue Cross and Blue Shield of Georgia,Appling County,"Appling, GA",GA,13001
Blue Cross and Blue Shield of Georgia,Atkinson County,"Atkinson, GA",GA,13003
Blue Cross and Blue Shield of Georgia,Bacon County,"Bacon, GA",GA,13005
Blue Cross and Blue Shield of Georgia,Baker County,"Baker, GA",GA,13007
Blue Cross and Blue Shield of Georgia,Baldwin County,"Baldwin, GA",GA,13009
Alliant Health Plans,Banks County,"Banks, GA",GA,13011
"Humana Employers Health Plan of Georgia, Inc.",Banks County,"Banks, GA",GA,13011
Blue Cross and Blue Shield of Georgia,Banks County,"Banks, GA",GA,13011
Ambetter from Peach State Health Plan,Barrow County,"Barrow, GA",GA,13013
Kaiser Permanente,Barrow County,"Barrow, GA",GA,13013
"Humana Employers Health Plan of Georgia, Inc.",Barrow County,"Barrow, GA",GA,13013
Blue Cross and Blue Shield of Georgia,Barrow County,"Barrow, GA",GA,13013
Alliant Health Plans,Barrow County,"Barrow, GA",GA,13013
Alliant Health Plans,Bartow County,"Bartow, GA",GA,13015
Kaiser Permanente,Bartow County,"Bartow, GA",GA,13015
"Humana Employers Health Plan of Georgia, Inc.",Bartow County,"Bartow, GA",GA,13015
Blue Cross and Blue Shield of Georgia,Bartow County,"Bartow, GA",GA,13015
Blue Cross and Blue Shield of Georgia,Ben Hill County,"Ben Hill, GA",GA,13017
Blue Cross and Blue Shield of Georgia,Berrien County,"Berrien, GA",GA,13019
"Humana Employers Health Plan of Georgia, Inc.",Bibb County,"Bibb, GA",GA,13021
Blue Cross and Blue Shield of Georgia,Bibb County,"Bibb, GA",GA,13021
"Humana Employers Health Plan of Georgia, Inc.",Bleckley County,"Bleckley, GA",GA,13023
Blue Cross and Blue Shield of Georgia,Bleckley County,"Bleckley, GA",GA,13023
"Humana Employers Health Plan of Georgia, Inc.",Brantley County,"Brantley, GA",GA,13025
Blue Cross and Blue Shield of Georgia,Brantley County,"Brantley, GA",GA,13025
Blue Cross and Blue Shield of Georgia,Brooks County,"Brooks, GA",GA,13027
"Humana Employers Health Plan of Georgia, Inc.",Bryan County,"Bryan, GA",GA,13029
Blue Cross and Blue Shield of Georgia,Bryan County,"Bryan, GA",GA,13029
Blue Cross and Blue Shield of Georgia,Bulloch County,"Bulloch, GA",GA,13031
"Humana Employers Health Plan of Georgia, Inc.",Bulloch County,"Bulloch, GA",GA,13031
Blue Cross and Blue Shield of Georgia,Burke County,"Burke, GA",GA,13033
