i,c,id,s,f
"QCA Health Plan, Inc.",Pulaski County,"Pulaski, AR",AR,05119
USAble Mutual Insurance Company,Randolph County,"Randolph, AR",AR,05121
"QualChoice Life & Health Insurance Company, Inc.",Randolph County,"Randolph, AR",AR,05121
"QCA Health Plan, Inc.",Randolph County,"Randolph, AR",AR,05121
Celtic Insurance Company,Randolph County,"Randolph, AR",AR,05121
Celtic Insurance Company,St. Francis County,"St. Francis, AR",AR,05123
"QualChoice Life & Health Insurance Company, Inc.",St. Francis County,"St. Francis, AR",AR,05123
"QCA Health Plan, Inc.",St. Francis County,"St. Francis, AR",AR,05123
USAble Mutual Insurance Company,St. Francis County,"St. Francis, AR",AR,05123
"QualChoice Life & Health Insurance Company, Inc.",Saline County,"Saline, AR",AR,05125
Celtic Insurance Company,Saline County,"Saline, AR",AR,05125
USAble Mutual Insurance Company,Saline County,"Saline, AR",AR,05125
"QCA Health Plan, Inc.",Saline County,"Saline, AR",AR,05125
"QCA Health Plan, Inc.",Scott County,"Scott, AR",AR,05127
Celtic Insurance Company,Scott County,"Scott, AR",AR,05127
USAble Mutual Insurance Company,Scott County,"Scott, AR",AR,05127
"QualChoice Life & Health Insurance Company, Inc.",Scott County,"Scott, AR",AR,05127
Celtic Insurance Company,Searcy County,"Searcy, AR",AR,05129
"QualChoice Life & Health Insurance Company, Inc.",Searcy County,"Searcy, AR",AR,05129
"QCA Health Plan, Inc.",Searcy County,"Searcy, AR",AR,05129
USAble Mutual Insurance Company,Searcy County,"Searcy, AR",AR,05129
Celtic Insurance Company,Sebastian County,"Sebastian, AR",AR,05131
"QualChoice Life & Health Insurance Company, Inc.",Sebastian County,"Sebastian, AR",AR,05131
USAble Mutual Insurance Company,Sebastian County,"Sebastian, AR",AR,05131
"QCA Health Plan, Inc.",Sebastian County,"Sebastian, AR",AR,05131
"QCA Health Plan, Inc.",Sevier County,"Sevier, AR",AR,05133
USAble Mutual Insurance Company,Sevier County,"Sevier, AR",AR,05133
Celtic Insurance Company,Sevier County,"Sevier, AR",AR,05133
"QualChoice Life & Health Insurance Company, Inc.",Sevier County,"Sevier, AR",AR,05133
"QualChoice Life & Health Insurance Company, Inc.",Sharp County,"Sharp, AR",AR,05135
USAble Mutual Insurance Company,Sharp County,"Sharp, AR",AR,05135
"QCA Health Plan, Inc.",Sharp County,"Sharp, AR",AR,05135
Celtic Insurance Company,Sharp County,"Sharp, AR",AR,05135
"QualChoice Life & Health Insurance Company, Inc.",Stone County,"Stone, AR",AR,05137
Celtic Insurance Company,Stone County,"Stone, AR",AR,05137
"QCA Health Plan, Inc.",Stone County,"Stone, AR",AR,05137
USAble Mutual Insurance Company,Stone County,"Stone, AR",AR,05137
"QCA Health Plan, Inc.",Union County,"Union, AR",AR,05139
"QualChoice Life & Health Insurance Company, Inc.",Union County,"Union, AR",AR,05139
Celtic Insurance Company,Union County,"Union, AR",AR,05139
USAble Mutual Insurance Company,Union County,"Union, AR",AR,05139
USAble Mutual Insurance Company,Van Buren County,"Van Buren, AR",AR,05141
"QualChoice Life & Health Insurance Company, Inc.",Van Buren County,"Van Buren, AR",AR,05141
"QCA Health Plan, Inc.",Van Buren County,"Van Buren, AR",AR,05141
Celtic Insurance Company,Van Buren County,"Van Buren, AR",AR,05141
Celtic Insurance Company,Washington County,"Washington, AR",AR,05143
USAble Mutual Insurance Company,Washington County,"Washington, AR",AR,05143
"QualChoice Life & Health Insurance Company, Inc.",Washington County,"Washington, AR",AR,05143
"QCA Health Plan, Inc.",Washington County,"Washington, AR",AR,05143
"QualChoice Life & Health Insurance Company, Inc.",White County,"White, AR",AR,05145
Celtic Insurance Company,White County,"White, AR",AR,05145
"QCA Health Plan, Inc.",White County,"White, AR",AR,05145
USAble Mutual Insurance Company,White County,"White, AR",AR,05145
Celtic Insurance Company,Woodruff County,"Woodruff, AR",AR,05147
"QualChoice Life & Health Insurance Company, Inc.",Woodruff County,"Woodruff, AR",AR,05147
"QCA Health Plan, Inc.",Woodruff County,"Woodruff, AR",AR,05147
USAble Mutual Insurance Company,Woodruff County,"Woodruff, AR",AR,05147
"QCA Health Plan, Inc.",Yell County,"Yell, AR",AR,05149
"QualChoice Life & Health Insurance Company, Inc.",Yell County,"Yell, AR",AR,05149
Celtic Insurance Company,Yell County,"Yell, AR",AR,05149
USAble Mutual Insurance Company,Yell County,"Yell, AR",AR,05149
Aetna Health Inc. (a PA corp.),Kent County,"Kent, DE",DE,10001
Highmark BCBSD Inc.,Kent County,"Kent, DE",DE,10001
Aetna Life Insurance Company,Kent County,"Kent, DE",DE,10001
Aetna Life Insurance Company,New Castle County,"New Castle, DE",DE,10003
Highmark BCBSD Inc.,New Castle County,"New Castle, DE",DE,10003
Aetna Health Inc. (a PA corp.),New Castle County,"New Castle, DE",DE,10003
Highmark BCBSD Inc.,Sussex County,"Sussex, DE",DE,10005
Aetna Life Insurance Company,Sussex County,"Sussex, DE",DE,10005
Aetna Health Inc. (a PA corp.),Sussex County,"Sussex, DE",DE,10005
"Health Options, Inc.",Alachua County,"Alachua, FL",FL,12001
Blue Cross and Blue Shield of Florida,Alachua County,"Alachua, FL",FL,12001
"Health Options, Inc.",Baker County,"Baker, FL",FL,12003
Blue Cross and Blue Shield of Florida,Baker County,"Baker, FL",FL,12003
"Health Options, Inc.",Bay County,"Bay, FL",FL,12005
Blue Cross and Blue Shield of Florida,Bay County,"Bay, FL",FL,12005
Blue Cross and Blue Shield of Florida,Bradford County,"Bradford, FL",FL,12007
"Health Options, Inc.",Bradford County,"Bradford, FL",FL,12007
Blue Cross and Blue Shield of Florida,Brevard County,"Brevard, FL",FL,12009
"Health Options, Inc.",Brevard County,"Brevard, FL",FL,12009
"Florida Health Care Plan, Inc.",Brevard County,"Brevard, FL",FL,12009
"Health First Health Plans, Inc.",Brevard County,"Brevard, FL",FL,12009
Celtic Insurance Company,Broward County,"Broward, FL",FL,12011
Blue Cross and Blue Shield of Florida,Broward County,"Broward, FL",FL,12011
"Molina Healthcare of Florida, Inc",Broward County,"Broward, FL",FL,12011
"Humana Medical Plan, Inc.",Broward County,"Broward, FL",FL,12011
"Health Options, Inc.",Broward County,"Broward, FL",FL,12011
Blue Cross and Blue Shield of Florida,Calhoun County,"Calhoun, FL",FL,12013
Blue Cross and Blue Shield of Florida,Charlotte County,"Charlotte, FL",FL,12015
"Health Options, Inc.",Charlotte County,"Charlotte, FL",FL,12015
"Humana Medical Plan, Inc.",Charlotte County,"Charlotte, FL",FL,12015
Blue Cross and Blue Shield of Florida,Citrus County,"Citrus, FL",FL,12017
"Health Options, Inc.",Citrus County,"Citrus, FL",FL,12017
"Health Options, Inc.",Clay County,"Clay, FL",FL,12019
Blue Cross and Blue Shield of Florida,Clay County,"Clay, FL",FL,12019
Celtic Insurance Company,Clay County,"Clay, FL",FL,12019
Blue Cross and Blue Shield of Florida,Collier County,"Collier, FL",FL,12021
"Health Options, Inc.",Collier County,"Collier, FL",FL,12021
"Health Options, Inc.",Columbia County,"Columbia, FL",FL,12023
Blue Cross and Blue Shield of Florida,Columbia County,"Columbia, FL",FL,12023
"Health Options, Inc.",DeSoto County,"DeSoto, FL",FL,12027
Blue Cross and Blue Shield of Florida,DeSoto County,"DeSoto, FL",FL,12027
Blue Cross and Blue Shield of Florida,Dixie County,"Dixie, FL",FL,12029
"Health Options, Inc.",Dixie County,"Dixie, FL",FL,12029
"Health Options, Inc.",Duval County,"Duval, FL",FL,12031
Celtic Insurance Company,Duval County,"Duval, FL",FL,12031
Blue Cross and Blue Shield of Florida,Duval County,"Duval, FL",FL,12031
Blue Cross and Blue Shield of Florida,Escambia County,"Escambia, FL",FL,12033
"Health Options, Inc.",Escambia County,"Escambia, FL",FL,12033
Blue Cross and Blue Shield of Florida,Flagler County,"Flagler, FL",FL,12035
"Health First Health Plans, Inc.",Flagler County,"Flagler, FL",FL,12035
"Florida Health Care Plan, Inc.",Flagler County,"Flagler, FL",FL,12035
"Health Options, Inc.",Flagler County,"Flagler, FL",FL,12035
Blue Cross and Blue Shield of Florida,Franklin County,"Franklin, FL",FL,12037
Blue Cross and Blue Shield of Florida,Gadsden County,"Gadsden, FL",FL,12039
Blue Cross and Blue Shield of Florida,Gilchrist County,"Gilchrist, FL",FL,12041
"Health Options, Inc.",Gilchrist County,"Gilchrist, FL",FL,12041
Blue Cross and Blue Shield of Florida,Glades County,"Glades, FL",FL,12043
Blue Cross and Blue Shield of Florida,Gulf County,"Gulf, FL",FL,12045
Blue Cross and Blue Shield of Florida,Hamilton County,"Hamilton, FL",FL,12047
Blue Cross and Blue Shield of Florida,Hardee County,"Hardee, FL",FL,12049
Blue Cross and Blue Shield of Florida,Hendry County,"Hendry, FL",FL,12051
"Health Options, Inc.",Hendry County,"Hendry, FL",FL,12051
"Health Options, Inc.",Hernando County,"Hernando, FL",FL,12053
Blue Cross and Blue Shield of Florida,Hernando County,"Hernando, FL",FL,12053
Blue Cross and Blue Shield of Florida,Highlands County,"Highlands, FL",FL,12055
"Humana Medical Plan, Inc.",Hillsborough County,"Hillsborough, FL",FL,12057
Celtic Insurance Company,Hillsborough County,"Hillsborough, FL",FL,12057
Blue Cross and Blue Shield of Florida,Hillsborough County,"Hillsborough, FL",FL,12057
"Health Options, Inc.",Hillsborough County,"Hillsborough, FL",FL,12057
Blue Cross and Blue Shield of Florida,Holmes County,"Holmes, FL",FL,12059
"Health First Health Plans, Inc.",Indian River County,"Indian River, FL",FL,12061
Blue Cross and Blue Shield of Florida,Indian River County,"Indian River, FL",FL,12061
Blue Cross and Blue Shield of Florida,Jackson County,"Jackson, FL",FL,12063
Blue Cross and Blue Shield of Florida,Jefferson County,"Jefferson, FL",FL,12065
Blue Cross and Blue Shield of Florida,Lafayette County,"Lafayette, FL",FL,12067
Blue Cross and Blue Shield of Florida,Lake County,"Lake, FL",FL,12069
"Humana Medical Plan, Inc.",Lake County,"Lake, FL",FL,12069
"Health Options, Inc.",Lake County,"Lake, FL",FL,12069
Blue Cross and Blue Shield of Florida,Lee County,"Lee, FL",FL,12071
"Health Options, Inc.",Lee County,"Lee, FL",FL,12071
Blue Cross and Blue Shield of Florida,Leon County,"Leon, FL",FL,12073
Blue Cross and Blue Shield of Florida,Levy County,"Levy, FL",FL,12075
"Health Options, Inc.",Levy County,"Levy, FL",FL,12075
Blue Cross and Blue Shield of Florida,Liberty County,"Liberty, FL",FL,12077
Blue Cross and Blue Shield of Florida,Madison County,"Madison, FL",FL,12079
Blue Cross and Blue Shield of Florida,Manatee County,"Manatee, FL",FL,12081
"Health Options, Inc.",Manatee County,"Manatee, FL",FL,12081
Blue Cross and Blue Shield of Florida,Marion County,"Marion, FL",FL,12083
"Health Options, Inc.",Marion County,"Marion, FL",FL,12083
"Health Options, Inc.",Martin County,"Martin, FL",FL,12085
Blue Cross and Blue Shield of Florida,Martin County,"Martin, FL",FL,12085
Blue Cross and Blue Shield of Florida,Miami-Dade County,"Miami-Dade, FL",FL,12086
"Health Options, Inc.",Miami-Dade County,"Miami-Dade, FL",FL,12086
Celtic Insurance Company,Miami-Dade County,"Miami-Dade, FL",FL,12086
"Humana Medical Plan, Inc.",Miami-Dade County,"Miami-Dade, FL",FL,12086
"Molina Healthcare of Florida, Inc",Miami-Dade County,"Miami-Dade, FL",FL,12086
Blue Cross and Blue Shield of Florida,Monroe County,"Monroe, FL",FL,12087
Blue Cross and Blue Shield of Florida,Nassau County,"Nassau, FL",FL,12089
"Health Options, Inc.",Nassau County,"Nassau, FL",FL,12089
Blue Cross and Blue Shield of Florida,Okaloosa County,"Okaloosa, FL",FL,12091
"Health Options, Inc.",Okaloosa County,"Okaloosa, FL",FL,12091
Blue Cross and Blue Shield of Florida,Okeechobee County,"Okeechobee, FL",FL,12093
"Health Options, Inc.",Okeechobee County,"Okeechobee, FL",FL,12093
Blue Cross and Blue Shield of Florida,Orange County,"Orange, FL",FL,12095
"Health Options, Inc.",Orange County,"Orange, FL",FL,12095
"Humana Medical Plan, Inc.",Orange County,"Orange, FL",FL,12095
"Humana Medical Plan, Inc.",Osceola County,"Osceola, FL",FL,12097
Blue Cross and Blue Shield of Florida,Osceola County,"Osceola, FL",FL,12097
"Health Options, Inc.",Osceola County,"Osceola, FL",FL,12097
"Molina Healthcare of Florida, Inc",Palm Beach County,"Palm Beach, FL",FL,12099
Blue Cross and Blue Shield of Florida,Palm Beach County,"Palm Beach, FL",FL,12099
"Health Options, Inc.",Palm Beach County,"Palm Beach, FL",FL,12099
"Humana Medical Plan, Inc.",Palm Beach County,"Palm Beach, FL",FL,12099
Celtic Insurance Company,Palm Beach County,"Palm Beach, FL",FL,12099
Blue Cross and Blue Shield of Florida,Pasco County,"Pasco, FL",FL,12101
Celtic Insurance Company,Pasco County,"Pasco, FL",FL,12101
"Health Options, Inc.",Pasco County,"Pasco, FL",FL,12101
"Humana Medical Plan, Inc.",Pasco County,"Pasco, FL",FL,12101
Blue Cross and Blue Shield of Florida,Pinellas County,"Pinellas, FL",FL,12103
"Health Options, Inc.",Pinellas County,"Pinellas, FL",FL,12103
Celtic Insurance Company,Pinellas County,"Pinellas, FL",FL,12103
"Humana Medical Plan, Inc.",Pinellas County,"Pinellas, FL",FL,12103
Celtic Insurance Company,Polk County,"Polk, FL",FL,12105
"Health Options, Inc.",Polk County,"Polk, FL",FL,12105
"Humana Medical Plan, Inc.",Polk County,"Polk, FL",FL,12105
Blue Cross and Blue Shield of Florida,Polk County,"Polk, FL",FL,12105
Blue Cross and Blue Shield of Florida,Putnam County,"Putnam, FL",FL,12107
Blue Cross and Blue Shield of Florida,St. Johns County,"St. Johns, FL",FL,12109
"Health Options, Inc.",St. Johns County,"St. Johns, FL",FL,12109
"Health Options, Inc.",St. Lucie County,"St. Lucie, FL",FL,12111
Blue Cross and Blue Shield of Florida,St. Lucie County,"St. Lucie, FL",FL,12111
"Health Options, Inc.",Santa Rosa County,"Santa Rosa, FL",FL,12113
Blue Cross and Blue Shield of Florida,Santa Rosa County,"Santa Rosa, FL",FL,12113
"Health Options, Inc.",Sarasota County,"Sarasota, FL",FL,12115
Blue Cross and Blue Shield of Florida,Sarasota County,"Sarasota, FL",FL,12115
"Humana Medical Plan, Inc.",Seminole County,"Seminole, FL",FL,12117
"Florida Health Care Plan, Inc.",Seminole County,"Seminole, FL",FL,12117
"Health Options, Inc.",Seminole County,"Seminole, FL",FL,12117
Blue Cross and Blue Shield of Florida,Seminole County,"Seminole, FL",FL,12117
"Health Options, Inc.",Sumter County,"Sumter, FL",FL,12119
Blue Cross and Blue Shield of Florida,Sumter County,"Sumter, FL",FL,12119
"Health Options, Inc.",Suwannee County,"Suwannee, FL",FL,12121
Blue Cross and Blue Shield of Florida,Suwannee County,"Suwannee, FL",FL,12121
Blue Cross and Blue Shield of Florida,Taylor County,"Taylor, FL",FL,12123
Blue Cross and Blue Shield of Florida,Union County,"Union, FL",FL,12125
"Health Options, Inc.",Volusia County,"Volusia, FL",FL,12127
"Florida Health Care Plan, Inc.",Volusia County,"Volusia, FL",FL,12127
"Health First Health Plans, Inc.",Volusia County,"Volusia, FL",FL,12127
Blue Cross and Blue Shield of Florida,Volusia County,"Volusia, FL",FL,12127
"Humana Medical Plan, Inc.",Volusia County,"Volusia, FL",FL,12127
Blue Cross and Blue Shield of Florida,Wakulla County,"Wakulla, FL",FL,12129
Blue Cross and Blue Shield of Florida,Walton County,"Walton, FL",FL,12131
"Health Options, Inc.",Walton County,"Walton, FL",FL,12131
Blue Cross and Blue Shield of Florida,Washington County,"Washington, FL",FL,12133
"Humana Employers Health Plan of Georgia, Inc.",Appling County,"Appling, GA",GA,13001
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",Appling County,"Appling, GA",GA,13001
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",Atkinson County,"Atkinson, GA",GA,13003
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",Bacon County,"Bacon, GA",GA,13005
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",Baker County,"Baker, GA",GA,13007
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",Baldwin County,"Baldwin, GA",GA,13009
Alliant Health Plans,Banks County,"Banks, GA",GA,13011
"Humana Employers Health Plan of Georgia, Inc.",Banks County,"Banks, GA",GA,13011
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",Banks County,"Banks, GA",GA,13011
Cigna Health and Life Insurance Company,Barrow County,"Barrow, GA",GA,13013
Ambetter of Peach State Inc.,Barrow County,"Barrow, GA",GA,13013
"Humana Employers Health Plan of Georgia, Inc.",Barrow County,"Barrow, GA",GA,13013
Kaiser Foundation Health Plan of Georgia,Barrow County,"Barrow, GA",GA,13013
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",Barrow County,"Barrow, GA",GA,13013
Alliant Health Plans,Barrow County,"Barrow, GA",GA,13013
Cigna Health and Life Insurance Company,Bartow County,"Bartow, GA",GA,13015
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",Bartow County,"Bartow, GA",GA,13015
Alliant Health Plans,Bartow County,"Bartow, GA",GA,13015
"Humana Employers Health Plan of Georgia, Inc.",Bartow County,"Bartow, GA",GA,13015
Kaiser Foundation Health Plan of Georgia,Bartow County,"Bartow, GA",GA,13015
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",Ben Hill County,"Ben Hill, GA",GA,13017
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",Berrien County,"Berrien, GA",GA,13019
"Humana Employers Health Plan of Georgia, Inc.",Bibb County,"Bibb, GA",GA,13021
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",Bibb County,"Bibb, GA",GA,13021
Cigna Health and Life Insurance Company,Bibb County,"Bibb, GA",GA,13021
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",Bleckley County,"Bleckley, GA",GA,13023
"Humana Employers Health Plan of Georgia, Inc.",Bleckley County,"Bleckley, GA",GA,13023
"Humana Employers Health Plan of Georgia, Inc.",Brantley County,"Brantley, GA",GA,13025
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",Brantley County,"Brantley, GA",GA,13025
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",Brooks County,"Brooks, GA",GA,13027
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",Bryan County,"Bryan, GA",GA,13029
"Humana Employers Health Plan of Georgia, Inc.",Bryan County,"Bryan, GA",GA,13029
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",Bulloch County,"Bulloch, GA",GA,13031
"Humana Employers Health Plan of Georgia, Inc.",Bulloch County,"Bulloch, GA",GA,13031
