County,Number of Issuers,Issuers
"Houston, TX",2,"['Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans']"
"Greene, MS",2,"['Ambetter of Magnolia Inc.', 'UnitedHealthcare of Mississippi, Inc.']"
"Mason, WV",2,"['Highmark Blue Cross Blue Shield West Virginia', 'CareSource West Virginia Co.']"
"San Augustine, TX",1,['Blue Cross Blue Shield of Texas']
"Jenkins, GA",3,"['UnitedHealthcare of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Humana Employers Health Plan of Georgia, Inc.']"
"Currituck, NC",1,['Blue Cross and Blue Shield of NC']
"Doniphan, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'UnitedHealthcare of the Midwest, Inc.']"
"Hardin, TN",2,"['UnitedHealthcare Insurance Company', 'BlueCross BlueShield of Tennessee']"
"Okmulgee, OK",2,"['Blue Cross Blue Shield of Oklahoma', 'UnitedHealthcare of Oklahoma, Inc.']"
"Culpeper, VA",3,"['Optima Health Plan', 'Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.', 'HealthKeepers, Inc.']"
"Greene, MO",4,"['Healthy Alliance Life Co(Anthem BCBS)', 'Humana Insurance Company', 'Coventry Health and Life', 'All Savers Insurance Company']"
"Greeley, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'UnitedHealthcare of the Midwest, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Schuyler, MO",3,"['Healthy Alliance Life Co(Anthem BCBS)', 'Coventry Health & Life Insurance Co.', 'All Savers Insurance Company']"
"Wayne, PA",4,"['First Priority Life Insurance Company, Inc.', 'Geisinger Quality Options', 'Aetna Health Inc. (a PA corp.)', 'Geisinger Health Plan']"
"Socorro, NM",4,"['Molina Health Care of New Mexico, Inc.', 'New Mexico Health Connections', 'Presbyterian Health Plan, Inc.', 'CHRISTUS Health Plan']"
"Catron, NM",4,"['Molina Health Care of New Mexico, Inc.', 'New Mexico Health Connections', 'Presbyterian Health Plan, Inc.', 'CHRISTUS Health Plan']"
"Apache, AZ",3,"['All Savers Insurance Company', 'Blue Cross and Blue Shield of Arizona, Inc.', 'Health Choice Insurance Co.']"
"Pike, PA",4,"['Geisinger Health Plan', 'Geisinger Quality Options', 'Aetna Health Inc. (a PA corp.)', 'First Priority Life Insurance Company, Inc.']"
"McHenry, IL",5,"['Humana Health Plan, Inc.', 'UnitedHealthcare of the Midwest, Inc.', 'Coventry Health Care of Illinois, Inc.', 'Aetna Health Inc. (a PA corp.)', 'Blue Cross Blue Shield of Illinois']"
"Story, IA",3,"['UnitedHealthcare of the Midlands, Inc.', 'Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company']"
"Gallia, OH",6,"['CareSource', 'Medical Health Insuring Corp. of Ohio', 'All Savers Insurance Company', 'UnitedHealthcare of Ohio, Inc.', 'Community Insurance Company(Anthem BCBS)', 'Aetna Life Insurance Company']"
"Refugio, TX",3,"['CHRISTUS Health Plan', 'Blue Cross Blue Shield of Texas', 'Humana Health Plan of Texas, Inc.']"
"Union, TN",3,"['BlueCross BlueShield of Tennessee', 'Humana Insurance Company', 'UnitedHealthcare Insurance Company']"
"Tucker, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Cocke, TN",3,"['Humana Insurance Company', 'UnitedHealthcare Insurance Company', 'BlueCross BlueShield of Tennessee']"
"Hudspeth, TX",1,['Blue Cross Blue Shield of Texas']
"Hardin, TX",4,"['Aetna Life Insurance Company', 'CHRISTUS Health Plan', 'Humana Health Plan of Texas, Inc.', 'Blue Cross Blue Shield of Texas']"
"Luce, MI",1,['Blue Cross Blue Shield of Michigan Mutual Insurance Company']
"Summit, OH",9,"['UnitedHealthcare of Ohio, Inc.', 'Community Insurance Company(Anthem BCBS)', 'Buckeye Community Health Plan', 'CareSource', 'Summa Insurance Company, Inc.', 'Medical Health Insuring Corp. of Ohio', 'All Savers Insurance Company', 'Aetna Life Insurance Company', 'HealthSpan Integrated Care']"
"Forsyth, GA",8,"['Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Alliant Health Plans', 'Ambetter of Peach State Inc.', 'Harken Health Insurance Company', 'Aetna Health Inc. (a GA corp.)', 'Kaiser Foundation Health Plan of Georgia', 'UnitedHealthcare of Georgia, Inc.']"
"Harris, GA",5,"['UnitedHealthcare of Georgia, Inc.', 'Ambetter of Peach State Inc.', 'Humana Employers Health Plan of Georgia, Inc.', 'Aetna Health Inc. (a GA corp.)', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Lackawanna, PA",4,"['First Priority Life Insurance Company, Inc.', 'Geisinger Quality Options', 'Geisinger Health Plan', 'Aetna Health Inc. (a PA corp.)']"
"Quitman, MS",2,"['Ambetter of Magnolia Inc.', 'UnitedHealthcare of Mississippi, Inc.']"
"Ramsey, ND",3,"['Sanford Health Plan', 'Blue Cross Blue Shield of North Dakota', 'Medica Health Plans']"
"Josephine, OR",6,"['PacificSource Health Plans', 'Moda Health Plan, Inc.', 'ATRIO Health Plans', 'BridgeSpan Health Company', 'Providence Health Plan', 'LifeWise Health Plan of Oregon']"
"Carroll, MO",3,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas City', 'All Savers Insurance Company']"
"Le Flore, OK",2,"['UnitedHealthcare of Oklahoma, Inc.', 'Blue Cross Blue Shield of Oklahoma']"
"Carroll, MS",2,"['UnitedHealthcare of Mississippi, Inc.', 'Humana Insurance Company']"
"Adams, WI",6,"['WPS Health Plan, Inc.', 'Security Health Plan of Wisconsin, Inc.', 'Unity Health Plans Insurance Corporation', 'All Savers Insurance Company', 'Group Health Cooperative- SCW', 'Dean Health Plan']"
"Delaware, PA",4,"['UnitedHealthcare of Pennsylvania, Inc.', 'Aetna Health Inc. (a PA corp.)', 'Keystone Health Plan East, Inc', 'Independence Blue Cross (QCC Ins. Co.)']"
"Musselshell, MT",3,"['Montana Health Cooperative', 'PacificSource Health Plans', 'Blue Cross and Blue Shield of Montana']"
"Ashland, OH",7,"['Summa Insurance Company, Inc.', 'Community Insurance Company(Anthem BCBS)', 'Medical Health Insuring Corp. of Ohio', 'CareSource', 'Paramount Insurance Company', 'All Savers Insurance Company', 'UnitedHealthcare of Ohio, Inc.']"
"Floyd, GA",5,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Alliant Health Plans', 'Humana Employers Health Plan of Georgia, Inc.', 'Cigna Health and Life Insurance Company', 'UnitedHealthcare of Georgia, Inc.']"
"Allendale, SC",2,"['Blue Cross and Blue Shield of South Carolina', 'BlueChoice HealthPlan of South Carolina, Inc.']"
"Honolulu, HI",2,"['Kaiser Foundation Health Plan, Inc.', 'Hawaii Medical Service Association']"
"Garza, TX",2,"['Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans']"
"Cannon, TN",2,"['BlueCross BlueShield of Tennessee', 'UnitedHealthcare Insurance Company']"
"Hendry, FL",3,"['Blue Cross and Blue Shield of Florida', 'UnitedHealthcare of Florida, Inc.', 'Health Options, Inc.']"
"Clay, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.', 'UnitedHealthcare of the Midwest, Inc.']"
"Johnson, IA",3,"['Aetna Health Inc. (a IA corp.)', 'UnitedHealthcare of the Midlands, Inc.', 'Medica Insurance Company']"
"Hansford, TX",2,"['Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans']"
"Doddridge, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Miner, SD",2,"['Avera Health Plans, Inc.', 'Sanford Health Plan']"
"Wayne, UT",1,['SelectHealth']
"Johnson, IL",3,"['Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.', 'Coventry Health Care of Illinois, Inc.']"
"Bristol Bay, AK",2,"['Moda Health Plan, Inc.', 'Premera Blue Cross Blue Shield of Alaska']"
"Amite, MS",3,"['Ambetter of Magnolia Inc.', 'Humana Insurance Company', 'UnitedHealthcare of Mississippi, Inc.']"
"Covington city, VA",2,"['Optima Health Plan', 'HealthKeepers, Inc.']"
"Castro, TX",2,"['SHA, LLC DBA FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Decatur, TN",2,"['UnitedHealthcare Insurance Company', 'BlueCross BlueShield of Tennessee']"
"Atoka, OK",2,"['Blue Cross Blue Shield of Oklahoma', 'UnitedHealthcare of Oklahoma, Inc.']"
"Fluvanna, VA",3,"['HealthKeepers, Inc.', 'Coventry Health Care of Virginia, Inc', 'Optima Health Plan']"
"Woodruff, AR",5,"['Celtic Insurance Company', 'UnitedHealthcare of Arkansas, Inc.', 'QualChoice Life & Health Insurance Company, Inc.', 'QCA Health Plan, Inc.', 'USAble Mutual Insurance Company']"
"Morehouse, LA",4,"['HMO Louisiana, Inc.', 'UnitedHealthcare of Louisiana, Inc.', 'Vantage Health Plan, Inc.', 'Louisiana Health Service & Indemnity Company']"
"Searcy, AR",5,"['Celtic Insurance Company', 'UnitedHealthcare of Arkansas, Inc.', 'QualChoice Life & Health Insurance Company, Inc.', 'QCA Health Plan, Inc.', 'USAble Mutual Insurance Company']"
"Pitt, NC",1,['Blue Cross and Blue Shield of NC']
"Calhoun, MI",6,"['Blue Care Network of Michigan', 'UnitedHealthcare Community Plan, Inc.', 'Priority Health', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Meridian Health Plan of Michigan, Inc.', 'Priority Health Insurance Company (PHIC)']"
"Henry, MO",3,"['All Savers Insurance Company', 'Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas City']"
"Rains, TX",1,['Blue Cross Blue Shield of Texas']
"Clay, AR",5,"['UnitedHealthcare of Arkansas, Inc.', 'Celtic Insurance Company', 'USAble Mutual Insurance Company', 'QCA Health Plan, Inc.', 'QualChoice Life & Health Insurance Company, Inc.']"
"Grant, SD",2,"['Avera Health Plans, Inc.', 'Sanford Health Plan']"
"Cullman, AL",2,"['Blue Cross and Blue Shield of Alabama', 'UnitedHealthcare of Alabama, Inc.']"
"Llano, TX",5,"['Scott and White Health Plan', 'Insurance Company of Scott & White', 'Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans', 'Aetna Life Insurance Company']"
"Ross, OH",6,"['All Savers Insurance Company', 'UnitedHealthcare of Ohio, Inc.', 'Community Insurance Company(Anthem BCBS)', 'MOLINA HEALTHCARE OF OHIO', 'CareSource', 'Medical Health Insuring Corp. of Ohio']"
"Fayette, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Scotland, NC",2,"['UnitedHealthcare of North Carolina, Inc', 'Blue Cross and Blue Shield of NC']"
"Conecuh, AL",2,"['Blue Cross and Blue Shield of Alabama', 'UnitedHealthcare of Alabama, Inc.']"
"Crosby, TX",3,"['SHA, LLC DBA FirstCare Health Plans', 'All Savers Insurance Company', 'Blue Cross Blue Shield of Texas']"
"Overton, TN",2,"['BlueCross BlueShield of Tennessee', 'UnitedHealthcare Insurance Company']"
"Kenai Peninsula, AK",2,"['Premera Blue Cross Blue Shield of Alaska', 'Moda Health Plan, Inc.']"
"Buffalo, NE",4,"['UnitedHealthcare of the Midlands, Inc.', 'Medica Insurance Company', 'Coventry Health Care of Nebraska Inc.', 'Blue Cross and Blue Shield of Nebraska']"
"Dickey, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan', 'Medica Health Plans']"
"Wayne, TN",2,"['BlueCross BlueShield of Tennessee', 'UnitedHealthcare Insurance Company']"
"Swain, NC",2,"['UnitedHealthcare of North Carolina, Inc', 'Blue Cross and Blue Shield of NC']"
"Coahoma, MS",2,"['UnitedHealthcare of Mississippi, Inc.', 'Ambetter of Magnolia Inc.']"
"New Kent, VA",4,"['Optima Health Plan', 'HealthKeepers, Inc.', 'Coventry Health Care of Virginia, Inc', 'UnitedHealthcare of the Mid-Atlantic Inc']"
"Cochran, TX",2,"['SHA, LLC DBA FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Johnson, GA",3,"['Humana Employers Health Plan of Georgia, Inc.', 'UnitedHealthcare of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Oglethorpe, GA",4,"['UnitedHealthcare of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Humana Employers Health Plan of Georgia, Inc.', 'Aetna Health Inc. (a GA corp.)']"
"Morgan, AL",3,"['UnitedHealthcare of Alabama, Inc.', 'Humana Insurance Company', 'Blue Cross and Blue Shield of Alabama']"
"Craig, OK",2,"['UnitedHealthcare of Oklahoma, Inc.', 'Blue Cross Blue Shield of Oklahoma']"
"Clay, TN",2,"['UnitedHealthcare Insurance Company', 'BlueCross BlueShield of Tennessee']"
"Stewart, GA",4,"['UnitedHealthcare of Georgia, Inc.', 'Aetna Health Inc. (a GA corp.)', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Humana Employers Health Plan of Georgia, Inc.']"
"Big Horn, MT",3,"['Blue Cross and Blue Shield of Montana', 'Montana Health Cooperative', 'PacificSource Health Plans']"
"Hampton, SC",2,"['Blue Cross and Blue Shield of South Carolina', 'BlueChoice HealthPlan of South Carolina, Inc.']"
"Atlantic, NJ",5,"['AmeriHealth HMO, Inc.', 'AmeriHealth Ins Company of New Jersey', 'Freelancers CO-OP of New Jersey, Inc.', 'Horizon Healthcare Services, Inc.', 'Oxford Health Plans (NJ), Inc.']"
"Lincoln, TN",2,"['UnitedHealthcare Insurance Company', 'BlueCross BlueShield of Tennessee']"
"Jeff Davis, GA",4,"['Humana Employers Health Plan of Georgia, Inc.', 'Aetna Health Inc. (a GA corp.)', 'UnitedHealthcare of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Towns, GA",3,"['Alliant Health Plans', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'UnitedHealthcare of Georgia, Inc.']"
"Lee, VA",2,"['Optima Health Plan', 'HealthKeepers, Inc.']"
"Sharp, AR",5,"['QualChoice Life & Health Insurance Company, Inc.', 'USAble Mutual Insurance Company', 'UnitedHealthcare of Arkansas, Inc.', 'QCA Health Plan, Inc.', 'Celtic Insurance Company']"
"Edwards, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'UnitedHealthcare of the Midwest, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Hill, MT",3,"['PacificSource Health Plans', 'Blue Cross and Blue Shield of Montana', 'Montana Health Cooperative']"
"Bowie, TX",2,"['CHRISTUS Health Plan', 'Blue Cross Blue Shield of Texas']"
"Lanier, GA",3,"['Aetna Health Inc. (a GA corp.)', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'UnitedHealthcare of Georgia, Inc.']"
"Harrison, TX",2,"['Blue Cross Blue Shield of Texas', 'All Savers Insurance Company']"
"St. Clair, MO",3,"['Blue Cross and Blue Shield of Kansas City', 'Coventry Health and Life', 'All Savers Insurance Company']"
"Wyandot, OH",5,"['All Savers Insurance Company', 'Paramount Insurance Company', 'Community Insurance Company(Anthem BCBS)', 'Medical Health Insuring Corp. of Ohio', 'UnitedHealthcare of Ohio, Inc.']"
"St. Clair, MI",7,"['Priority Health Insurance Company (PHIC)', 'McLaren Health Plan Community', 'Health Alliance Plan (HAP)', 'Priority Health', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Blue Care Network of Michigan', 'Alliance Health and Life Insurance Company']"
"Knox, MO",3,"['All Savers Insurance Company', 'Coventry Health & Life Insurance Co.', 'Healthy Alliance Life Co(Anthem BCBS)']"
"King and Queen, VA",3,"['Aetna Life Insurance Company', 'HealthKeepers, Inc.', 'Optima Health Plan']"
"Pulaski, GA",3,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'UnitedHealthcare of Georgia, Inc.', 'Aetna Health Inc. (a GA corp.)']"
"Love, OK",2,"['UnitedHealthcare of Oklahoma, Inc.', 'Blue Cross Blue Shield of Oklahoma']"
"Spink, SD",2,"['Avera Health Plans, Inc.', 'Sanford Health Plan']"
"Knox, ME",2,"['Harvard Pilgrim  Health Care Inc.', 'Anthem Health Plans of ME(Anthem BCBS)']"
"Griggs, ND",3,"['Sanford Health Plan', 'Blue Cross Blue Shield of North Dakota', 'Medica Health Plans']"
"Door, WI",6,"['Dean Health Plan', 'WPS Health Plan, Inc.', 'Common Ground Healthcare Cooperative', 'Compcare Health Serv Ins Co(Anthem BCBS)', 'All Savers Insurance Company', 'Molina Healthcare of Wisconsin, Inc.']"
"Edgar, IL",3,"['Coventry Health Care of Illinois, Inc.', 'Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois']"
"Pondera, MT",3,"['Montana Health Cooperative', 'Blue Cross and Blue Shield of Montana', 'PacificSource Health Plans']"
"Muskegon, MI",4,"['Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Priority Health Insurance Company (PHIC)', 'Blue Care Network of Michigan', 'Priority Health']"
"Telfair, GA",2,"['UnitedHealthcare of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Fillmore, NE",4,"['Medica Insurance Company', 'Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.', 'UnitedHealthcare of the Midlands, Inc.']"
"Clarion, PA",3,"['UPMC Health Options, Inc.', 'Highmark Health Insurance Company', 'Aetna Health Inc. (a PA corp.)']"
"Wheatland, MT",3,"['Blue Cross and Blue Shield of Montana', 'Montana Health Cooperative', 'PacificSource Health Plans']"
"Charleston, SC",3,"['Aetna Health Inc. (a PA corp.)', 'Blue Cross and Blue Shield of South Carolina', 'BlueChoice HealthPlan of South Carolina, Inc.']"
"Montgomery, VA",3,"['Aetna Life Insurance Company', 'Optima Health Plan', 'HealthKeepers, Inc.']"
"Lauderdale, AL",2,"['Blue Cross and Blue Shield of Alabama', 'UnitedHealthcare of Alabama, Inc.']"
"Lucas, OH",11,"['Aetna Life Insurance Company', 'Paramount Insurance Company', 'Community Insurance Company(Anthem BCBS)', 'Consumers Life Insurance Company', 'Buckeye Community Health Plan', 'MOLINA HEALTHCARE OF OHIO', 'CareSource', 'All Savers Insurance Company', 'HealthSpan', 'UnitedHealthcare of Ohio, Inc.', 'Medical Health Insuring Corp. of Ohio']"
"Franklin, KS",3,"['UnitedHealthcare of the Midwest, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.']"
"Reynolds, MO",3,"['Healthy Alliance Life Co(Anthem BCBS)', 'Coventry Health & Life Insurance Co.', 'All Savers Insurance Company']"
"Wallace, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'UnitedHealthcare of the Midwest, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.']"
"Douglas, IL",3,"['Coventry Health Care of Illinois, Inc.', 'Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.']"
"Hancock, TN",3,"['BlueCross BlueShield of Tennessee', 'Cigna Health and Life Insurance Company', 'UnitedHealthcare Insurance Company']"
"Blount, AL",3,"['Blue Cross and Blue Shield of Alabama', 'UnitedHealthcare of Alabama, Inc.', 'Humana Insurance Company']"
"Monroe, MS",2,"['Ambetter of Magnolia Inc.', 'UnitedHealthcare of Mississippi, Inc.']"
"Essex, NJ",6,"['Oxford Health Plans (NJ), Inc.', 'Horizon Healthcare Services, Inc.', 'AmeriHealth HMO, Inc.', 'Freelancers CO-OP of New Jersey, Inc.', 'Oscar Insurance Corporation of New Jersey', 'AmeriHealth Ins Company of New Jersey']"
"Torrance, NM",4,"['Presbyterian Health Plan, Inc.', 'New Mexico Health Connections', 'CHRISTUS Health Plan', 'Molina Health Care of New Mexico, Inc.']"
"Yazoo, MS",2,"['UnitedHealthcare of Mississippi, Inc.', 'Ambetter of Magnolia Inc.']"
"Lyon, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'UnitedHealthcare of the Midwest, Inc.']"
"Jones, MS",3,"['Ambetter of Magnolia Inc.', 'UnitedHealthcare of Mississippi, Inc.', 'Humana Insurance Company']"
"Sherman, NE",4,"['UnitedHealthcare of the Midlands, Inc.', 'Medica Insurance Company', 'Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.']"
"Monroe, MO",3,"['Healthy Alliance Life Co(Anthem BCBS)', 'Coventry Health & Life Insurance Co.', 'All Savers Insurance Company']"
"Gregg, TX",2,"['Blue Cross Blue Shield of Texas', 'All Savers Insurance Company']"
