County,Number of Issuers,Issuers
"Floyd, GA",5,"['Humana, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia', 'Cigna Healthcare', 'Alliant Health Plans', 'UnitedHealthcare']"
"Allendale, SC",3,"['BlueChoice HealthPlan', ""Consumers' Choice Health Plan"", 'BlueCross BlueShield of South Carolina']"
"Garza, TX",2,"['FirstCare Health Plans', 'Blue Cross and Blue Shield of Texas']"
"Cannon, TN",1,['BlueCross BlueShield of Tennessee']
"Hendry, FL",3,"['UnitedHealthcare', 'Florida Blue HMO (a BlueCross BlueShield FL company)', 'Florida Blue (BlueCross BlueShield FL)']"
"Clay, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Johnson, IA",1,['Coventry Health Care of Iowa Inc.']
"Hansford, TX",2,"['Blue Cross and Blue Shield of Texas', 'FirstCare Health Plans']"
"Doddridge, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Miner, SD",3,"['Avera Health Plans, Inc.', 'Sanford Health Plan', 'DAKOTACARE']"
"Wayne, UT",4,"['Arches Health Plan', 'Altius Health Plans Inc.', 'SelectHealth', 'BridgeSpan Health Company']"
"Johnson, IL",4,"['Health Alliance Medical Plans, Inc.', 'Coventry Health Care', 'Land of Lincoln Mutual Health Insurance Company', 'Blue Cross and Blue Shield of Illinois']"
"Bristol Bay, AK",2,"['Moda Health', 'Premera Blue Cross Blue Shield of Alaska']"
"Amite, MS",2,"['Humana, Inc.', 'UnitedHealthcare']"
"Covington city, VA",2,"['Optima Health', 'HealthKeepers, Inc.']"
"Castro, TX",2,"['Blue Cross and Blue Shield of Texas', 'FirstCare Health Plans']"
"Decatur, TN",1,['BlueCross BlueShield of Tennessee']
"Atoka, OK",1,['Blue Cross and Blue Shield of Oklahoma']
"Fluvanna, VA",3,"['HealthKeepers, Inc.', 'Coventry Health Care of Virginia, Inc', 'Optima Health']"
"Woodruff, AR",4,"['Arkansas Blue Cross and Blue Shield', 'Ambetter of Arkansas', 'QualChoice Health Insurance', 'QC Life and Health']"
"Morehouse, LA",3,"['UnitedHealthcare', 'Blue Cross Blue Shield of Louisiana', 'Vantage Health Plan']"
"Searcy, AR",4,"['Ambetter of Arkansas', 'QualChoice Health Insurance', 'QC Life and Health', 'Arkansas Blue Cross and Blue Shield']"
"Pitt, NC",1,['Blue Cross and Blue Shield of NC']
"Calhoun, MI",5,"['Meridian Choice: Your Connection to Bronson Healthcare', 'Consumers Mutual Insurance of Michigan', 'Blue Care Network of Michigan', 'Blue Cross Blue Shield of Michigan', 'Priority Health']"
"Henry, MO",2,"['Blue Cross and Blue Shield of Kansas City', 'Coventry Health and Life']"
"Rains, TX",1,['Blue Cross and Blue Shield of Texas']
"Clay, AR",4,"['Arkansas Blue Cross and Blue Shield', 'QualChoice Health Insurance', 'Ambetter of Arkansas', 'QC Life and Health']"
"Grant, SD",3,"['Avera Health Plans, Inc.', 'DAKOTACARE', 'Sanford Health Plan']"
"Cullman, AL",2,"['Blue Cross and Blue Shield of Alabama', 'UnitedHealthcare']"
"Llano, TX",4,"['Aetna', 'Blue Cross and Blue Shield of Texas', 'FirstCare Health Plans', 'Scott and White Health Plan']"
"Ross, OH",5,"['MedMutual', 'Anthem Blue Cross and Blue Shield', 'Molina Marketplace', 'InHealth Mutual', 'CareSource']"
"Fayette, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Scotland, NC",2,"['UnitedHealthcare', 'Blue Cross and Blue Shield of NC']"
"Conecuh, AL",2,"['UnitedHealthcare', 'Blue Cross and Blue Shield of Alabama']"
"Crosby, TX",2,"['FirstCare Health Plans', 'Blue Cross and Blue Shield of Texas']"
"Overton, TN",1,['BlueCross BlueShield of Tennessee']
"Kenai Peninsula, AK",2,"['Moda Health', 'Premera Blue Cross Blue Shield of Alaska']"
"Buffalo, NE",2,"['Coventry Health Care of Nebraska Inc.', 'Blue Cross and Blue Shield of Nebraska']"
"Dickey, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan', 'Medica']"
"Wayne, TN",1,['BlueCross BlueShield of Tennessee']
"Swain, NC",2,"['UnitedHealthcare', 'Blue Cross and Blue Shield of NC']"
"Coahoma, MS",2,"['Ambetter from Magnolia Health', 'UnitedHealthcare']"
"New Kent, VA",3,"['HealthKeepers, Inc.', 'Coventry Health Care of Virginia, Inc', 'Optima Health']"
"Cochran, TX",2,"['Blue Cross and Blue Shield of Texas', 'FirstCare Health Plans']"
"Johnson, GA",3,"['Blue Cross Blue Shield Healthcare Plan of Georgia', 'Humana, Inc.', 'UnitedHealthcare']"
"Oglethorpe, GA",3,"['UnitedHealthcare', 'Humana, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia']"
"Morgan, AL",2,"['Blue Cross and Blue Shield of Alabama', 'UnitedHealthcare']"
"Craig, OK",2,"['GlobalHealth', 'Blue Cross and Blue Shield of Oklahoma']"
"Clay, TN",1,['BlueCross BlueShield of Tennessee']
"Stewart, GA",4,"['Humana, Inc.', 'Coventry Health Care of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia', 'UnitedHealthcare']"
"Big Horn, MT",3,"['Blue Cross and Blue Shield of Montana', 'Montana Health CO-OP', 'PacificSource Health Plans']"
"Hampton, SC",3,"['BlueCross BlueShield of South Carolina', ""Consumers' Choice Health Plan"", 'BlueChoice HealthPlan']"
"Atlantic, NJ",4,"['AmeriHealth New Jersey', 'Horizon Blue Cross Blue Shield of New Jersey', 'UnitedHealthcare Oxford', 'Health Republic Insurance of New Jersey']"
"Lincoln, TN",1,['BlueCross BlueShield of Tennessee']
"Jeff Davis, GA",2,"['Blue Cross Blue Shield Healthcare Plan of Georgia', 'UnitedHealthcare']"
"Towns, GA",3,"['UnitedHealthcare', 'Alliant Health Plans', 'Blue Cross Blue Shield Healthcare Plan of Georgia']"
"Lee, VA",2,"['Optima Health', 'HealthKeepers, Inc.']"
"Sharp, AR",4,"['QualChoice Health Insurance', 'Ambetter of Arkansas', 'QC Life and Health', 'Arkansas Blue Cross and Blue Shield']"
"Edwards, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Hill, MT",3,"['PacificSource Health Plans', 'Blue Cross and Blue Shield of Montana', 'Montana Health CO-OP']"
"Bowie, TX",1,['Blue Cross and Blue Shield of Texas']
"Lanier, GA",3,"['Blue Cross Blue Shield Healthcare Plan of Georgia', 'Coventry Health Care of Georgia, Inc.', 'UnitedHealthcare']"
"Harrison, TX",1,['Blue Cross and Blue Shield of Texas']
"St. Clair, MO",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas City']"
"Wyandot, OH",4,"['MedMutual', 'Paramount Insurance Company', 'Anthem Blue Cross and Blue Shield', 'InHealth Mutual']"
"St. Clair, MI",6,"['HAP', 'Blue Care Network of Michigan', 'Priority Health', 'Consumers Mutual Insurance of Michigan', 'McLaren Health Plan', 'Blue Cross Blue Shield of Michigan']"
"Knox, MO",2,"['Coventry Health Care', 'Anthem Blue Cross and Blue Shield']"
"King and Queen, VA",3,"['Aetna Life Insurance Company', 'Optima Health', 'HealthKeepers, Inc.']"
"Pulaski, GA",2,"['Blue Cross Blue Shield Healthcare Plan of Georgia', 'UnitedHealthcare']"
"Love, OK",2,"['Blue Cross and Blue Shield of Oklahoma', 'GlobalHealth']"
"Spink, SD",3,"['Avera Health Plans, Inc.', 'Sanford Health Plan', 'DAKOTACARE']"
"Knox, ME",3,"['Harvard Pilgrim  Health Care Inc.', 'Maine Community Health Options', 'Anthem Blue Cross and Blue Shield']"
"Griggs, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan', 'Medica']"
"Door, WI",6,"['Dean Health Plan', 'UnitedHealthcare', 'Common Ground Healthcare Cooperative', 'Arise Health Plan', 'Anthem Blue Cross and Blue Shield', 'Molina Marketplace']"
"Edgar, IL",4,"['Health Alliance Medical Plans, Inc.', 'Coventry Health Care', 'Blue Cross and Blue Shield of Illinois', 'Land of Lincoln Mutual Health Insurance Company']"
"Pondera, MT",3,"['Montana Health CO-OP', 'Blue Cross and Blue Shield of Montana', 'PacificSource Health Plans']"
"Muskegon, MI",4,"['Consumers Mutual Insurance of Michigan', 'Blue Cross Blue Shield of Michigan', 'Blue Care Network of Michigan', 'Priority Health']"
"Telfair, GA",2,"['Blue Cross Blue Shield Healthcare Plan of Georgia', 'UnitedHealthcare']"
"Fillmore, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.']"
"Clarion, PA",4,"['UPMC Health Options, Inc.', 'HealthAmerica Pennsylvania, Inc.', 'Highmark Health Insurance Company', 'Highmark Inc.']"
"Wheatland, MT",3,"['Blue Cross and Blue Shield of Montana', 'Montana Health CO-OP', 'PacificSource Health Plans']"
"Charleston, SC",4,"['BlueChoice HealthPlan', 'Coventry Health Care of the Carolinas, Inc.', ""Consumers' Choice Health Plan"", 'BlueCross BlueShield of South Carolina']"
"Montgomery, VA",3,"['Aetna Life Insurance Company', 'HealthKeepers, Inc.', 'Optima Health']"
"Lauderdale, AL",2,"['UnitedHealthcare', 'Blue Cross and Blue Shield of Alabama']"
"Lucas, OH",10,"['Paramount Insurance Company', 'UnitedHealthcare', 'CareSource', 'Aetna', 'Anthem Blue Cross and Blue Shield', 'InHealth Mutual', 'Molina Marketplace', 'HealthSpan', 'Ambetter from Buckeye Health Plan', 'MedMutual']"
"Franklin, KS",3,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.']"
"Reynolds, MO",2,"['Anthem Blue Cross and Blue Shield', 'Coventry Health Care']"
"Wallace, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'Coventry Health and Life', 'BlueCross BlueShield Kansas Solutions, Inc.']"
"Douglas, IL",4,"['Coventry Health Care', 'Health Alliance Medical Plans, Inc.', 'Blue Cross and Blue Shield of Illinois', 'Land of Lincoln Mutual Health Insurance Company']"
"Hancock, TN",1,['BlueCross BlueShield of Tennessee']
"Blount, AL",2,"['UnitedHealthcare', 'Blue Cross and Blue Shield of Alabama']"
"Monroe, MS",2,"['Ambetter from Magnolia Health', 'UnitedHealthcare']"
"Essex, NJ",5,"['UnitedHealthcare Oxford', 'Health Republic Insurance of New Jersey', 'Horizon Blue Cross Blue Shield of New Jersey', 'Oscar', 'AmeriHealth New Jersey']"
"Torrance, NM",5,"['Blue Cross and Blue Shield of New Mexico', 'CHRISTUS Health Plan NM', 'New Mexico Health Connections', 'Presbyterian Health Plan', 'Molina Health Care of New Mexico, Inc.']"
"Yazoo, MS",2,"['UnitedHealthcare', 'Ambetter from Magnolia Health']"
"Lyon, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'Coventry Health and Life', 'BlueCross BlueShield Kansas Solutions, Inc.']"
"Jones, MS",2,"['UnitedHealthcare', 'Humana, Inc.']"
"Sherman, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.']"
"Monroe, MO",3,"['Coventry Health Care', 'Anthem Blue Cross and Blue Shield', 'UnitedHealthcare']"
"Gregg, TX",1,['Blue Cross and Blue Shield of Texas']
"Sioux, IA",2,"['Avera Health Plans, Inc.', 'Coventry Health Care of Iowa Inc.']"
"Mitchell, GA",2,"['Blue Cross Blue Shield Healthcare Plan of Georgia', 'UnitedHealthcare']"
"Crawford, PA",4,"['UPMC Health Options, Inc.', 'Highmark Inc.', 'Highmark Health Insurance Company', 'HealthAmerica Pennsylvania, Inc.']"
"Northumberland, PA",7,"['Highmark Inc.', 'Geisinger Health Plan', 'HealthAmerica Pennsylvania, Inc.', 'Keystone Health Plan Central, A Capital BlueCross Company', 'Geisinger Choice', 'Capital BlueCross', 'Highmark Health Insurance Company']"
"Wabaunsee, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Calhoun, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Ashley, AR",4,"['Arkansas Blue Cross and Blue Shield', 'QC Life and Health', 'QualChoice Health Insurance', 'Ambetter of Arkansas']"
"Wakulla, FL",2,"['UnitedHealthcare', 'Florida Blue (BlueCross BlueShield FL)']"
"Hardeman, TN",1,['BlueCross BlueShield of Tennessee']
"Hemphill, TX",2,"['Blue Cross and Blue Shield of Texas', 'FirstCare Health Plans']"
"Hardeman, TX",1,['Blue Cross and Blue Shield of Texas']
"Fulton, GA",7,"['Blue Cross Blue Shield Healthcare Plan of Georgia', 'Ambetter from Peach State Health Plan', 'Kaiser Permanente', 'Cigna Healthcare', 'UnitedHealthcare', 'Humana, Inc.', 'Coventry Health Care of Georgia, Inc.']"
"Crawford, IA",1,['Coventry Health Care of Iowa Inc.']
"Crawford, IN",3,"['MDwise Marketplace', 'UnitedHealthcare', 'Anthem Blue Cross and Blue Shield']"
"Sumter, FL",4,"['Cigna Healthcare', 'UnitedHealthcare', 'Florida Blue (BlueCross BlueShield FL)', 'Florida Blue HMO (a BlueCross BlueShield FL company)']"
"Crawford, IL",4,"['Land of Lincoln Mutual Health Insurance Company', 'Health Alliance Medical Plans, Inc.', 'Coventry Health Care', 'Blue Cross and Blue Shield of Illinois']"
"Emmet, IA",2,"['Avera Health Plans, Inc.', 'Coventry Health Care of Iowa Inc.']"
"Sterling, TX",2,"['Blue Cross and Blue Shield of Texas', 'Scott and White Health Plan']"
"Waller, TX",5,"['Aetna', 'Cigna Healthcare', 'Scott and White Health Plan', 'Community Health Choice', 'Blue Cross and Blue Shield of Texas']"
"Cherokee, TX",1,['Blue Cross and Blue Shield of Texas']
"McDonald, MO",2,"['Anthem Blue Cross and Blue Shield', 'Coventry Health and Life']"
"Osborne, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'Coventry Health and Life', 'BlueCross BlueShield Kansas Solutions, Inc.']"
"Pike, AL",2,"['UnitedHealthcare', 'Blue Cross and Blue Shield of Alabama']"
"Gasconade, MO",3,"['Coventry Health Care', 'Anthem Blue Cross and Blue Shield', 'UnitedHealthcare']"
"Pocahontas, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Pike, AR",4,"['QualChoice Health Insurance', 'QC Life and Health', 'Arkansas Blue Cross and Blue Shield', 'Ambetter of Arkansas']"
"Adair, IA",1,['Coventry Health Care of Iowa Inc.']
"Limestone, TX",4,"['FirstCare Health Plans', 'Aetna', 'Scott and White Health Plan', 'Blue Cross and Blue Shield of Texas']"
"Jo Daviess, IL",4,"['Blue Cross and Blue Shield of Illinois', 'Coventry Health Care', 'Land of Lincoln Mutual Health Insurance Company', 'Health Alliance Medical Plans, Inc.']"
"Laramie, WY",2,"['Blue Cross Blue Shield of Wyoming', 'WINhealth Partners']"
"Bryan, OK",1,['Blue Cross and Blue Shield of Oklahoma']
"Seminole, OK",2,"['Blue Cross and Blue Shield of Oklahoma', 'GlobalHealth']"
"Chambers, TX",4,"['Aetna', 'Cigna Healthcare', 'Community Health Choice', 'Blue Cross and Blue Shield of Texas']"
"Glascock, GA",3,"['UnitedHealthcare', 'Blue Cross Blue Shield Healthcare Plan of Georgia', 'Humana, Inc.']"
"Hamilton, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.']"
"Rock, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.']"
"Wyandotte, KS",2,"['Blue Cross and Blue Shield of Kansas City', 'Coventry Health and Life']"
"Adams, PA",7,"['Capital BlueCross', 'HealthAmerica Pennsylvania, Inc.', 'Highmark Health Insurance Company', 'Highmark Inc.', 'Geisinger Choice', 'Geisinger Health Plan', 'Keystone Health Plan Central, A Capital BlueCross Company']"
"Clarke, AL",2,"['UnitedHealthcare', 'Blue Cross and Blue Shield of Alabama']"
"Alexander, NC",3,"['Coventry Health Care of the Carolinas, Inc.', 'UnitedHealthcare', 'Blue Cross and Blue Shield of NC']"
"Callaway, MO",3,"['Anthem Blue Cross and Blue Shield', 'UnitedHealthcare', 'Coventry Health Care']"
"Tishomingo, MS",2,"['UnitedHealthcare', 'Humana, Inc.']"
"Chatham, GA",4,"['Blue Cross Blue Shield Healthcare Plan of Georgia', 'UnitedHealthcare', 'Coventry Health Care of Georgia, Inc.', 'Humana, Inc.']"
"Mecklenburg, NC",3,"['Blue Cross and Blue Shield of NC', 'UnitedHealthcare', 'Coventry Health Care of the Carolinas, Inc.']"
"Habersham, GA",3,"['Alliant Health Plans', 'UnitedHealthcare', 'Blue Cross Blue Shield Healthcare Plan of Georgia']"
"Cameron, LA",3,"['Blue Cross Blue Shield of Louisiana', 'Vantage Health Plan', 'UnitedHealthcare']"
"Dawes, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.']"
"Leavenworth, KS",3,"['Coventry Health and Life', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Henderson, IL",4,"['Health Alliance Medical Plans, Inc.', 'Land of Lincoln Mutual Health Insurance Company', 'Blue Cross and Blue Shield of Illinois', 'Coventry Health Care']"
"Navajo, AZ",7,"['Aetna', 'MERITUS MUTUAL HEALTH PARTNERS', 'United Health One', 'Health Net', 'Health Choice Insurance Co.', 'Cigna Healthcare', 'Blue Cross Blue Shield of Arizona, Inc.']"
"Dade, MO",2,"['Coventry Health and Life', 'Anthem Blue Cross and Blue Shield']"
"Lamb, TX",2,"['Blue Cross and Blue Shield of Texas', 'FirstCare Health Plans']"
"Bossier, LA",4,"['UnitedHealthcare', 'Vantage Health Plan', 'HMO Louisiana', 'Blue Cross Blue Shield of Louisiana']"
"Stafford, KS",3,"['Coventry Health and Life', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Schleicher, TX",2,"['Blue Cross and Blue Shield of Texas', 'Scott and White Health Plan']"
"Hand, SD",3,"['Sanford Health Plan', 'Avera Health Plans, Inc.', 'DAKOTACARE']"
"Choctaw, AL",2,"['Blue Cross and Blue Shield of Alabama', 'UnitedHealthcare']"
"Kingsbury, SD",3,"['Sanford Health Plan', 'DAKOTACARE', 'Avera Health Plans, Inc.']"
"Curry, OR",7,"[""Oregon's Health CO-OP"", 'LifeWise Health Plan of Oregon', 'BridgeSpan Health Company', 'Providence Health Plan', 'PacificSource Health Plans', 'Health Republic', 'Moda Health Plan, Inc.']"
"Rio Arriba, NM",5,"['New Mexico Health Connections', 'Presbyterian Health Plan', 'Molina Health Care of New Mexico, Inc.', 'CHRISTUS Health Plan NM', 'Blue Cross and Blue Shield of New Mexico']"
"Perry, MO",3,"['UnitedHealthcare', 'Coventry Health Care', 'Anthem Blue Cross and Blue Shield']"
"Madison, IL",3,"['Coventry Health Care', 'Blue Cross and Blue Shield of Illinois', 'Land of Lincoln Mutual Health Insurance Company']"
"Wexford, MI",4,"['Blue Cross Blue Shield of Michigan', 'Consumers Mutual Insurance of Michigan', 'Blue Care Network of Michigan', 'Priority Health']"
"Madison, IN",5,"['PHP', 'UnitedHealthcare', 'MDwise Marketplace', 'Ambetter from MHS', 'Anthem Blue Cross and Blue Shield']"
"Decatur, GA",2,"['Blue Cross Blue Shield Healthcare Plan of Georgia', 'UnitedHealthcare']"
"Santa Rosa, FL",4,"['UnitedHealthcare', 'Florida Blue HMO (a BlueCross BlueShield FL company)', 'Florida Blue (BlueCross BlueShield FL)', 'Coventry Health Care of Florida, Inc.']"
"Madison, IA",1,['Coventry Health Care of Iowa Inc.']
"Lincoln, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Dyer, TN",1,['BlueCross BlueShield of Tennessee']
"Florence, SC",4,"['BlueCross BlueShield of South Carolina', 'Coventry Health Care of the Carolinas, Inc.', ""Consumers' Choice Health Plan"", 'BlueChoice HealthPlan']"
"Ottawa, MI",4,"['Priority Health', 'Blue Cross Blue Shield of Michigan', 'Blue Care Network of Michigan', 'Consumers Mutual Insurance of Michigan']"
"Smith, MS",2,"['Humana, Inc.', 'UnitedHealthcare']"
"Erath, TX",4,"['Scott and White Health Plan', 'Cigna Healthcare', 'FirstCare Health Plans', 'Blue Cross and Blue Shield of Texas']"
"Grant, AR",4,"['QualChoice Health Insurance', 'QC Life and Health', 'Arkansas Blue Cross and Blue Shield', 'Ambetter of Arkansas']"
"Lancaster, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.']"
"Clark, MO",2,"['Anthem Blue Cross and Blue Shield', 'Coventry Health Care']"
"Covington, AL",2,"['UnitedHealthcare', 'Blue Cross and Blue Shield of Alabama']"
"Ransom, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Medica', 'Sanford Health Plan']"
"Uinta, WY",2,"['WINhealth Partners', 'Blue Cross Blue Shield of Wyoming']"
"Union, IA",1,['Coventry Health Care of Iowa Inc.']
"Sheboygan, WI",6,"['Molina Marketplace', 'Arise Health Plan', 'Common Ground Healthcare Cooperative', 'UnitedHealthcare', 'Dean Health Plan', 'Anthem Blue Cross and Blue Shield']"
