County,Number of Issuers,Issuers
"Ross, OH",3,"['MedMutual', 'Anthem Blue Cross and Blue Shield', 'MOLINA HEALTHCARE OF OHIO']"
"Fayette, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Scotland, NC",1,['Blue Cross and Blue Shield of NC']
"Conecuh, AL",1,['Blue Cross and Blue Shield of Alabama']
"Crosby, TX",2,"['FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Overton, TN",1,['BlueCross BlueShield of Tennessee']
"Kenai Peninsula, AK",2,"['Premera Blue Cross Blue Shield of Alaska', 'Moda Health Plan, Inc.']"
"Buffalo, NE",3,"['CoOportunity Health', 'Coventry Health Care of Nebraska Inc.', 'Blue Cross and Blue Shield of Nebraska']"
"Dickey, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan', 'Medica Health Plans']"
"Wayne, TN",2,"['BlueCross BlueShield of Tennessee', 'Community Health Alliance']"
"Swain, NC",1,['Blue Cross and Blue Shield of NC']
"Coahoma, MS",1,['Ambetter from Magnolia Health Plan']
"New Kent, VA",3,"['Optima Health Plan', 'HealthKeepers, Inc.', 'Aetna Life Insurance Company']"
"Cochran, TX",2,"['Blue Cross Blue Shield of Texas', 'FirstCare Health Plans']"
"Johnson, GA",2,"['Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross and Blue Shield of Georgia']"
"Oglethorpe, GA",2,"['Blue Cross and Blue Shield of Georgia', 'Humana Employers Health Plan of Georgia, Inc.']"
"Morgan, AL",1,['Blue Cross and Blue Shield of Alabama']
"Craig, OK",3,"['GlobalHealth', 'Coventry Health and Life', 'Blue Cross Blue Shield of Oklahoma']"
"Clay, TN",1,['BlueCross BlueShield of Tennessee']
"Stewart, GA",2,"['Blue Cross and Blue Shield of Georgia', 'Humana Employers Health Plan of Georgia, Inc.']"
"Big Horn, MT",3,"['Montana Health Cooperative', 'Blue Cross Blue Shield of Montana', 'PacificSource Health Plans']"
"Hampton, SC",3,"['BlueCross BlueShield of South Carolina', 'BlueChoice HealthPlan', ""Consumers' Choice Health Plan""]"
"Atlantic, NJ",3,"['AmeriHealth New Jersey', 'Horizon Blue Cross Blue Shield of New Jersey', 'Health Republic Insurance of New Jersey']"
"Lincoln, TN",2,"['BlueCross BlueShield of Tennessee', 'Community Health Alliance']"
"Jeff Davis, GA",1,['Blue Cross and Blue Shield of Georgia']
"Towns, GA",2,"['Alliant Health Plans', 'Blue Cross and Blue Shield of Georgia']"
"Lee, VA",1,"['HealthKeepers, Inc.']"
"Sharp, AR",2,"['QualChoice Health Insurance', 'Arkansas Blue Cross and Blue Shield']"
"Edwards, KS",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Hill, MT",3,"['Blue Cross Blue Shield of Montana', 'PacificSource Health Plans', 'Montana Health Cooperative']"
"Bowie, TX",1,['Blue Cross Blue Shield of Texas']
"Lanier, GA",1,['Blue Cross and Blue Shield of Georgia']
"Harrison, TX",1,['Blue Cross Blue Shield of Texas']
"St. Clair, MO",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas City']"
"Wyandot, OH",3,"['Paramount Insurance Company', 'MedMutual', 'Anthem Blue Cross and Blue Shield']"
"St. Clair, MI",6,"['HAP', 'Blue Care Network of Michigan', 'Priority Health', 'Consumers Mutual Insurance of Michigan', 'McLaren Health Plan', 'Blue Cross Blue Shield of Michigan']"
"Knox, MO",2,"['Coventry Health Care', 'Anthem Blue Cross and Blue Shield']"
"King and Queen, VA",3,"['Aetna Life Insurance Company', 'HealthKeepers, Inc.', 'Optima Health Plan']"
"Pulaski, GA",1,['Blue Cross and Blue Shield of Georgia']
"Love, OK",3,"['Coventry Health and Life', 'Blue Cross Blue Shield of Oklahoma', 'GlobalHealth']"
"Spink, SD",3,"['Avera Health Plans, Inc.', 'Sanford Health Plan', 'DAKOTACARE']"
"Knox, ME",2,"['Maine Community Health Options', 'Anthem Blue Cross and Blue Shield']"
"Griggs, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan', 'Medica Health Plans']"
"Door, WI",5,"['Dean Health Plan', 'Common Ground Healthcare Cooperative', 'Arise Health Plan', 'Anthem Blue Cross and Blue Shield', 'Molina Healthcare of Wisconsin, Inc.']"
"Edgar, IL",4,"['Coventry Health Care', 'Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois', 'Land of Lincoln Mutual Health Insurance Company']"
"Pondera, MT",3,"['Montana Health Cooperative', 'Blue Cross Blue Shield of Montana', 'PacificSource Health Plans']"
"Muskegon, MI",4,"['Consumers Mutual Insurance of Michigan', 'Blue Cross Blue Shield of Michigan', 'Blue Care Network of Michigan', 'Priority Health']"
"Telfair, GA",1,['Blue Cross and Blue Shield of Georgia']
"Fillmore, NE",3,"['Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.', 'CoOportunity Health']"
"Clarion, PA",4,"['HealthAmerica Pennsylvania, Inc.', 'UPMC Health Plan', 'Highmark Health Insurance Company', 'Highmark Inc.']"
"Wheatland, MT",3,"['Montana Health Cooperative', 'PacificSource Health Plans', 'Blue Cross Blue Shield of Montana']"
"Charleston, SC",4,"['BlueChoice HealthPlan', 'Coventry Health Care of the Carolinas, Inc.', ""Consumers' Choice Health Plan"", 'BlueCross BlueShield of South Carolina']"
"Montgomery, VA",4,"['Aetna Life Insurance Company', 'Optima Health Plan', 'Coventry Health Care of Virginia, Inc', 'HealthKeepers, Inc.']"
"Lauderdale, AL",1,['Blue Cross and Blue Shield of Alabama']
"Lucas, OH",7,"['Paramount Insurance Company', 'MOLINA HEALTHCARE OF OHIO', 'CareSource', 'Anthem Blue Cross and Blue Shield', 'Ambetter from Buckeye Community Health Plan', 'HealthSpan', 'MedMutual']"
"Franklin, KS",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Buchanan, IA",2,"['Coventry Health Care of Iowa Inc.', 'CoOportunity Health']"
"Wallace, KS",2,"['Blue Cross and Blue Shield of Kansas, Inc.', 'Coventry Health and Life']"
"Douglas, IL",4,"['Coventry Health Care', 'Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.', 'Land of Lincoln Mutual Health Insurance Company']"
"Hancock, TN",1,['BlueCross BlueShield of Tennessee']
"Blount, AL",1,['Blue Cross and Blue Shield of Alabama']
"Monroe, MS",1,['Ambetter from Magnolia Health Plan']
"Essex, NJ",3,"['Health Republic Insurance of New Jersey', 'Horizon Blue Cross Blue Shield of New Jersey', 'AmeriHealth New Jersey']"
"Torrance, NM",4,"['New Mexico Health Connections', 'Blue Cross Blue Shield of New Mexico', 'Presbyterian Health Plan', 'Molina Health Care of New Mexico, Inc.']"
"Yazoo, MS",1,['Ambetter from Magnolia Health Plan']
"Lyon, KS",2,"['Blue Cross and Blue Shield of Kansas, Inc.', 'Coventry Health and Life']"
"Jones, MS",1,['Humana Insurance Company']
"Sherman, NE",3,"['Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.', 'CoOportunity Health']"
"Monroe, MO",2,"['Coventry Health Care', 'Anthem Blue Cross and Blue Shield']"
"Gregg, TX",1,['Blue Cross Blue Shield of Texas']
"Sioux, IA",3,"['Avera Health Plans, Inc.', 'CoOportunity Health', 'Coventry Health Care of Iowa Inc.']"
"Mitchell, GA",1,['Blue Cross and Blue Shield of Georgia']
"Crawford, PA",4,"['HealthAmerica Pennsylvania, Inc.', 'Highmark Inc.', 'Highmark Health Insurance Company', 'UPMC Health Plan']"
"Northumberland, PA",7,"['Highmark Inc.', 'Geisinger Health Plan', 'HealthAmerica Pennsylvania, Inc.', 'Keystone Health Plan Central, A Capital BlueCross Company', 'Geisinger Choice', 'Highmark Health Insurance Company', 'Capital BlueCross']"
"Wabaunsee, KS",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Calhoun, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Ashley, AR",1,['Arkansas Blue Cross and Blue Shield']
"Wakulla, FL",1,['Florida Blue (BlueCross BlueShield FL)']
"Hardeman, TN",2,"['BlueCross BlueShield of Tennessee', 'Community Health Alliance']"
"Hemphill, TX",2,"['FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Hardeman, TX",1,['Blue Cross Blue Shield of Texas']
"Fulton, GA",4,"['Ambetter from Peach State Health Plan', 'Kaiser Permanente', 'Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross and Blue Shield of Georgia']"
"Crawford, IA",2,"['CoOportunity Health', 'Coventry Health Care of Iowa Inc.']"
"Crawford, IN",2,"['MDwise Marketplace', 'Anthem Blue Cross and Blue Shield']"
"Sumter, FL",3,"['Cigna Healthcare', 'Florida Blue (BlueCross BlueShield FL)', 'Florida Blue HMO (a BlueCross BlueShield FL company)']"
"Crawford, IL",4,"['Land of Lincoln Mutual Health Insurance Company', 'Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois', 'Coventry Health Care']"
"Emmet, IA",3,"['CoOportunity Health', 'Avera Health Plans, Inc.', 'Coventry Health Care of Iowa Inc.']"
"Sterling, TX",2,"['Blue Cross Blue Shield of Texas', 'Scott and White Health Plan']"
"Waller, TX",5,"['Blue Cross Blue Shield of Texas', 'Aetna', 'Cigna Healthcare', 'Scott and White Health Plan', 'Community Health Choice']"
"Cherokee, TX",1,['Blue Cross Blue Shield of Texas']
"McDonald, MO",2,"['Anthem Blue Cross and Blue Shield', 'Coventry Health and Life']"
"Osborne, KS",2,"['Blue Cross and Blue Shield of Kansas, Inc.', 'Coventry Health and Life']"
"Pike, AL",1,['Blue Cross and Blue Shield of Alabama']
"Gasconade, MO",2,"['Coventry Health Care', 'Anthem Blue Cross and Blue Shield']"
"Pocahontas, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Pike, AR",2,"['QualChoice Health Insurance', 'Arkansas Blue Cross and Blue Shield']"
"Adair, IA",2,"['Coventry Health Care of Iowa Inc.', 'CoOportunity Health']"
"Limestone, TX",4,"['Scott and White Health Plan', 'FirstCare Health Plans', 'Aetna', 'Blue Cross Blue Shield of Texas']"
"Jo Daviess, IL",4,"['Coventry Health Care', 'Blue Cross Blue Shield of Illinois', 'Land of Lincoln Mutual Health Insurance Company', 'Health Alliance Medical Plans, Inc.']"
"Laramie, WY",2,"['WINhealth Partners', 'Blue Cross Blue Shield of Wyoming']"
"Bryan, OK",2,"['Blue Cross Blue Shield of Oklahoma', 'Coventry Health and Life']"
"Seminole, OK",3,"['GlobalHealth', 'Blue Cross Blue Shield of Oklahoma', 'Coventry Health and Life']"
"Chambers, TX",4,"['Blue Cross Blue Shield of Texas', 'Aetna', 'Cigna Healthcare', 'Community Health Choice']"
"Glascock, GA",2,"['Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross and Blue Shield of Georgia']"
"Hamilton, NE",3,"['CoOportunity Health', 'Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.']"
"Rock, NE",3,"['CoOportunity Health', 'Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.']"
"Wyandotte, KS",2,"['Blue Cross and Blue Shield of Kansas City', 'Coventry Health and Life']"
"Adams, PA",7,"['Capital BlueCross', 'HealthAmerica Pennsylvania, Inc.', 'Highmark Health Insurance Company', 'Highmark Inc.', 'Geisinger Choice', 'Geisinger Health Plan', 'Keystone Health Plan Central, A Capital BlueCross Company']"
"Clarke, AL",1,['Blue Cross and Blue Shield of Alabama']
"Alexander, NC",2,"['Coventry Health Care of the Carolinas, Inc.', 'Blue Cross and Blue Shield of NC']"
"Callaway, MO",2,"['Anthem Blue Cross and Blue Shield', 'Coventry Health Care']"
"Tishomingo, MS",1,['Humana Insurance Company']
"Chatham, GA",2,"['Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross and Blue Shield of Georgia']"
"Mecklenburg, NC",2,"['Blue Cross and Blue Shield of NC', 'Coventry Health Care of the Carolinas, Inc.']"
"Habersham, GA",2,"['Alliant Health Plans', 'Blue Cross and Blue Shield of Georgia']"
"Cameron, LA",3,"['Blue Cross Blue Shield of Louisiana', 'Louisiana Health Cooperative', 'Vantage Health Plan, Inc.']"
"Sumter, GA",1,['Blue Cross and Blue Shield of Georgia']
"Dawes, NE",3,"['CoOportunity Health', 'Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.']"
"Leavenworth, KS",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Henderson, IL",4,"['Health Alliance Medical Plans, Inc.', 'Land of Lincoln Mutual Health Insurance Company', 'Coventry Health Care', 'Blue Cross Blue Shield of Illinois']"
"Navajo, AZ",6,"['Aetna', 'MERITUS MUTUAL HEALTH PARTNERS', 'Health Choice Insurance Co.', 'Cigna Healthcare', 'Health Net Life Insurance Company', 'Blue Cross Blue Shield of Arizona, Inc.']"
"Dade, MO",2,"['Coventry Health and Life', 'Anthem Blue Cross and Blue Shield']"
"Lamb, TX",2,"['FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Bossier, LA",4,"['Louisiana Health Cooperative', 'Vantage Health Plan, Inc.', 'HMO Louisiana', 'Blue Cross Blue Shield of Louisiana']"
"Stafford, KS",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Schleicher, TX",2,"['Blue Cross Blue Shield of Texas', 'Scott and White Health Plan']"
"Hand, SD",3,"['Sanford Health Plan', 'Avera Health Plans, Inc.', 'DAKOTACARE']"
"Choctaw, AL",1,['Blue Cross and Blue Shield of Alabama']
"Kingsbury, SD",3,"['Sanford Health Plan', 'DAKOTACARE', 'Avera Health Plans, Inc.']"
"Rio Arriba, NM",4,"['New Mexico Health Connections', 'Presbyterian Health Plan', 'Molina Health Care of New Mexico, Inc.', 'Blue Cross Blue Shield of New Mexico']"
"Perry, MO",2,"['Coventry Health Care', 'Anthem Blue Cross and Blue Shield']"
"Madison, IL",3,"['Coventry Health Care', 'Land of Lincoln Mutual Health Insurance Company', 'Blue Cross Blue Shield of Illinois']"
"Wexford, MI",4,"['Blue Cross Blue Shield of Michigan', 'Consumers Mutual Insurance of Michigan', 'Blue Care Network of Michigan', 'Priority Health']"
"Madison, IN",3,"['PHP', 'MDwise Marketplace', 'Anthem Blue Cross and Blue Shield']"
"Decatur, GA",1,['Blue Cross and Blue Shield of Georgia']
"Santa Rosa, FL",3,"['Florida Blue HMO (a BlueCross BlueShield FL company)', 'Florida Blue (BlueCross BlueShield FL)', 'Coventry Health Care of Florida, Inc.']"
"Madison, ID",3,"['BridgeSpan Health Company', 'PacificSource Health Plans', 'Blue Cross of Idaho']"
"Madison, IA",2,"['Coventry Health Care of Iowa Inc.', 'CoOportunity Health']"
"Lincoln, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Dyer, TN",2,"['BlueCross BlueShield of Tennessee', 'Community Health Alliance']"
"Florence, SC",4,"['BlueCross BlueShield of South Carolina', 'Coventry Health Care of the Carolinas, Inc.', ""Consumers' Choice Health Plan"", 'BlueChoice HealthPlan']"
"Ottawa, MI",4,"['Priority Health', 'Blue Cross Blue Shield of Michigan', 'Blue Care Network of Michigan', 'Consumers Mutual Insurance of Michigan']"
"Smith, MS",1,['Humana Insurance Company']
"Erath, TX",4,"['Scott and White Health Plan', 'Blue Cross Blue Shield of Texas', 'Cigna Healthcare', 'FirstCare Health Plans']"
"Grant, AR",3,"['QualChoice Health Insurance', 'Arkansas Blue Cross and Blue Shield', 'Ambetter of Arkansas']"
"Lancaster, NE",4,"['CoOportunity Health', 'Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.', 'Health Alliance Midwest Inc.']"
"Clark, MO",2,"['Anthem Blue Cross and Blue Shield', 'Coventry Health Care']"
"Covington, AL",1,['Blue Cross and Blue Shield of Alabama']
"Ransom, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Medica Health Plans', 'Sanford Health Plan']"
"Uinta, WY",2,"['WINhealth Partners', 'Blue Cross Blue Shield of Wyoming']"
"Union, IA",2,"['Coventry Health Care of Iowa Inc.', 'CoOportunity Health']"
"Sheboygan, WI",5,"['Molina Healthcare of Wisconsin, Inc.', 'Arise Health Plan', 'Common Ground Healthcare Cooperative', 'Dean Health Plan', 'Anthem Blue Cross and Blue Shield']"
"Union, IN",1,['Anthem Blue Cross and Blue Shield']
"Union, IL",3,"['Blue Cross Blue Shield of Illinois', 'Land of Lincoln Mutual Health Insurance Company', 'Health Alliance Medical Plans, Inc.']"
"Bennett, SD",3,"['Sanford Health Plan', 'DAKOTACARE', 'Avera Health Plans, Inc.']"
"Neosho, KS",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Newaygo, MI",3,"['Priority Health', 'Blue Cross Blue Shield of Michigan', 'Blue Care Network of Michigan']"
"Stephens, OK",2,"['Coventry Health and Life', 'Blue Cross Blue Shield of Oklahoma']"
"Pittsburg, OK",2,"['Coventry Health and Life', 'Blue Cross Blue Shield of Oklahoma']"
"Craighead, AR",2,"['QualChoice Health Insurance', 'Arkansas Blue Cross and Blue Shield']"
"Hanover, VA",5,"['HealthKeepers, Inc.', 'Aetna Life Insurance Company', 'Optima Health Plan', 'Coventry Health Care of Virginia, Inc', 'Kaiser Permanente']"
"Cumberland, VA",3,"['Optima Health Plan', 'HealthKeepers, Inc.', 'Aetna Life Insurance Company']"
"Lewis, TN",2,"['BlueCross BlueShield of Tennessee', 'Community Health Alliance']"
"Itawamba, MS",1,['Ambetter from Magnolia Health Plan']
"Petersburg Census, AK",2,"['Premera Blue Cross Blue Shield of Alaska', 'Moda Health Plan, Inc.']"
"Bedford, PA",4,"['Highmark Health Insurance Company', 'Highmark Inc.', 'UPMC Health Plan', 'HealthAmerica Pennsylvania, Inc.']"
"Borden, TX",2,"['Blue Cross Blue Shield of Texas', 'FirstCare Health Plans']"
"Switzerland, IN",1,['Anthem Blue Cross and Blue Shield']
"Talladega, AL",1,['Blue Cross and Blue Shield of Alabama']
"Hillsborough, FL",6,"['Humana Medical Plan, Inc.', 'Florida Blue HMO (a BlueCross BlueShield FL company)', 'Florida Blue (BlueCross BlueShield FL)', 'Cigna Healthcare', 'Aetna', 'Coventry Health Care of Florida, Inc.']"
"Clay, TX",1,['Blue Cross Blue Shield of Texas']
"Turner, SD",3,"['DAKOTACARE', 'Avera Health Plans, Inc.', 'Sanford Health Plan']"
"Jefferson, IL",3,"['Land of Lincoln Mutual Health Insurance Company', 'Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.']"
"Jefferson, IN",1,['Anthem Blue Cross and Blue Shield']
"Jefferson, ID",3,"['PacificSource Health Plans', 'Blue Cross of Idaho', 'BridgeSpan Health Company']"
"Madison, LA",3,"['Louisiana Health Cooperative', 'Vantage Health Plan, Inc.', 'Blue Cross Blue Shield of Louisiana']"
"Jefferson, IA",2,"['CoOportunity Health', 'Coventry Health Care of Iowa Inc.']"
"Henrico, VA",4,"['Aetna Life Insurance Company', 'Coventry Health Care of Virginia, Inc', 'Optima Health Plan', 'HealthKeepers, Inc.']"
"Garden, NE",3,"['CoOportunity Health', 'Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.']"
"Titus, TX",1,['Blue Cross Blue Shield of Texas']
"Wabash, IN",2,"['Anthem Blue Cross and Blue Shield', 'PHP']"
"Wabash, IL",4,"['Land of Lincoln Mutual Health Insurance Company', 'Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.', 'Coventry Health Care']"
"Waldo, ME",2,"['Anthem Blue Cross and Blue Shield', 'Maine Community Health Options']"
"Polk, IA",2,"['CoOportunity Health', 'Coventry Health Care of Iowa Inc.']"
"Okfuskee, OK",2,"['Blue Cross Blue Shield of Oklahoma', 'Coventry Health and Life']"
"Missaukee, MI",3,"['Priority Health', 'Blue Care Network of Michigan', 'Blue Cross Blue Shield of Michigan']"
"Chouteau, MT",3,"['Montana Health Cooperative', 'Blue Cross Blue Shield of Montana', 'PacificSource Health Plans']"
"Bullock, AL",1,['Blue Cross and Blue Shield of Alabama']
"Butler, KS",3,"['Coventry Health and Life', 'Coventry Health Care Of Kansas Inc', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Androscoggin, ME",2,"['Anthem Blue Cross and Blue Shield', 'Maine Community Health Options']"
"Hocking, OH",2,"['Anthem Blue Cross and Blue Shield', 'MedMutual']"
"Fayette, TN",4,"['Humana Insurance Company', 'Cigna Healthcare', 'BlueCross BlueShield of Tennessee', 'Community Health Alliance']"
