County,Number of Issuers,Issuers
"Covington city, VA",2,"['Optima Health Plan', 'HealthKeepers, Inc.']"
"Castro, TX",2,"['SHA, LLC DBA FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Decatur, TN",1,['BlueCross BlueShield of Tennessee']
"Atoka, OK",1,['Blue Cross Blue Shield of Oklahoma']
"Fluvanna, VA",3,"['HealthKeepers, Inc.', 'Coventry Health Care of Virginia, Inc', 'Optima Health Plan']"
"Woodruff, AR",4,"['Celtic Insurance Company', 'QualChoice Life & Health Insurance Company, Inc.', 'QCA Health Plan, Inc.', 'USAble Mutual Insurance Company']"
"Morehouse, LA",3,"['HMO Louisiana, Inc.', 'Vantage Health Plan, Inc.', 'Louisiana Health Service & Indemnity Company']"
"Searcy, AR",4,"['Celtic Insurance Company', 'QualChoice Life & Health Insurance Company, Inc.', 'QCA Health Plan, Inc.', 'USAble Mutual Insurance Company']"
"Pitt, NC",1,['Blue Cross and Blue Shield of NC']
"Calhoun, MI",5,"['Blue Care Network of Michigan', 'Priority Health', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Meridian Health Plan of Michigan, Inc.', 'Priority Health Insurance Company (PHIC)']"
"Henry, MO",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas City']"
"Rains, TX",1,['Blue Cross Blue Shield of Texas']
"Clay, AR",4,"['Celtic Insurance Company', 'USAble Mutual Insurance Company', 'QCA Health Plan, Inc.', 'QualChoice Life & Health Insurance Company, Inc.']"
"Grant, SD",2,"['Avera Health Plans, Inc.', 'Sanford Health Plan']"
"Cullman, AL",1,['Blue Cross and Blue Shield of Alabama']
"Llano, TX",4,"['Scott and White Health Plan', 'Insurance Company of Scott & White', 'Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans']"
"Ross, OH",4,"['Community Insurance Company(Anthem BCBS)', 'MOLINA HEALTHCARE OF OHIO', 'CareSource', 'Medical Health Insuring Corp. of Ohio']"
"Fayette, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Scotland, NC",1,['Blue Cross and Blue Shield of NC']
"Conecuh, AL",1,['Blue Cross and Blue Shield of Alabama']
"Crosby, TX",2,"['SHA, LLC DBA FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Overton, TN",1,['BlueCross BlueShield of Tennessee']
"Kenai Peninsula, AK",1,['Premera Blue Cross Blue Shield of Alaska']
"Buffalo, NE",2,"['Medica Insurance Company', 'Blue Cross and Blue Shield of Nebraska']"
"Dickey, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan', 'Medica Health Plans']"
"Wayne, TN",1,['BlueCross BlueShield of Tennessee']
"Swain, NC",1,['Blue Cross and Blue Shield of NC']
"Coahoma, MS",1,['Ambetter of Magnolia Inc.']
"New Kent, VA",4,"['Optima Health Plan', 'HealthKeepers, Inc.', 'Coventry Health Care of Virginia, Inc', 'UnitedHealthcare of the Mid-Atlantic Inc']"
"Cochran, TX",2,"['SHA, LLC DBA FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Johnson, GA",2,"['Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Oglethorpe, GA",2,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Humana Employers Health Plan of Georgia, Inc.']"
"Morgan, AL",1,['Blue Cross and Blue Shield of Alabama']
"Craig, OK",1,['Blue Cross Blue Shield of Oklahoma']
"Clay, TN",1,['BlueCross BlueShield of Tennessee']
"Stewart, GA",2,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Humana Employers Health Plan of Georgia, Inc.']"
"Big Horn, MT",3,"['Blue Cross and Blue Shield of Montana', 'Montana Health Cooperative', 'PacificSource Health Plans']"
"Hampton, SC",2,"['Blue Cross and Blue Shield of South Carolina', 'BlueChoice HealthPlan of South Carolina, Inc.']"
"Atlantic, NJ",4,"['AmeriHealth HMO, Inc.', 'AmeriHealth Ins Company of New Jersey', 'Freelancers CO-OP of New Jersey, Inc.', 'Horizon Healthcare Services, Inc.']"
"Lincoln, TN",1,['BlueCross BlueShield of Tennessee']
"Jeff Davis, GA",2,"['Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Towns, GA",2,"['Alliant Health Plans', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Lee, VA",2,"['Optima Health Plan', 'HealthKeepers, Inc.']"
"Sharp, AR",4,"['QualChoice Life & Health Insurance Company, Inc.', 'USAble Mutual Insurance Company', 'QCA Health Plan, Inc.', 'Celtic Insurance Company']"
"Edwards, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.', 'Medica']"
"Hill, MT",3,"['PacificSource Health Plans', 'Blue Cross and Blue Shield of Montana', 'Montana Health Cooperative']"
"Bowie, TX",2,"['CHRISTUS Health Plan', 'Blue Cross Blue Shield of Texas']"
"Lanier, GA",1,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Harrison, TX",1,['Blue Cross Blue Shield of Texas']
"St. Clair, MO",2,"['Blue Cross and Blue Shield of Kansas City', 'Coventry Health and Life']"
"Wyandot, OH",3,"['Paramount Insurance Company', 'Community Insurance Company(Anthem BCBS)', 'Medical Health Insuring Corp. of Ohio']"
"St. Clair, MI",7,"['Priority Health Insurance Company (PHIC)', 'McLaren Health Plan Community', 'Health Alliance Plan (HAP)', 'Priority Health', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Blue Care Network of Michigan', 'Alliance Health and Life Insurance Company']"
"Knox, MO",1,['Healthy Alliance Life Co(Anthem BCBS)']
"King and Queen, VA",3,"['Aetna Life Insurance Company', 'HealthKeepers, Inc.', 'Optima Health Plan']"
"Pulaski, GA",1,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Love, OK",1,['Blue Cross Blue Shield of Oklahoma']
"Spink, SD",2,"['Avera Health Plans, Inc.', 'Sanford Health Plan']"
"Knox, ME",2,"['Harvard Pilgrim  Health Care Inc.', 'Anthem Health Plans of ME(Anthem BCBS)']"
"Griggs, ND",3,"['Sanford Health Plan', 'Blue Cross Blue Shield of North Dakota', 'Medica Health Plans']"
"Door, WI",5,"['Dean Health Plan', 'WPS Health Plan, Inc.', 'Common Ground Healthcare Cooperative', 'Compcare Health Serv Ins Co(Anthem BCBS)', 'Molina Healthcare of Wisconsin, Inc.']"
"Edgar, IL",2,"['Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois']"
"Pondera, MT",3,"['Montana Health Cooperative', 'Blue Cross and Blue Shield of Montana', 'PacificSource Health Plans']"
"Muskegon, MI",4,"['Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Priority Health Insurance Company (PHIC)', 'Blue Care Network of Michigan', 'Priority Health']"
"Telfair, GA",1,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Fillmore, NE",2,"['Medica Insurance Company', 'Blue Cross and Blue Shield of Nebraska']"
"Clarion, PA",2,"['UPMC Health Options, Inc.', 'Highmark Health Insurance Company']"
"Wheatland, MT",3,"['Blue Cross and Blue Shield of Montana', 'Montana Health Cooperative', 'PacificSource Health Plans']"
"Charleston, SC",2,"['Blue Cross and Blue Shield of South Carolina', 'BlueChoice HealthPlan of South Carolina, Inc.']"
"Montgomery, VA",3,"['Aetna Life Insurance Company', 'Optima Health Plan', 'HealthKeepers, Inc.']"
"Lauderdale, AL",1,['Blue Cross and Blue Shield of Alabama']
"Lucas, OH",8,"['Paramount Insurance Company', 'Community Insurance Company(Anthem BCBS)', 'Consumers Life Insurance Company', 'Buckeye Community Health Plan', 'MOLINA HEALTHCARE OF OHIO', 'CareSource', 'HealthSpan', 'Medical Health Insuring Corp. of Ohio']"
"Franklin, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Medica']"
"Reynolds, MO",1,['Healthy Alliance Life Co(Anthem BCBS)']
"Wallace, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Medica']"
"Douglas, IL",2,"['Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.']"
"Hancock, TN",2,"['BlueCross BlueShield of Tennessee', 'Cigna Health and Life Insurance Company']"
"Blount, AL",1,['Blue Cross and Blue Shield of Alabama']
"Monroe, MS",1,['Ambetter of Magnolia Inc.']
"Essex, NJ",4,"['Horizon Healthcare Services, Inc.', 'AmeriHealth HMO, Inc.', 'Freelancers CO-OP of New Jersey, Inc.', 'AmeriHealth Ins Company of New Jersey']"
"Torrance, NM",3,"['New Mexico Health Connections', 'CHRISTUS Health Plan', 'Molina Health Care of New Mexico, Inc.']"
"Yazoo, MS",1,['Ambetter of Magnolia Inc.']
"Lyon, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Medica']"
"Jones, MS",2,"['Ambetter of Magnolia Inc.', 'Humana Insurance Company']"
"Sherman, NE",2,"['Medica Insurance Company', 'Blue Cross and Blue Shield of Nebraska']"
"Monroe, MO",1,['Healthy Alliance Life Co(Anthem BCBS)']
"Gregg, TX",1,['Blue Cross Blue Shield of Texas']
"Sioux, IA",3,"['Medica Insurance Company', 'Aetna Health Inc. (a IA corp.)', 'Wellmark Value Health Plan']"
"Mitchell, GA",1,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Crawford, PA",2,"['UPMC Health Options, Inc.', 'Highmark Health Insurance Company']"
"Northumberland, PA",5,"['Capital Advantage Assurance Company', 'Geisinger Health Plan', 'Keystone Health Plan Central', 'Highmark Health Insurance Company', 'Geisinger Quality Options']"
"Wabaunsee, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.', 'Medica']"
"Calhoun, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Ashley, AR",4,"['USAble Mutual Insurance Company', 'Celtic Insurance Company', 'QualChoice Life & Health Insurance Company, Inc.', 'QCA Health Plan, Inc.']"
"Wakulla, FL",1,['Blue Cross and Blue Shield of Florida']
"Hardeman, TN",1,['BlueCross BlueShield of Tennessee']
"Hemphill, TX",2,"['SHA, LLC DBA FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Hardeman, TX",1,['Blue Cross Blue Shield of Texas']
"Fulton, GA",6,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Ambetter of Peach State Inc.', 'Humana Employers Health Plan of Georgia, Inc.', 'Harken Health Insurance Company', 'Cigna Health and Life Insurance Company', 'Kaiser Foundation Health Plan of Georgia']"
"Crawford, IA",2,"['Medica Insurance Company', 'Aetna Health Inc. (a IA corp.)']"
"Crawford, IN",4,"['CareSource Indiana, Inc.', 'Indiana University Health Plans, Inc.', 'MDwise Marketplace, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)']"
"Sumter, FL",2,"['Health Options, Inc.', 'Blue Cross and Blue Shield of Florida']"
"Crawford, IL",2,"['Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.']"
"Emmet, IA",2,"['Medica Insurance Company', 'Aetna Health Inc. (a IA corp.)']"
"Sterling, TX",3,"['Insurance Company of Scott & White', 'Blue Cross Blue Shield of Texas', 'Scott and White Health Plan']"
"Waller, TX",4,"['Blue Cross Blue Shield of Texas', 'Community Health Choice, Inc.', 'Insurance Company of Scott & White', 'Scott and White Health Plan']"
"Cherokee, TX",1,['Blue Cross Blue Shield of Texas']
"McDonald, MO",2,"['Healthy Alliance Life Co(Anthem BCBS)', 'Coventry Health and Life']"
"Osborne, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Medica']"
"Pike, AL",1,['Blue Cross and Blue Shield of Alabama']
"Gasconade, MO",1,['Healthy Alliance Life Co(Anthem BCBS)']
"Pocahontas, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Hawaii, HI",2,"['Kaiser Foundation Health Plan, Inc.', 'Hawaii Medical Service Association']"
"Adair, IA",3,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company', 'Wellmark Value Health Plan']"
"Limestone, TX",4,"['Scott and White Health Plan', 'Insurance Company of Scott & White', 'Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans']"
"Jo Daviess, IL",3,"['Humana Health Plan, Inc.', 'Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.']"
"Laramie, WY",1,['Blue Cross Blue Shield of Wyoming']
"Bryan, OK",1,['Blue Cross Blue Shield of Oklahoma']
"Seminole, OK",1,['Blue Cross Blue Shield of Oklahoma']
"Chambers, TX",2,"['Blue Cross Blue Shield of Texas', 'Community Health Choice, Inc.']"
"Glascock, GA",2,"['Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Hamilton, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Medica Insurance Company']"
"Rock, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Medica Insurance Company']"
"Wyandotte, KS",2,"['Blue Cross and Blue Shield of Kansas City', 'Medica']"
"Adams, PA",5,"['Capital Advantage Assurance Company', 'Highmark Health Insurance Company', 'Geisinger Health Plan', 'Keystone Health Plan Central', 'Geisinger Quality Options']"
"Clarke, AL",1,['Blue Cross and Blue Shield of Alabama']
"Alexander, NC",1,['Blue Cross and Blue Shield of NC']
"Callaway, MO",1,['Healthy Alliance Life Co(Anthem BCBS)']
"Tishomingo, MS",2,"['Humana Insurance Company', 'Ambetter of Magnolia Inc.']"
"Chatham, GA",3,"['Ambetter of Peach State Inc.', 'Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Mecklenburg, NC",1,['Blue Cross and Blue Shield of NC']
"Habersham, GA",3,"['Alliant Health Plans', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Humana Employers Health Plan of Georgia, Inc.']"
"Cameron, LA",3,"['HMO Louisiana, Inc.', 'Louisiana Health Service & Indemnity Company', 'Vantage Health Plan, Inc.']"
"Dawes, NE",2,"['Medica Insurance Company', 'Blue Cross and Blue Shield of Nebraska']"
"Leavenworth, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.', 'Medica']"
"Henderson, IL",2,"['Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois']"
"Navajo, AZ",2,"['Health Choice Insurance Co.', 'Blue Cross and Blue Shield of Arizona, Inc.']"
"Dade, MO",2,"['Coventry Health and Life', 'Healthy Alliance Life Co(Anthem BCBS)']"
"Lamb, TX",2,"['Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans']"
"Bossier, LA",3,"['Louisiana Health Service & Indemnity Company', 'Vantage Health Plan, Inc.', 'HMO Louisiana, Inc.']"
"Stafford, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.', 'Medica']"
"Schleicher, TX",3,"['Blue Cross Blue Shield of Texas', 'Insurance Company of Scott & White', 'Scott and White Health Plan']"
"Hand, SD",2,"['Sanford Health Plan', 'Avera Health Plans, Inc.']"
"Choctaw, AL",1,['Blue Cross and Blue Shield of Alabama']
"Kingsbury, SD",2,"['Sanford Health Plan', 'Avera Health Plans, Inc.']"
"Curry, OR",4,"['BridgeSpan Health Company', 'Providence Health Plan', 'Moda Health Plan, Inc.', 'PacificSource Health Plans']"
"Rio Arriba, NM",3,"['New Mexico Health Connections', 'Molina Health Care of New Mexico, Inc.', 'CHRISTUS Health Plan']"
"Perry, MO",1,['Healthy Alliance Life Co(Anthem BCBS)']
"Madison, IL",2,"['Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois']"
"Wexford, MI",4,"['Blue Care Network of Michigan', 'Priority Health Insurance Company (PHIC)', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Priority Health']"
"Madison, IN",5,"['Physicians Health Plan of Northern Indiana, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)', 'Celtic Insurance Company', 'MDwise Marketplace, Inc.', 'Indiana University Health Plans, Inc.']"
"Decatur, GA",1,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Santa Rosa, FL",2,"['Health Options, Inc.', 'Blue Cross and Blue Shield of Florida']"
"Madison, IA",3,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company', 'Wellmark Value Health Plan']"
"Lincoln, WV",2,"['Highmark Blue Cross Blue Shield West Virginia', 'CareSource West Virginia Co.']"
"Dyer, TN",1,['BlueCross BlueShield of Tennessee']
"Florence, SC",2,"['Blue Cross and Blue Shield of South Carolina', 'BlueChoice HealthPlan of South Carolina, Inc.']"
"Ottawa, MI",4,"['Priority Health Insurance Company (PHIC)', 'Priority Health', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Blue Care Network of Michigan']"
"Smith, MS",2,"['Ambetter of Magnolia Inc.', 'Humana Insurance Company']"
"Erath, TX",4,"['Scott and White Health Plan', 'Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans', 'Insurance Company of Scott & White']"
"Grant, AR",4,"['QualChoice Life & Health Insurance Company, Inc.', 'USAble Mutual Insurance Company', 'QCA Health Plan, Inc.', 'Celtic Insurance Company']"
"Lancaster, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Medica Insurance Company']"
"Clark, MO",1,['Healthy Alliance Life Co(Anthem BCBS)']
"Covington, AL",1,['Blue Cross and Blue Shield of Alabama']
"Ransom, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Medica Health Plans', 'Sanford Health Plan']"
"Uinta, WY",1,['Blue Cross Blue Shield of Wyoming']
"Union, IA",2,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company']"
"Sheboygan, WI",5,"['Molina Healthcare of Wisconsin, Inc.', 'WPS Health Plan, Inc.', 'Compcare Health Serv Ins Co(Anthem BCBS)', 'Common Ground Healthcare Cooperative', 'Dean Health Plan']"
"Union, IN",2,"['Anthem Ins Companies Inc(Anthem BCBS)', 'MDwise Marketplace, Inc.']"
"Union, IL",2,"['Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.']"
"Bennett, SD",2,"['Sanford Health Plan', 'Avera Health Plans, Inc.']"
"Neosho, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Medica']"
"Newaygo, MI",4,"['Priority Health', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Priority Health Insurance Company (PHIC)', 'Blue Care Network of Michigan']"
"Stephens, OK",1,['Blue Cross Blue Shield of Oklahoma']
"Pittsburg, OK",1,['Blue Cross Blue Shield of Oklahoma']
"Craighead, AR",4,"['QCA Health Plan, Inc.', 'Celtic Insurance Company', 'QualChoice Life & Health Insurance Company, Inc.', 'USAble Mutual Insurance Company']"
"Hanover, VA",5,"['HealthKeepers, Inc.', 'UnitedHealthcare of the Mid-Atlantic Inc', 'Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.', 'Optima Health Plan', 'Coventry Health Care of Virginia, Inc']"
"Cumberland, VA",4,"['Optima Health Plan', 'Piedmont Community HealthCare HMO, Inc.', 'HealthKeepers, Inc.', 'Piedmont Community HealthCare, Inc.']"
"Lewis, TN",1,['BlueCross BlueShield of Tennessee']
"Itawamba, MS",1,['Ambetter of Magnolia Inc.']
"Tooele, UT",3,"['Molina Healthcare of Utah', 'SelectHealth', 'University of Utah Health Insurance Plans']"
"Bedford, PA",2,"['UPMC Health Options, Inc.', 'Highmark Health Insurance Company']"
"Borden, TX",2,"['Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans']"
"Switzerland, IN",2,"['MDwise Marketplace, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)']"
"Talladega, AL",1,['Blue Cross and Blue Shield of Alabama']
"Hillsborough, FL",4,"['Humana Medical Plan, Inc.', 'Celtic Insurance Company', 'Blue Cross and Blue Shield of Florida', 'Health Options, Inc.']"
"Clay, TX",1,['Blue Cross Blue Shield of Texas']
"Turner, SD",2,"['Avera Health Plans, Inc.', 'Sanford Health Plan']"
"Jefferson, IL",2,"['Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.']"
