i,s,c,id
QualChoice Health Insurance,AR,Pulaski,"Pulaski, AR"
QC Life and Health,AR,Pulaski,"Pulaski, AR"
Ambetter of Arkansas,AR,Pulaski,"Pulaski, AR"
QualChoice Health Insurance,AR,Randolph,"Randolph, AR"
QC Life and Health,AR,Randolph,"Randolph, AR"
Arkansas Blue Cross and Blue Shield,AR,Randolph,"Randolph, AR"
Ambetter of Arkansas,AR,Randolph,"Randolph, AR"
Ambetter of Arkansas,AR,Saline,"Saline, AR"
QualChoice Health Insurance,AR,Saline,"Saline, AR"
QC Life and Health,AR,Saline,"Saline, AR"
Arkansas Blue Cross and Blue Shield,AR,Saline,"Saline, AR"
Arkansas Blue Cross and Blue Shield,AR,Scott,"Scott, AR"
QualChoice Health Insurance,AR,Scott,"Scott, AR"
QC Life and Health,AR,Scott,"Scott, AR"
Ambetter of Arkansas,AR,Scott,"Scott, AR"
Ambetter of Arkansas,AR,Searcy,"Searcy, AR"
QualChoice Health Insurance,AR,Searcy,"Searcy, AR"
QC Life and Health,AR,Searcy,"Searcy, AR"
Arkansas Blue Cross and Blue Shield,AR,Searcy,"Searcy, AR"
Ambetter of Arkansas,AR,Sebastian,"Sebastian, AR"
Arkansas Blue Cross and Blue Shield,AR,Sebastian,"Sebastian, AR"
QC Life and Health,AR,Sebastian,"Sebastian, AR"
QualChoice Health Insurance,AR,Sebastian,"Sebastian, AR"
QualChoice Health Insurance,AR,Sevier,"Sevier, AR"
QC Life and Health,AR,Sevier,"Sevier, AR"
Arkansas Blue Cross and Blue Shield,AR,Sevier,"Sevier, AR"
Ambetter of Arkansas,AR,Sevier,"Sevier, AR"
QualChoice Health Insurance,AR,Sharp,"Sharp, AR"
Ambetter of Arkansas,AR,Sharp,"Sharp, AR"
QC Life and Health,AR,Sharp,"Sharp, AR"
Arkansas Blue Cross and Blue Shield,AR,Sharp,"Sharp, AR"
Arkansas Blue Cross and Blue Shield,AR,St. Francis,"St. Francis, AR"
QualChoice Health Insurance,AR,St. Francis,"St. Francis, AR"
QC Life and Health,AR,St. Francis,"St. Francis, AR"
Ambetter of Arkansas,AR,St. Francis,"St. Francis, AR"
QC Life and Health,AR,Stone,"Stone, AR"
Arkansas Blue Cross and Blue Shield,AR,Stone,"Stone, AR"
Ambetter of Arkansas,AR,Stone,"Stone, AR"
QualChoice Health Insurance,AR,Stone,"Stone, AR"
Ambetter of Arkansas,AR,Union,"Union, AR"
Arkansas Blue Cross and Blue Shield,AR,Union,"Union, AR"
QualChoice Health Insurance,AR,Union,"Union, AR"
QC Life and Health,AR,Union,"Union, AR"
QC Life and Health,AR,Van Buren,"Van Buren, AR"
Arkansas Blue Cross and Blue Shield,AR,Van Buren,"Van Buren, AR"
QualChoice Health Insurance,AR,Van Buren,"Van Buren, AR"
Ambetter of Arkansas,AR,Van Buren,"Van Buren, AR"
Ambetter of Arkansas,AR,Washington,"Washington, AR"
QualChoice Health Insurance,AR,Washington,"Washington, AR"
QC Life and Health,AR,Washington,"Washington, AR"
Arkansas Blue Cross and Blue Shield,AR,Washington,"Washington, AR"
QC Life and Health,AR,White,"White, AR"
Arkansas Blue Cross and Blue Shield,AR,White,"White, AR"
QualChoice Health Insurance,AR,White,"White, AR"
Ambetter of Arkansas,AR,White,"White, AR"
Arkansas Blue Cross and Blue Shield,AR,Woodruff,"Woodruff, AR"
Ambetter of Arkansas,AR,Woodruff,"Woodruff, AR"
QualChoice Health Insurance,AR,Woodruff,"Woodruff, AR"
QC Life and Health,AR,Woodruff,"Woodruff, AR"
QC Life and Health,AR,Yell,"Yell, AR"
Ambetter of Arkansas,AR,Yell,"Yell, AR"
Arkansas Blue Cross and Blue Shield,AR,Yell,"Yell, AR"
QualChoice Health Insurance,AR,Yell,"Yell, AR"
Health Net,AZ,Apache,"Apache, AZ"
MERITUS MUTUAL HEALTH PARTNERS,AZ,Apache,"Apache, AZ"
Health Choice Insurance Co.,AZ,Apache,"Apache, AZ"
Aetna,AZ,Apache,"Apache, AZ"
Cigna Healthcare,AZ,Apache,"Apache, AZ"
"Blue Cross Blue Shield of Arizona, Inc.",AZ,Apache,"Apache, AZ"
United Health One,AZ,Apache,"Apache, AZ"
MERITUS MUTUAL HEALTH PARTNERS,AZ,Cochise,"Cochise, AZ"
University of Arizona Health Plans - University Healthcare Marketplace,AZ,Cochise,"Cochise, AZ"
Health Net,AZ,Cochise,"Cochise, AZ"
United Health One,AZ,Cochise,"Cochise, AZ"
Cigna Healthcare,AZ,Cochise,"Cochise, AZ"
Aetna,AZ,Cochise,"Cochise, AZ"
"Blue Cross Blue Shield of Arizona, Inc.",AZ,Cochise,"Cochise, AZ"
Health Net,AZ,Coconino,"Coconino, AZ"
United Health One,AZ,Coconino,"Coconino, AZ"
Aetna,AZ,Coconino,"Coconino, AZ"
MERITUS MUTUAL HEALTH PARTNERS,AZ,Coconino,"Coconino, AZ"
"Blue Cross Blue Shield of Arizona, Inc.",AZ,Coconino,"Coconino, AZ"
Health Choice Insurance Co.,AZ,Coconino,"Coconino, AZ"
Cigna Healthcare,AZ,Coconino,"Coconino, AZ"
MERITUS MUTUAL HEALTH PARTNERS,AZ,Gila,"Gila, AZ"
Health Net,AZ,Gila,"Gila, AZ"
United Health One,AZ,Gila,"Gila, AZ"
"Blue Cross Blue Shield of Arizona, Inc.",AZ,Gila,"Gila, AZ"
Health Choice Insurance Co.,AZ,Gila,"Gila, AZ"
Cigna Healthcare,AZ,Gila,"Gila, AZ"
Aetna,AZ,Gila,"Gila, AZ"
Health Net,AZ,Graham,"Graham, AZ"
Cigna Healthcare,AZ,Graham,"Graham, AZ"
MERITUS MUTUAL HEALTH PARTNERS,AZ,Graham,"Graham, AZ"
Aetna,AZ,Graham,"Graham, AZ"
University of Arizona Health Plans - University Healthcare Marketplace,AZ,Graham,"Graham, AZ"
United Health One,AZ,Graham,"Graham, AZ"
"Blue Cross Blue Shield of Arizona, Inc.",AZ,Graham,"Graham, AZ"
MERITUS MUTUAL HEALTH PARTNERS,AZ,Greenlee,"Greenlee, AZ"
Cigna Healthcare,AZ,Greenlee,"Greenlee, AZ"
United Health One,AZ,Greenlee,"Greenlee, AZ"
University of Arizona Health Plans - University Healthcare Marketplace,AZ,Greenlee,"Greenlee, AZ"
"Blue Cross Blue Shield of Arizona, Inc.",AZ,Greenlee,"Greenlee, AZ"
Aetna,AZ,Greenlee,"Greenlee, AZ"
Health Net,AZ,Greenlee,"Greenlee, AZ"
"Blue Cross Blue Shield of Arizona, Inc.",AZ,La Paz,"La Paz, AZ"
MERITUS MUTUAL HEALTH PARTNERS,AZ,La Paz,"La Paz, AZ"
Cigna Healthcare,AZ,La Paz,"La Paz, AZ"
Aetna,AZ,La Paz,"La Paz, AZ"
United Health One,AZ,La Paz,"La Paz, AZ"
Health Net,AZ,La Paz,"La Paz, AZ"
University of Arizona Health Plans - University Healthcare Marketplace,AZ,La Paz,"La Paz, AZ"
MERITUS MUTUAL HEALTH PARTNERS,AZ,Maricopa,"Maricopa, AZ"
Health Net,AZ,Maricopa,"Maricopa, AZ"
United Health One,AZ,Maricopa,"Maricopa, AZ"
"Humana, Inc.",AZ,Maricopa,"Maricopa, AZ"
University of Arizona Health Plans - University Healthcare Marketplace,AZ,Maricopa,"Maricopa, AZ"
Meritus Health Partners,AZ,Maricopa,"Maricopa, AZ"
Health Choice Insurance Co.,AZ,Maricopa,"Maricopa, AZ"
"Phoenix Health Plans, Inc.",AZ,Maricopa,"Maricopa, AZ"
"Blue Cross Blue Shield of Arizona, Inc.",AZ,Maricopa,"Maricopa, AZ"
Aetna,AZ,Maricopa,"Maricopa, AZ"
Cigna Healthcare,AZ,Maricopa,"Maricopa, AZ"
Aetna,AZ,Mohave,"Mohave, AZ"
Cigna Healthcare,AZ,Mohave,"Mohave, AZ"
MERITUS MUTUAL HEALTH PARTNERS,AZ,Mohave,"Mohave, AZ"
Meritus Health Partners,AZ,Mohave,"Mohave, AZ"
Health Choice Insurance Co.,AZ,Mohave,"Mohave, AZ"
"Blue Cross Blue Shield of Arizona, Inc.",AZ,Mohave,"Mohave, AZ"
United Health One,AZ,Mohave,"Mohave, AZ"
Health Net,AZ,Mohave,"Mohave, AZ"
Aetna,AZ,Navajo,"Navajo, AZ"
MERITUS MUTUAL HEALTH PARTNERS,AZ,Navajo,"Navajo, AZ"
United Health One,AZ,Navajo,"Navajo, AZ"
Health Net,AZ,Navajo,"Navajo, AZ"
Health Choice Insurance Co.,AZ,Navajo,"Navajo, AZ"
Cigna Healthcare,AZ,Navajo,"Navajo, AZ"
"Blue Cross Blue Shield of Arizona, Inc.",AZ,Navajo,"Navajo, AZ"
University of Arizona Health Plans - University Healthcare Marketplace,AZ,Pima,"Pima, AZ"
United Health One,AZ,Pima,"Pima, AZ"
MERITUS MUTUAL HEALTH PARTNERS,AZ,Pima,"Pima, AZ"
"Blue Cross Blue Shield of Arizona, Inc.",AZ,Pima,"Pima, AZ"
Health Choice Insurance Co.,AZ,Pima,"Pima, AZ"
"Humana, Inc.",AZ,Pima,"Pima, AZ"
Meritus Health Partners,AZ,Pima,"Pima, AZ"
Health Net,AZ,Pima,"Pima, AZ"
Aetna,AZ,Pima,"Pima, AZ"
Cigna Healthcare,AZ,Pima,"Pima, AZ"
University of Arizona Health Plans - University Healthcare Marketplace,AZ,Pinal,"Pinal, AZ"
"Blue Cross Blue Shield of Arizona, Inc.",AZ,Pinal,"Pinal, AZ"
MERITUS MUTUAL HEALTH PARTNERS,AZ,Pinal,"Pinal, AZ"
Health Choice Insurance Co.,AZ,Pinal,"Pinal, AZ"
Aetna,AZ,Pinal,"Pinal, AZ"
Health Net,AZ,Pinal,"Pinal, AZ"
Cigna Healthcare,AZ,Pinal,"Pinal, AZ"
United Health One,AZ,Pinal,"Pinal, AZ"
"Blue Cross Blue Shield of Arizona, Inc.",AZ,Santa Cruz,"Santa Cruz, AZ"
Cigna Healthcare,AZ,Santa Cruz,"Santa Cruz, AZ"
United Health One,AZ,Santa Cruz,"Santa Cruz, AZ"
University of Arizona Health Plans - University Healthcare Marketplace,AZ,Santa Cruz,"Santa Cruz, AZ"
MERITUS MUTUAL HEALTH PARTNERS,AZ,Santa Cruz,"Santa Cruz, AZ"
Meritus Health Partners,AZ,Santa Cruz,"Santa Cruz, AZ"
Health Net,AZ,Santa Cruz,"Santa Cruz, AZ"
Aetna,AZ,Santa Cruz,"Santa Cruz, AZ"
MERITUS MUTUAL HEALTH PARTNERS,AZ,Yavapai,"Yavapai, AZ"
Aetna,AZ,Yavapai,"Yavapai, AZ"
Cigna Healthcare,AZ,Yavapai,"Yavapai, AZ"
Health Net,AZ,Yavapai,"Yavapai, AZ"
University of Arizona Health Plans - University Healthcare Marketplace,AZ,Yavapai,"Yavapai, AZ"
United Health One,AZ,Yavapai,"Yavapai, AZ"
"Blue Cross Blue Shield of Arizona, Inc.",AZ,Yavapai,"Yavapai, AZ"
United Health One,AZ,Yuma,"Yuma, AZ"
Health Net,AZ,Yuma,"Yuma, AZ"
Cigna Healthcare,AZ,Yuma,"Yuma, AZ"
"Blue Cross Blue Shield of Arizona, Inc.",AZ,Yuma,"Yuma, AZ"
MERITUS MUTUAL HEALTH PARTNERS,AZ,Yuma,"Yuma, AZ"
University of Arizona Health Plans - University Healthcare Marketplace,AZ,Yuma,"Yuma, AZ"
Aetna,AZ,Yuma,"Yuma, AZ"
Aetna,DE,Kent,"Kent, DE"
Highmark Blue Cross Blue Shield Delaware,DE,Kent,"Kent, DE"
Aetna,DE,New Castle,"New Castle, DE"
Highmark Blue Cross Blue Shield Delaware,DE,New Castle,"New Castle, DE"
Aetna,DE,Sussex,"Sussex, DE"
Highmark Blue Cross Blue Shield Delaware,DE,Sussex,"Sussex, DE"
UnitedHealthcare,FL,Alachua,"Alachua, FL"
Florida Blue (BlueCross BlueShield FL),FL,Alachua,"Alachua, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Alachua,"Alachua, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Baker,"Baker, FL"
Florida Blue (BlueCross BlueShield FL),FL,Baker,"Baker, FL"
UnitedHealthcare,FL,Baker,"Baker, FL"
Florida Blue (BlueCross BlueShield FL),FL,Bay,"Bay, FL"
UnitedHealthcare,FL,Bay,"Bay, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Bay,"Bay, FL"
Florida Blue (BlueCross BlueShield FL),FL,Bradford,"Bradford, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Bradford,"Bradford, FL"
UnitedHealthcare,FL,Bradford,"Bradford, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Brevard,"Brevard, FL"
Florida Blue (BlueCross BlueShield FL),FL,Brevard,"Brevard, FL"
Cigna Healthcare,FL,Brevard,"Brevard, FL"
UnitedHealthcare,FL,Brevard,"Brevard, FL"
"Health First Insurance, Inc.",FL,Brevard,"Brevard, FL"
"Health First Health Plans, Inc.",FL,Brevard,"Brevard, FL"
Florida Health Care Plans,FL,Brevard,"Brevard, FL"
Florida Blue (BlueCross BlueShield FL),FL,Broward,"Broward, FL"
"Coventry Health Care of Florida, Inc.",FL,Broward,"Broward, FL"
UnitedHealthcare,FL,Broward,"Broward, FL"
Cigna Healthcare,FL,Broward,"Broward, FL"
"Humana, Inc.",FL,Broward,"Broward, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Broward,"Broward, FL"
Molina Marketplace,FL,Broward,"Broward, FL"
Ambetter from Sunshine Health,FL,Broward,"Broward, FL"
UnitedHealthcare,FL,Calhoun,"Calhoun, FL"
Florida Blue (BlueCross BlueShield FL),FL,Calhoun,"Calhoun, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Charlotte,"Charlotte, FL"
Florida Blue (BlueCross BlueShield FL),FL,Charlotte,"Charlotte, FL"
"Humana, Inc.",FL,Charlotte,"Charlotte, FL"
UnitedHealthcare,FL,Charlotte,"Charlotte, FL"
UnitedHealthcare,FL,Citrus,"Citrus, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Citrus,"Citrus, FL"
Florida Blue (BlueCross BlueShield FL),FL,Citrus,"Citrus, FL"
UnitedHealthcare,FL,Clay,"Clay, FL"
Florida Blue (BlueCross BlueShield FL),FL,Clay,"Clay, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Clay,"Clay, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Collier,"Collier, FL"
Florida Blue (BlueCross BlueShield FL),FL,Collier,"Collier, FL"
UnitedHealthcare,FL,Collier,"Collier, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Columbia,"Columbia, FL"
Florida Blue (BlueCross BlueShield FL),FL,Columbia,"Columbia, FL"
UnitedHealthcare,FL,Columbia,"Columbia, FL"
UnitedHealthcare,FL,DeSoto,"DeSoto, FL"
Florida Blue (BlueCross BlueShield FL),FL,DeSoto,"DeSoto, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,DeSoto,"DeSoto, FL"
UnitedHealthcare,FL,Dixie,"Dixie, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Dixie,"Dixie, FL"
Florida Blue (BlueCross BlueShield FL),FL,Dixie,"Dixie, FL"
"Coventry Health Care of Florida, Inc.",FL,Duval,"Duval, FL"
UnitedHealthcare,FL,Duval,"Duval, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Duval,"Duval, FL"
Florida Blue (BlueCross BlueShield FL),FL,Duval,"Duval, FL"
UnitedHealthcare,FL,Escambia,"Escambia, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Escambia,"Escambia, FL"
Florida Blue (BlueCross BlueShield FL),FL,Escambia,"Escambia, FL"
"Coventry Health Care of Florida, Inc.",FL,Escambia,"Escambia, FL"
Florida Health Care Plans,FL,Flagler,"Flagler, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Flagler,"Flagler, FL"
Cigna Healthcare,FL,Flagler,"Flagler, FL"
UnitedHealthcare,FL,Flagler,"Flagler, FL"
Florida Blue (BlueCross BlueShield FL),FL,Flagler,"Flagler, FL"
UnitedHealthcare,FL,Franklin,"Franklin, FL"
Florida Blue (BlueCross BlueShield FL),FL,Franklin,"Franklin, FL"
Florida Blue (BlueCross BlueShield FL),FL,Gadsden,"Gadsden, FL"
UnitedHealthcare,FL,Gadsden,"Gadsden, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Gilchrist,"Gilchrist, FL"
UnitedHealthcare,FL,Gilchrist,"Gilchrist, FL"
Florida Blue (BlueCross BlueShield FL),FL,Gilchrist,"Gilchrist, FL"
Florida Blue (BlueCross BlueShield FL),FL,Glades,"Glades, FL"
UnitedHealthcare,FL,Glades,"Glades, FL"
UnitedHealthcare,FL,Gulf,"Gulf, FL"
Florida Blue (BlueCross BlueShield FL),FL,Gulf,"Gulf, FL"
UnitedHealthcare,FL,Hamilton,"Hamilton, FL"
Florida Blue (BlueCross BlueShield FL),FL,Hamilton,"Hamilton, FL"
Florida Blue (BlueCross BlueShield FL),FL,Hardee,"Hardee, FL"
UnitedHealthcare,FL,Hardee,"Hardee, FL"
UnitedHealthcare,FL,Hendry,"Hendry, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Hendry,"Hendry, FL"
Florida Blue (BlueCross BlueShield FL),FL,Hendry,"Hendry, FL"
Cigna Healthcare,FL,Hernando,"Hernando, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Hernando,"Hernando, FL"
UnitedHealthcare,FL,Hernando,"Hernando, FL"
Florida Blue (BlueCross BlueShield FL),FL,Hernando,"Hernando, FL"
UnitedHealthcare,FL,Highlands,"Highlands, FL"
Florida Blue (BlueCross BlueShield FL),FL,Highlands,"Highlands, FL"
"Humana, Inc.",FL,Hillsborough,"Hillsborough, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Hillsborough,"Hillsborough, FL"
UnitedHealthcare,FL,Hillsborough,"Hillsborough, FL"
Florida Blue (BlueCross BlueShield FL),FL,Hillsborough,"Hillsborough, FL"
Cigna Healthcare,FL,Hillsborough,"Hillsborough, FL"
Florida Blue (BlueCross BlueShield FL),FL,Holmes,"Holmes, FL"
UnitedHealthcare,FL,Holmes,"Holmes, FL"
"Health First Health Plans, Inc.",FL,Indian River,"Indian River, FL"
Cigna Healthcare,FL,Indian River,"Indian River, FL"
"Health First Insurance, Inc.",FL,Indian River,"Indian River, FL"
Florida Blue (BlueCross BlueShield FL),FL,Indian River,"Indian River, FL"
UnitedHealthcare,FL,Indian River,"Indian River, FL"
Florida Blue (BlueCross BlueShield FL),FL,Jackson,"Jackson, FL"
UnitedHealthcare,FL,Jackson,"Jackson, FL"
UnitedHealthcare,FL,Jefferson,"Jefferson, FL"
Florida Blue (BlueCross BlueShield FL),FL,Jefferson,"Jefferson, FL"
Florida Blue (BlueCross BlueShield FL),FL,Lafayette,"Lafayette, FL"
UnitedHealthcare,FL,Lafayette,"Lafayette, FL"
"Humana, Inc.",FL,Lake,"Lake, FL"
Cigna Healthcare,FL,Lake,"Lake, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Lake,"Lake, FL"
Florida Blue (BlueCross BlueShield FL),FL,Lake,"Lake, FL"
UnitedHealthcare,FL,Lake,"Lake, FL"
Cigna Healthcare,FL,Lee,"Lee, FL"
Florida Blue (BlueCross BlueShield FL),FL,Lee,"Lee, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Lee,"Lee, FL"
UnitedHealthcare,FL,Lee,"Lee, FL"
Florida Blue (BlueCross BlueShield FL),FL,Leon,"Leon, FL"
UnitedHealthcare,FL,Leon,"Leon, FL"
UnitedHealthcare,FL,Levy,"Levy, FL"
Florida Blue (BlueCross BlueShield FL),FL,Levy,"Levy, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Levy,"Levy, FL"
UnitedHealthcare,FL,Liberty,"Liberty, FL"
Florida Blue (BlueCross BlueShield FL),FL,Liberty,"Liberty, FL"
UnitedHealthcare,FL,Madison,"Madison, FL"
Florida Blue (BlueCross BlueShield FL),FL,Madison,"Madison, FL"
Florida Blue (BlueCross BlueShield FL),FL,Manatee,"Manatee, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Manatee,"Manatee, FL"
Aetna,FL,Manatee,"Manatee, FL"
Cigna Healthcare,FL,Manatee,"Manatee, FL"
UnitedHealthcare,FL,Manatee,"Manatee, FL"
Florida Blue (BlueCross BlueShield FL),FL,Marion,"Marion, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Marion,"Marion, FL"
UnitedHealthcare,FL,Marion,"Marion, FL"
Cigna Healthcare,FL,Martin,"Martin, FL"
UnitedHealthcare,FL,Martin,"Martin, FL"
Florida Blue (BlueCross BlueShield FL),FL,Martin,"Martin, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Martin,"Martin, FL"
Ambetter from Sunshine Health,FL,Miami-Dade,"Miami-Dade, FL"
"Humana, Inc.",FL,Miami-Dade,"Miami-Dade, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Miami-Dade,"Miami-Dade, FL"
Florida Blue (BlueCross BlueShield FL),FL,Miami-Dade,"Miami-Dade, FL"
"Coventry Health Care of Florida, Inc.",FL,Miami-Dade,"Miami-Dade, FL"
Molina Marketplace,FL,Miami-Dade,"Miami-Dade, FL"
Cigna Healthcare,FL,Miami-Dade,"Miami-Dade, FL"
Cigna Healthcare,FL,Monroe,"Monroe, FL"
Florida Blue (BlueCross BlueShield FL),FL,Monroe,"Monroe, FL"
UnitedHealthcare,FL,Nassau,"Nassau, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Nassau,"Nassau, FL"
Florida Blue (BlueCross BlueShield FL),FL,Nassau,"Nassau, FL"
Florida Blue (BlueCross BlueShield FL),FL,Okaloosa,"Okaloosa, FL"
UnitedHealthcare,FL,Okaloosa,"Okaloosa, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Okaloosa,"Okaloosa, FL"
UnitedHealthcare,FL,Okeechobee,"Okeechobee, FL"
Florida Blue (BlueCross BlueShield FL),FL,Okeechobee,"Okeechobee, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Okeechobee,"Okeechobee, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Orange,"Orange, FL"
Florida Blue (BlueCross BlueShield FL),FL,Orange,"Orange, FL"
Cigna Healthcare,FL,Orange,"Orange, FL"
UnitedHealthcare,FL,Orange,"Orange, FL"
"Humana, Inc.",FL,Orange,"Orange, FL"
Cigna Healthcare,FL,Osceola,"Osceola, FL"
UnitedHealthcare,FL,Osceola,"Osceola, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Osceola,"Osceola, FL"
"Humana, Inc.",FL,Osceola,"Osceola, FL"
Florida Blue (BlueCross BlueShield FL),FL,Osceola,"Osceola, FL"
Florida Blue (BlueCross BlueShield FL),FL,Palm Beach,"Palm Beach, FL"
Ambetter from Sunshine Health,FL,Palm Beach,"Palm Beach, FL"
UnitedHealthcare,FL,Palm Beach,"Palm Beach, FL"
Cigna Healthcare,FL,Palm Beach,"Palm Beach, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Palm Beach,"Palm Beach, FL"
Molina Marketplace,FL,Palm Beach,"Palm Beach, FL"
"Coventry Health Care of Florida, Inc.",FL,Palm Beach,"Palm Beach, FL"
"Humana, Inc.",FL,Palm Beach,"Palm Beach, FL"
"Humana, Inc.",FL,Pasco,"Pasco, FL"
Florida Blue (BlueCross BlueShield FL),FL,Pasco,"Pasco, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Pasco,"Pasco, FL"
Cigna Healthcare,FL,Pasco,"Pasco, FL"
UnitedHealthcare,FL,Pasco,"Pasco, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Pinellas,"Pinellas, FL"
"Humana, Inc.",FL,Pinellas,"Pinellas, FL"
Cigna Healthcare,FL,Pinellas,"Pinellas, FL"
Florida Blue (BlueCross BlueShield FL),FL,Pinellas,"Pinellas, FL"
UnitedHealthcare,FL,Pinellas,"Pinellas, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Polk,"Polk, FL"
UnitedHealthcare,FL,Polk,"Polk, FL"
Cigna Healthcare,FL,Polk,"Polk, FL"
"Humana, Inc.",FL,Polk,"Polk, FL"
Florida Blue (BlueCross BlueShield FL),FL,Polk,"Polk, FL"
Florida Blue (BlueCross BlueShield FL),FL,Putnam,"Putnam, FL"
UnitedHealthcare,FL,Putnam,"Putnam, FL"
UnitedHealthcare,FL,Santa Rosa,"Santa Rosa, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Santa Rosa,"Santa Rosa, FL"
Florida Blue (BlueCross BlueShield FL),FL,Santa Rosa,"Santa Rosa, FL"
"Coventry Health Care of Florida, Inc.",FL,Santa Rosa,"Santa Rosa, FL"
Cigna Healthcare,FL,Sarasota,"Sarasota, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Sarasota,"Sarasota, FL"
Aetna,FL,Sarasota,"Sarasota, FL"
UnitedHealthcare,FL,Sarasota,"Sarasota, FL"
Florida Blue (BlueCross BlueShield FL),FL,Sarasota,"Sarasota, FL"
Cigna Healthcare,FL,Seminole,"Seminole, FL"
Florida Health Care Plans,FL,Seminole,"Seminole, FL"
Florida Blue (BlueCross BlueShield FL),FL,Seminole,"Seminole, FL"
"Humana, Inc.",FL,Seminole,"Seminole, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Seminole,"Seminole, FL"
UnitedHealthcare,FL,Seminole,"Seminole, FL"
Florida Blue (BlueCross BlueShield FL),FL,St. Johns,"St. Johns, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,St. Johns,"St. Johns, FL"
UnitedHealthcare,FL,St. Johns,"St. Johns, FL"
UnitedHealthcare,FL,St. Lucie,"St. Lucie, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,St. Lucie,"St. Lucie, FL"
Florida Blue (BlueCross BlueShield FL),FL,St. Lucie,"St. Lucie, FL"
