i,s,c,id
USAble Mutual Insurance Company,AR,Johnson,"Johnson, AR"
"QCA Health Plan, Inc.",AR,Johnson,"Johnson, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Johnson,"Johnson, AR"
Celtic Insurance Company,AR,Lafayette,"Lafayette, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Lafayette,"Lafayette, AR"
"QCA Health Plan, Inc.",AR,Lafayette,"Lafayette, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,Lafayette,"Lafayette, AR"
USAble Mutual Insurance Company,AR,Lafayette,"Lafayette, AR"
"QCA Health Plan, Inc.",AR,Lawrence,"Lawrence, AR"
Celtic Insurance Company,AR,Lawrence,"Lawrence, AR"
USAble Mutual Insurance Company,AR,Lawrence,"Lawrence, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Lawrence,"Lawrence, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,Lawrence,"Lawrence, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Lee,"Lee, AR"
"QCA Health Plan, Inc.",AR,Lee,"Lee, AR"
Celtic Insurance Company,AR,Lee,"Lee, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,Lee,"Lee, AR"
USAble Mutual Insurance Company,AR,Lee,"Lee, AR"
Celtic Insurance Company,AR,Lincoln,"Lincoln, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Lincoln,"Lincoln, AR"
"QCA Health Plan, Inc.",AR,Lincoln,"Lincoln, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,Lincoln,"Lincoln, AR"
USAble Mutual Insurance Company,AR,Lincoln,"Lincoln, AR"
Celtic Insurance Company,AR,Little River,"Little River, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Little River,"Little River, AR"
"QCA Health Plan, Inc.",AR,Little River,"Little River, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,Little River,"Little River, AR"
USAble Mutual Insurance Company,AR,Little River,"Little River, AR"
Celtic Insurance Company,AR,Logan,"Logan, AR"
USAble Mutual Insurance Company,AR,Logan,"Logan, AR"
"QCA Health Plan, Inc.",AR,Logan,"Logan, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,Logan,"Logan, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Logan,"Logan, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Lonoke,"Lonoke, AR"
USAble Mutual Insurance Company,AR,Lonoke,"Lonoke, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,Lonoke,"Lonoke, AR"
Celtic Insurance Company,AR,Lonoke,"Lonoke, AR"
"QCA Health Plan, Inc.",AR,Lonoke,"Lonoke, AR"
"QCA Health Plan, Inc.",AR,Madison,"Madison, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Madison,"Madison, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,Madison,"Madison, AR"
Celtic Insurance Company,AR,Madison,"Madison, AR"
USAble Mutual Insurance Company,AR,Madison,"Madison, AR"
Celtic Insurance Company,AR,Marion,"Marion, AR"
"QCA Health Plan, Inc.",AR,Marion,"Marion, AR"
USAble Mutual Insurance Company,AR,Marion,"Marion, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Marion,"Marion, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,Marion,"Marion, AR"
USAble Mutual Insurance Company,AR,Miller,"Miller, AR"
"QCA Health Plan, Inc.",AR,Miller,"Miller, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Miller,"Miller, AR"
Celtic Insurance Company,AR,Miller,"Miller, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,Miller,"Miller, AR"
"QCA Health Plan, Inc.",AR,Mississippi,"Mississippi, AR"
Celtic Insurance Company,AR,Mississippi,"Mississippi, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,Mississippi,"Mississippi, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Mississippi,"Mississippi, AR"
USAble Mutual Insurance Company,AR,Mississippi,"Mississippi, AR"
"QCA Health Plan, Inc.",AR,Monroe,"Monroe, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Monroe,"Monroe, AR"
USAble Mutual Insurance Company,AR,Monroe,"Monroe, AR"
Celtic Insurance Company,AR,Monroe,"Monroe, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,Monroe,"Monroe, AR"
"QCA Health Plan, Inc.",AR,Montgomery,"Montgomery, AR"
Celtic Insurance Company,AR,Montgomery,"Montgomery, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,Montgomery,"Montgomery, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Montgomery,"Montgomery, AR"
USAble Mutual Insurance Company,AR,Montgomery,"Montgomery, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,Nevada,"Nevada, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Nevada,"Nevada, AR"
"QCA Health Plan, Inc.",AR,Nevada,"Nevada, AR"
USAble Mutual Insurance Company,AR,Nevada,"Nevada, AR"
Celtic Insurance Company,AR,Nevada,"Nevada, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Newton,"Newton, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,Newton,"Newton, AR"
USAble Mutual Insurance Company,AR,Newton,"Newton, AR"
"QCA Health Plan, Inc.",AR,Newton,"Newton, AR"
Celtic Insurance Company,AR,Newton,"Newton, AR"
Celtic Insurance Company,AR,Ouachita,"Ouachita, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Ouachita,"Ouachita, AR"
USAble Mutual Insurance Company,AR,Ouachita,"Ouachita, AR"
"QCA Health Plan, Inc.",AR,Ouachita,"Ouachita, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,Ouachita,"Ouachita, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Perry,"Perry, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,Perry,"Perry, AR"
USAble Mutual Insurance Company,AR,Perry,"Perry, AR"
Celtic Insurance Company,AR,Perry,"Perry, AR"
"QCA Health Plan, Inc.",AR,Perry,"Perry, AR"
USAble Mutual Insurance Company,AR,Phillips,"Phillips, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,Phillips,"Phillips, AR"
"QCA Health Plan, Inc.",AR,Phillips,"Phillips, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Phillips,"Phillips, AR"
Celtic Insurance Company,AR,Phillips,"Phillips, AR"
"QCA Health Plan, Inc.",AR,Pike,"Pike, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Pike,"Pike, AR"
Celtic Insurance Company,AR,Pike,"Pike, AR"
USAble Mutual Insurance Company,AR,Pike,"Pike, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,Pike,"Pike, AR"
Celtic Insurance Company,AR,Poinsett,"Poinsett, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Poinsett,"Poinsett, AR"
USAble Mutual Insurance Company,AR,Poinsett,"Poinsett, AR"
"QCA Health Plan, Inc.",AR,Poinsett,"Poinsett, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,Poinsett,"Poinsett, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,Polk,"Polk, AR"
"QCA Health Plan, Inc.",AR,Polk,"Polk, AR"
Celtic Insurance Company,AR,Polk,"Polk, AR"
USAble Mutual Insurance Company,AR,Polk,"Polk, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Polk,"Polk, AR"
"QCA Health Plan, Inc.",AR,Pope,"Pope, AR"
USAble Mutual Insurance Company,AR,Pope,"Pope, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,Pope,"Pope, AR"
Celtic Insurance Company,AR,Pope,"Pope, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Pope,"Pope, AR"
"QCA Health Plan, Inc.",AR,Prairie,"Prairie, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,Prairie,"Prairie, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Prairie,"Prairie, AR"
Celtic Insurance Company,AR,Prairie,"Prairie, AR"
USAble Mutual Insurance Company,AR,Prairie,"Prairie, AR"
Celtic Insurance Company,AR,Pulaski,"Pulaski, AR"
USAble Mutual Insurance Company,AR,Pulaski,"Pulaski, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Pulaski,"Pulaski, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,Pulaski,"Pulaski, AR"
"QCA Health Plan, Inc.",AR,Pulaski,"Pulaski, AR"
USAble Mutual Insurance Company,AR,Randolph,"Randolph, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Randolph,"Randolph, AR"
"QCA Health Plan, Inc.",AR,Randolph,"Randolph, AR"
Celtic Insurance Company,AR,Randolph,"Randolph, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,Randolph,"Randolph, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Saline,"Saline, AR"
Celtic Insurance Company,AR,Saline,"Saline, AR"
USAble Mutual Insurance Company,AR,Saline,"Saline, AR"
"QCA Health Plan, Inc.",AR,Saline,"Saline, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,Saline,"Saline, AR"
"QCA Health Plan, Inc.",AR,Scott,"Scott, AR"
Celtic Insurance Company,AR,Scott,"Scott, AR"
USAble Mutual Insurance Company,AR,Scott,"Scott, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,Scott,"Scott, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Scott,"Scott, AR"
Celtic Insurance Company,AR,Searcy,"Searcy, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,Searcy,"Searcy, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Searcy,"Searcy, AR"
"QCA Health Plan, Inc.",AR,Searcy,"Searcy, AR"
USAble Mutual Insurance Company,AR,Searcy,"Searcy, AR"
Celtic Insurance Company,AR,Sebastian,"Sebastian, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Sebastian,"Sebastian, AR"
USAble Mutual Insurance Company,AR,Sebastian,"Sebastian, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,Sebastian,"Sebastian, AR"
"QCA Health Plan, Inc.",AR,Sebastian,"Sebastian, AR"
"QCA Health Plan, Inc.",AR,Sevier,"Sevier, AR"
USAble Mutual Insurance Company,AR,Sevier,"Sevier, AR"
Celtic Insurance Company,AR,Sevier,"Sevier, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,Sevier,"Sevier, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Sevier,"Sevier, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Sharp,"Sharp, AR"
USAble Mutual Insurance Company,AR,Sharp,"Sharp, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,Sharp,"Sharp, AR"
"QCA Health Plan, Inc.",AR,Sharp,"Sharp, AR"
Celtic Insurance Company,AR,Sharp,"Sharp, AR"
Celtic Insurance Company,AR,St. Francis,"St. Francis, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,St. Francis,"St. Francis, AR"
"QCA Health Plan, Inc.",AR,St. Francis,"St. Francis, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,St. Francis,"St. Francis, AR"
USAble Mutual Insurance Company,AR,St. Francis,"St. Francis, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Stone,"Stone, AR"
Celtic Insurance Company,AR,Stone,"Stone, AR"
"QCA Health Plan, Inc.",AR,Stone,"Stone, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,Stone,"Stone, AR"
USAble Mutual Insurance Company,AR,Stone,"Stone, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,Union,"Union, AR"
"QCA Health Plan, Inc.",AR,Union,"Union, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Union,"Union, AR"
Celtic Insurance Company,AR,Union,"Union, AR"
USAble Mutual Insurance Company,AR,Union,"Union, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,Van Buren,"Van Buren, AR"
USAble Mutual Insurance Company,AR,Van Buren,"Van Buren, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Van Buren,"Van Buren, AR"
"QCA Health Plan, Inc.",AR,Van Buren,"Van Buren, AR"
Celtic Insurance Company,AR,Van Buren,"Van Buren, AR"
Celtic Insurance Company,AR,Washington,"Washington, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,Washington,"Washington, AR"
USAble Mutual Insurance Company,AR,Washington,"Washington, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Washington,"Washington, AR"
"QCA Health Plan, Inc.",AR,Washington,"Washington, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,White,"White, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,White,"White, AR"
Celtic Insurance Company,AR,White,"White, AR"
"QCA Health Plan, Inc.",AR,White,"White, AR"
USAble Mutual Insurance Company,AR,White,"White, AR"
Celtic Insurance Company,AR,Woodruff,"Woodruff, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,Woodruff,"Woodruff, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Woodruff,"Woodruff, AR"
"QCA Health Plan, Inc.",AR,Woodruff,"Woodruff, AR"
USAble Mutual Insurance Company,AR,Woodruff,"Woodruff, AR"
"UnitedHealthcare of Arkansas, Inc.",AR,Yell,"Yell, AR"
"QCA Health Plan, Inc.",AR,Yell,"Yell, AR"
"QualChoice Life & Health Insurance Company, Inc.",AR,Yell,"Yell, AR"
Celtic Insurance Company,AR,Yell,"Yell, AR"
USAble Mutual Insurance Company,AR,Yell,"Yell, AR"
All Savers Insurance Company,AZ,Apache,"Apache, AZ"
"Blue Cross and Blue Shield of Arizona, Inc.",AZ,Apache,"Apache, AZ"
Health Choice Insurance Co.,AZ,Apache,"Apache, AZ"
"Blue Cross and Blue Shield of Arizona, Inc.",AZ,Cochise,"Cochise, AZ"
All Savers Insurance Company,AZ,Cochise,"Cochise, AZ"
All Savers Insurance Company,AZ,Coconino,"Coconino, AZ"
Health Choice Insurance Co.,AZ,Coconino,"Coconino, AZ"
"Blue Cross and Blue Shield of Arizona, Inc.",AZ,Coconino,"Coconino, AZ"
All Savers Insurance Company,AZ,Gila,"Gila, AZ"
"Blue Cross and Blue Shield of Arizona, Inc.",AZ,Gila,"Gila, AZ"
Health Choice Insurance Co.,AZ,Gila,"Gila, AZ"
All Savers Insurance Company,AZ,Graham,"Graham, AZ"
"Blue Cross and Blue Shield of Arizona, Inc.",AZ,Graham,"Graham, AZ"
"Blue Cross and Blue Shield of Arizona, Inc.",AZ,Greenlee,"Greenlee, AZ"
All Savers Insurance Company,AZ,Greenlee,"Greenlee, AZ"
All Savers Insurance Company,AZ,La Paz,"La Paz, AZ"
"Blue Cross and Blue Shield of Arizona, Inc.",AZ,La Paz,"La Paz, AZ"
All Savers Insurance Company,AZ,Maricopa,"Maricopa, AZ"
"Humana Health Plan, Inc.",AZ,Maricopa,"Maricopa, AZ"
Aetna Health Inc. (a PA corp.),AZ,Maricopa,"Maricopa, AZ"
Health Choice Insurance Co.,AZ,Maricopa,"Maricopa, AZ"
"Health Net of Arizona, Inc.",AZ,Maricopa,"Maricopa, AZ"
"Phoenix Health Plans, Inc.",AZ,Maricopa,"Maricopa, AZ"
"Cigna HealthCare of Arizona, Inc",AZ,Maricopa,"Maricopa, AZ"
"Blue Cross and Blue Shield of Arizona, Inc.",AZ,Maricopa,"Maricopa, AZ"
All Savers Insurance Company,AZ,Mohave,"Mohave, AZ"
Health Choice Insurance Co.,AZ,Mohave,"Mohave, AZ"
"Blue Cross and Blue Shield of Arizona, Inc.",AZ,Mohave,"Mohave, AZ"
All Savers Insurance Company,AZ,Navajo,"Navajo, AZ"
Health Choice Insurance Co.,AZ,Navajo,"Navajo, AZ"
"Blue Cross and Blue Shield of Arizona, Inc.",AZ,Navajo,"Navajo, AZ"
"Humana Health Plan, Inc.",AZ,Pima,"Pima, AZ"
All Savers Insurance Company,AZ,Pima,"Pima, AZ"
"Blue Cross and Blue Shield of Arizona, Inc.",AZ,Pima,"Pima, AZ"
Health Choice Insurance Co.,AZ,Pima,"Pima, AZ"
"Health Net of Arizona, Inc.",AZ,Pima,"Pima, AZ"
"Blue Cross and Blue Shield of Arizona, Inc.",AZ,Pinal,"Pinal, AZ"
All Savers Insurance Company,AZ,Pinal,"Pinal, AZ"
All Savers Insurance Company,AZ,Santa Cruz,"Santa Cruz, AZ"
"Blue Cross and Blue Shield of Arizona, Inc.",AZ,Santa Cruz,"Santa Cruz, AZ"
All Savers Insurance Company,AZ,Yavapai,"Yavapai, AZ"
"Blue Cross and Blue Shield of Arizona, Inc.",AZ,Yavapai,"Yavapai, AZ"
"Blue Cross and Blue Shield of Arizona, Inc.",AZ,Yuma,"Yuma, AZ"
All Savers Insurance Company,AZ,Yuma,"Yuma, AZ"
Aetna Health Inc. (a PA corp.),DE,Kent,"Kent, DE"
Highmark BCBSD Inc.,DE,Kent,"Kent, DE"
Aetna Life Insurance Company,DE,Kent,"Kent, DE"
Aetna Life Insurance Company,DE,New Castle,"New Castle, DE"
Highmark BCBSD Inc.,DE,New Castle,"New Castle, DE"
Aetna Health Inc. (a PA corp.),DE,New Castle,"New Castle, DE"
Highmark BCBSD Inc.,DE,Sussex,"Sussex, DE"
Aetna Life Insurance Company,DE,Sussex,"Sussex, DE"
Aetna Health Inc. (a PA corp.),DE,Sussex,"Sussex, DE"
"Health Options, Inc.",FL,Alachua,"Alachua, FL"
"UnitedHealthcare of Florida, Inc.",FL,Alachua,"Alachua, FL"
Blue Cross and Blue Shield of Florida,FL,Alachua,"Alachua, FL"
"Health Options, Inc.",FL,Baker,"Baker, FL"
"UnitedHealthcare of Florida, Inc.",FL,Baker,"Baker, FL"
Blue Cross and Blue Shield of Florida,FL,Baker,"Baker, FL"
"Health Options, Inc.",FL,Bay,"Bay, FL"
"UnitedHealthcare of Florida, Inc.",FL,Bay,"Bay, FL"
Blue Cross and Blue Shield of Florida,FL,Bay,"Bay, FL"
Blue Cross and Blue Shield of Florida,FL,Bradford,"Bradford, FL"
"UnitedHealthcare of Florida, Inc.",FL,Bradford,"Bradford, FL"
"Health Options, Inc.",FL,Bradford,"Bradford, FL"
Blue Cross and Blue Shield of Florida,FL,Brevard,"Brevard, FL"
"UnitedHealthcare of Florida, Inc.",FL,Brevard,"Brevard, FL"
"Health Options, Inc.",FL,Brevard,"Brevard, FL"
"Florida Health Care Plan, Inc.",FL,Brevard,"Brevard, FL"
"Health First Health Plans, Inc.",FL,Brevard,"Brevard, FL"
"Coventry Health Care of Florida, Inc.",FL,Broward,"Broward, FL"
Celtic Insurance Company,FL,Broward,"Broward, FL"
Blue Cross and Blue Shield of Florida,FL,Broward,"Broward, FL"
"Molina Healthcare of Florida, Inc",FL,Broward,"Broward, FL"
"Humana Medical Plan, Inc.",FL,Broward,"Broward, FL"
"UnitedHealthcare of Florida, Inc.",FL,Broward,"Broward, FL"
"Health Options, Inc.",FL,Broward,"Broward, FL"
Blue Cross and Blue Shield of Florida,FL,Calhoun,"Calhoun, FL"
"UnitedHealthcare of Florida, Inc.",FL,Calhoun,"Calhoun, FL"
Blue Cross and Blue Shield of Florida,FL,Charlotte,"Charlotte, FL"
"Health Options, Inc.",FL,Charlotte,"Charlotte, FL"
"UnitedHealthcare of Florida, Inc.",FL,Charlotte,"Charlotte, FL"
"Humana Medical Plan, Inc.",FL,Charlotte,"Charlotte, FL"
Blue Cross and Blue Shield of Florida,FL,Citrus,"Citrus, FL"
"Health Options, Inc.",FL,Citrus,"Citrus, FL"
"UnitedHealthcare of Florida, Inc.",FL,Citrus,"Citrus, FL"
"UnitedHealthcare of Florida, Inc.",FL,Clay,"Clay, FL"
"Coventry Health Care of Florida, Inc.",FL,Clay,"Clay, FL"
"Health Options, Inc.",FL,Clay,"Clay, FL"
Blue Cross and Blue Shield of Florida,FL,Clay,"Clay, FL"
Celtic Insurance Company,FL,Clay,"Clay, FL"
"UnitedHealthcare of Florida, Inc.",FL,Collier,"Collier, FL"
Blue Cross and Blue Shield of Florida,FL,Collier,"Collier, FL"
"Health Options, Inc.",FL,Collier,"Collier, FL"
"Health Options, Inc.",FL,Columbia,"Columbia, FL"
"UnitedHealthcare of Florida, Inc.",FL,Columbia,"Columbia, FL"
Blue Cross and Blue Shield of Florida,FL,Columbia,"Columbia, FL"
"UnitedHealthcare of Florida, Inc.",FL,DeSoto,"DeSoto, FL"
"Health Options, Inc.",FL,DeSoto,"DeSoto, FL"
Blue Cross and Blue Shield of Florida,FL,DeSoto,"DeSoto, FL"
Blue Cross and Blue Shield of Florida,FL,Dixie,"Dixie, FL"
"UnitedHealthcare of Florida, Inc.",FL,Dixie,"Dixie, FL"
"Health Options, Inc.",FL,Dixie,"Dixie, FL"
"Health Options, Inc.",FL,Duval,"Duval, FL"
"Coventry Health Care of Florida, Inc.",FL,Duval,"Duval, FL"
Celtic Insurance Company,FL,Duval,"Duval, FL"
Blue Cross and Blue Shield of Florida,FL,Duval,"Duval, FL"
"UnitedHealthcare of Florida, Inc.",FL,Duval,"Duval, FL"
Blue Cross and Blue Shield of Florida,FL,Escambia,"Escambia, FL"
"Coventry Health Care of Florida, Inc.",FL,Escambia,"Escambia, FL"
"UnitedHealthcare of Florida, Inc.",FL,Escambia,"Escambia, FL"
"Health Options, Inc.",FL,Escambia,"Escambia, FL"
Blue Cross and Blue Shield of Florida,FL,Flagler,"Flagler, FL"
"UnitedHealthcare of Florida, Inc.",FL,Flagler,"Flagler, FL"
"Health First Health Plans, Inc.",FL,Flagler,"Flagler, FL"
"Florida Health Care Plan, Inc.",FL,Flagler,"Flagler, FL"
"Health Options, Inc.",FL,Flagler,"Flagler, FL"
Blue Cross and Blue Shield of Florida,FL,Franklin,"Franklin, FL"
"UnitedHealthcare of Florida, Inc.",FL,Franklin,"Franklin, FL"
Blue Cross and Blue Shield of Florida,FL,Gadsden,"Gadsden, FL"
"UnitedHealthcare of Florida, Inc.",FL,Gadsden,"Gadsden, FL"
Blue Cross and Blue Shield of Florida,FL,Gilchrist,"Gilchrist, FL"
"UnitedHealthcare of Florida, Inc.",FL,Gilchrist,"Gilchrist, FL"
"Health Options, Inc.",FL,Gilchrist,"Gilchrist, FL"
"UnitedHealthcare of Florida, Inc.",FL,Glades,"Glades, FL"
Blue Cross and Blue Shield of Florida,FL,Glades,"Glades, FL"
"UnitedHealthcare of Florida, Inc.",FL,Gulf,"Gulf, FL"
Blue Cross and Blue Shield of Florida,FL,Gulf,"Gulf, FL"
Blue Cross and Blue Shield of Florida,FL,Hamilton,"Hamilton, FL"
"UnitedHealthcare of Florida, Inc.",FL,Hamilton,"Hamilton, FL"
Blue Cross and Blue Shield of Florida,FL,Hardee,"Hardee, FL"
"UnitedHealthcare of Florida, Inc.",FL,Hardee,"Hardee, FL"
Blue Cross and Blue Shield of Florida,FL,Hendry,"Hendry, FL"
"UnitedHealthcare of Florida, Inc.",FL,Hendry,"Hendry, FL"
"Health Options, Inc.",FL,Hendry,"Hendry, FL"
"Health Options, Inc.",FL,Hernando,"Hernando, FL"
Blue Cross and Blue Shield of Florida,FL,Hernando,"Hernando, FL"
"UnitedHealthcare of Florida, Inc.",FL,Hernando,"Hernando, FL"
"UnitedHealthcare of Florida, Inc.",FL,Highlands,"Highlands, FL"
Blue Cross and Blue Shield of Florida,FL,Highlands,"Highlands, FL"
"Humana Medical Plan, Inc.",FL,Hillsborough,"Hillsborough, FL"
Celtic Insurance Company,FL,Hillsborough,"Hillsborough, FL"
"UnitedHealthcare of Florida, Inc.",FL,Hillsborough,"Hillsborough, FL"
Blue Cross and Blue Shield of Florida,FL,Hillsborough,"Hillsborough, FL"
"Health Options, Inc.",FL,Hillsborough,"Hillsborough, FL"
"UnitedHealthcare of Florida, Inc.",FL,Holmes,"Holmes, FL"
Blue Cross and Blue Shield of Florida,FL,Holmes,"Holmes, FL"
"Health First Health Plans, Inc.",FL,Indian River,"Indian River, FL"
"UnitedHealthcare of Florida, Inc.",FL,Indian River,"Indian River, FL"
Blue Cross and Blue Shield of Florida,FL,Indian River,"Indian River, FL"
"UnitedHealthcare of Florida, Inc.",FL,Jackson,"Jackson, FL"
Blue Cross and Blue Shield of Florida,FL,Jackson,"Jackson, FL"
"UnitedHealthcare of Florida, Inc.",FL,Jefferson,"Jefferson, FL"
Blue Cross and Blue Shield of Florida,FL,Jefferson,"Jefferson, FL"
"UnitedHealthcare of Florida, Inc.",FL,Lafayette,"Lafayette, FL"
Blue Cross and Blue Shield of Florida,FL,Lafayette,"Lafayette, FL"
Blue Cross and Blue Shield of Florida,FL,Lake,"Lake, FL"
"Humana Medical Plan, Inc.",FL,Lake,"Lake, FL"
"Health Options, Inc.",FL,Lake,"Lake, FL"
"UnitedHealthcare of Florida, Inc.",FL,Lake,"Lake, FL"
Blue Cross and Blue Shield of Florida,FL,Lee,"Lee, FL"
