i,s,c,id
Coventry Health Care,DE,Sussex,"Sussex, DE"
Florida Blue (BlueCross BlueShield FL),FL,Alachua,"Alachua, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Alachua,"Alachua, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Baker,"Baker, FL"
Florida Blue (BlueCross BlueShield FL),FL,Baker,"Baker, FL"
Florida Blue (BlueCross BlueShield FL),FL,Bay,"Bay, FL"
Florida Blue (BlueCross BlueShield FL),FL,Bradford,"Bradford, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Bradford,"Bradford, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Brevard,"Brevard, FL"
Florida Blue (BlueCross BlueShield FL),FL,Brevard,"Brevard, FL"
Cigna Healthcare,FL,Brevard,"Brevard, FL"
"Health First Insurance, Inc.",FL,Brevard,"Brevard, FL"
"Coventry Health Care of Florida, Inc.",FL,Brevard,"Brevard, FL"
Aetna,FL,Brevard,"Brevard, FL"
Florida Blue (BlueCross BlueShield FL),FL,Broward,"Broward, FL"
"Coventry Health Care of Florida, Inc.",FL,Broward,"Broward, FL"
Cigna Healthcare,FL,Broward,"Broward, FL"
"Molina Healthcare of Florida, Inc",FL,Broward,"Broward, FL"
"Humana Medical Plan, Inc.",FL,Broward,"Broward, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Broward,"Broward, FL"
Ambetter from Sunshine Health,FL,Broward,"Broward, FL"
Aetna,FL,Broward,"Broward, FL"
Florida Blue (BlueCross BlueShield FL),FL,Calhoun,"Calhoun, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Charlotte,"Charlotte, FL"
Florida Blue (BlueCross BlueShield FL),FL,Charlotte,"Charlotte, FL"
Aetna,FL,Charlotte,"Charlotte, FL"
"Humana Medical Plan, Inc.",FL,Charlotte,"Charlotte, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Citrus,"Citrus, FL"
Florida Blue (BlueCross BlueShield FL),FL,Citrus,"Citrus, FL"
Florida Blue (BlueCross BlueShield FL),FL,Clay,"Clay, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Clay,"Clay, FL"
Aetna,FL,Clay,"Clay, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Collier,"Collier, FL"
Florida Blue (BlueCross BlueShield FL),FL,Collier,"Collier, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Columbia,"Columbia, FL"
Florida Blue (BlueCross BlueShield FL),FL,Columbia,"Columbia, FL"
Florida Blue (BlueCross BlueShield FL),FL,DeSoto,"DeSoto, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,DeSoto,"DeSoto, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Dixie,"Dixie, FL"
Florida Blue (BlueCross BlueShield FL),FL,Dixie,"Dixie, FL"
"Coventry Health Care of Florida, Inc.",FL,Duval,"Duval, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Duval,"Duval, FL"
Aetna,FL,Duval,"Duval, FL"
Florida Blue (BlueCross BlueShield FL),FL,Duval,"Duval, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Escambia,"Escambia, FL"
Florida Blue (BlueCross BlueShield FL),FL,Escambia,"Escambia, FL"
"Coventry Health Care of Florida, Inc.",FL,Escambia,"Escambia, FL"
Aetna,FL,Escambia,"Escambia, FL"
Florida Health Care Plans,FL,Flagler,"Flagler, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Flagler,"Flagler, FL"
Cigna Healthcare,FL,Flagler,"Flagler, FL"
Florida Blue (BlueCross BlueShield FL),FL,Flagler,"Flagler, FL"
Florida Blue (BlueCross BlueShield FL),FL,Franklin,"Franklin, FL"
Florida Blue (BlueCross BlueShield FL),FL,Gadsden,"Gadsden, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Gilchrist,"Gilchrist, FL"
Florida Blue (BlueCross BlueShield FL),FL,Gilchrist,"Gilchrist, FL"
Florida Blue (BlueCross BlueShield FL),FL,Glades,"Glades, FL"
Florida Blue (BlueCross BlueShield FL),FL,Gulf,"Gulf, FL"
Florida Blue (BlueCross BlueShield FL),FL,Hamilton,"Hamilton, FL"
Florida Blue (BlueCross BlueShield FL),FL,Hardee,"Hardee, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Hendry,"Hendry, FL"
Florida Blue (BlueCross BlueShield FL),FL,Hendry,"Hendry, FL"
"Coventry Health Care of Florida, Inc.",FL,Hernando,"Hernando, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Hernando,"Hernando, FL"
Cigna Healthcare,FL,Hernando,"Hernando, FL"
Florida Blue (BlueCross BlueShield FL),FL,Hernando,"Hernando, FL"
Florida Blue (BlueCross BlueShield FL),FL,Highlands,"Highlands, FL"
"Humana Medical Plan, Inc.",FL,Hillsborough,"Hillsborough, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Hillsborough,"Hillsborough, FL"
Florida Blue (BlueCross BlueShield FL),FL,Hillsborough,"Hillsborough, FL"
Cigna Healthcare,FL,Hillsborough,"Hillsborough, FL"
Aetna,FL,Hillsborough,"Hillsborough, FL"
"Coventry Health Care of Florida, Inc.",FL,Hillsborough,"Hillsborough, FL"
Florida Blue (BlueCross BlueShield FL),FL,Holmes,"Holmes, FL"
Cigna Healthcare,FL,Indian River,"Indian River, FL"
Florida Blue (BlueCross BlueShield FL),FL,Indian River,"Indian River, FL"
"Health First Insurance, Inc.",FL,Indian River,"Indian River, FL"
Florida Blue (BlueCross BlueShield FL),FL,Jackson,"Jackson, FL"
Florida Blue (BlueCross BlueShield FL),FL,Jefferson,"Jefferson, FL"
Florida Blue (BlueCross BlueShield FL),FL,Lafayette,"Lafayette, FL"
Aetna,FL,Lake,"Lake, FL"
Cigna Healthcare,FL,Lake,"Lake, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Lake,"Lake, FL"
"Humana Medical Plan, Inc.",FL,Lake,"Lake, FL"
Florida Blue (BlueCross BlueShield FL),FL,Lake,"Lake, FL"
Cigna Healthcare,FL,Lee,"Lee, FL"
Florida Blue (BlueCross BlueShield FL),FL,Lee,"Lee, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Lee,"Lee, FL"
Florida Blue (BlueCross BlueShield FL),FL,Leon,"Leon, FL"
Florida Blue (BlueCross BlueShield FL),FL,Levy,"Levy, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Levy,"Levy, FL"
Florida Blue (BlueCross BlueShield FL),FL,Liberty,"Liberty, FL"
Florida Blue (BlueCross BlueShield FL),FL,Madison,"Madison, FL"
Florida Blue (BlueCross BlueShield FL),FL,Manatee,"Manatee, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Manatee,"Manatee, FL"
Aetna,FL,Manatee,"Manatee, FL"
Cigna Healthcare,FL,Manatee,"Manatee, FL"
Florida Blue (BlueCross BlueShield FL),FL,Marion,"Marion, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Marion,"Marion, FL"
Aetna,FL,Marion,"Marion, FL"
Cigna Healthcare,FL,Martin,"Martin, FL"
Florida Blue (BlueCross BlueShield FL),FL,Martin,"Martin, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Martin,"Martin, FL"
Ambetter from Sunshine Health,FL,Miami-Dade,"Miami-Dade, FL"
Aetna,FL,Miami-Dade,"Miami-Dade, FL"
"Preferred Medical Plan, Inc.",FL,Miami-Dade,"Miami-Dade, FL"
"Coventry Health Care of Florida, Inc.",FL,Miami-Dade,"Miami-Dade, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Miami-Dade,"Miami-Dade, FL"
Florida Blue (BlueCross BlueShield FL),FL,Miami-Dade,"Miami-Dade, FL"
Cigna Healthcare,FL,Miami-Dade,"Miami-Dade, FL"
"Humana Medical Plan, Inc.",FL,Miami-Dade,"Miami-Dade, FL"
"Molina Healthcare of Florida, Inc",FL,Miami-Dade,"Miami-Dade, FL"
Cigna Healthcare,FL,Monroe,"Monroe, FL"
Florida Blue (BlueCross BlueShield FL),FL,Monroe,"Monroe, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Nassau,"Nassau, FL"
Florida Blue (BlueCross BlueShield FL),FL,Nassau,"Nassau, FL"
Florida Blue (BlueCross BlueShield FL),FL,Okaloosa,"Okaloosa, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Okaloosa,"Okaloosa, FL"
Florida Blue (BlueCross BlueShield FL),FL,Okeechobee,"Okeechobee, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Okeechobee,"Okeechobee, FL"
Aetna,FL,Orange,"Orange, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Orange,"Orange, FL"
Florida Blue (BlueCross BlueShield FL),FL,Orange,"Orange, FL"
Cigna Healthcare,FL,Orange,"Orange, FL"
"Humana Medical Plan, Inc.",FL,Orange,"Orange, FL"
Cigna Healthcare,FL,Osceola,"Osceola, FL"
Aetna,FL,Osceola,"Osceola, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Osceola,"Osceola, FL"
"Humana Medical Plan, Inc.",FL,Osceola,"Osceola, FL"
Florida Blue (BlueCross BlueShield FL),FL,Osceola,"Osceola, FL"
"Molina Healthcare of Florida, Inc",FL,Palm Beach,"Palm Beach, FL"
Ambetter from Sunshine Health,FL,Palm Beach,"Palm Beach, FL"
Cigna Healthcare,FL,Palm Beach,"Palm Beach, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Palm Beach,"Palm Beach, FL"
Aetna,FL,Palm Beach,"Palm Beach, FL"
"Coventry Health Care of Florida, Inc.",FL,Palm Beach,"Palm Beach, FL"
"Humana Medical Plan, Inc.",FL,Palm Beach,"Palm Beach, FL"
Florida Blue (BlueCross BlueShield FL),FL,Palm Beach,"Palm Beach, FL"
"Coventry Health Care of Florida, Inc.",FL,Pasco,"Pasco, FL"
Florida Blue (BlueCross BlueShield FL),FL,Pasco,"Pasco, FL"
Aetna,FL,Pasco,"Pasco, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Pasco,"Pasco, FL"
Cigna Healthcare,FL,Pasco,"Pasco, FL"
"Humana Medical Plan, Inc.",FL,Pasco,"Pasco, FL"
Cigna Healthcare,FL,Pinellas,"Pinellas, FL"
"Coventry Health Care of Florida, Inc.",FL,Pinellas,"Pinellas, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Pinellas,"Pinellas, FL"
Aetna,FL,Pinellas,"Pinellas, FL"
Florida Blue (BlueCross BlueShield FL),FL,Pinellas,"Pinellas, FL"
"Humana Medical Plan, Inc.",FL,Pinellas,"Pinellas, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Polk,"Polk, FL"
"Humana Medical Plan, Inc.",FL,Polk,"Polk, FL"
Cigna Healthcare,FL,Polk,"Polk, FL"
Florida Blue (BlueCross BlueShield FL),FL,Polk,"Polk, FL"
"Coventry Health Care of Florida, Inc.",FL,Polk,"Polk, FL"
Florida Blue (BlueCross BlueShield FL),FL,Putnam,"Putnam, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Santa Rosa,"Santa Rosa, FL"
Florida Blue (BlueCross BlueShield FL),FL,Santa Rosa,"Santa Rosa, FL"
"Coventry Health Care of Florida, Inc.",FL,Santa Rosa,"Santa Rosa, FL"
Cigna Healthcare,FL,Sarasota,"Sarasota, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Sarasota,"Sarasota, FL"
Aetna,FL,Sarasota,"Sarasota, FL"
Florida Blue (BlueCross BlueShield FL),FL,Sarasota,"Sarasota, FL"
Cigna Healthcare,FL,Seminole,"Seminole, FL"
"Humana Medical Plan, Inc.",FL,Seminole,"Seminole, FL"
Florida Health Care Plans,FL,Seminole,"Seminole, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Seminole,"Seminole, FL"
Florida Blue (BlueCross BlueShield FL),FL,Seminole,"Seminole, FL"
Aetna,FL,Seminole,"Seminole, FL"
Aetna,FL,St. Johns,"St. Johns, FL"
Florida Blue (BlueCross BlueShield FL),FL,St. Johns,"St. Johns, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,St. Johns,"St. Johns, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,St. Lucie,"St. Lucie, FL"
Florida Blue (BlueCross BlueShield FL),FL,St. Lucie,"St. Lucie, FL"
Cigna Healthcare,FL,St. Lucie,"St. Lucie, FL"
Cigna Healthcare,FL,Sumter,"Sumter, FL"
Florida Blue (BlueCross BlueShield FL),FL,Sumter,"Sumter, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Sumter,"Sumter, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Suwannee,"Suwannee, FL"
Florida Blue (BlueCross BlueShield FL),FL,Suwannee,"Suwannee, FL"
Florida Blue (BlueCross BlueShield FL),FL,Taylor,"Taylor, FL"
Florida Blue (BlueCross BlueShield FL),FL,Union,"Union, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Volusia,"Volusia, FL"
Florida Health Care Plans,FL,Volusia,"Volusia, FL"
"Coventry Health Care of Florida, Inc.",FL,Volusia,"Volusia, FL"
Cigna Healthcare,FL,Volusia,"Volusia, FL"
Florida Blue (BlueCross BlueShield FL),FL,Volusia,"Volusia, FL"
Florida Blue (BlueCross BlueShield FL),FL,Wakulla,"Wakulla, FL"
Florida Blue HMO (a BlueCross BlueShield FL company),FL,Walton,"Walton, FL"
Florida Blue (BlueCross BlueShield FL),FL,Walton,"Walton, FL"
Florida Blue (BlueCross BlueShield FL),FL,Washington,"Washington, FL"
Blue Cross and Blue Shield of Georgia,GA,Appling,"Appling, GA"
Blue Cross and Blue Shield of Georgia,GA,Atkinson,"Atkinson, GA"
Blue Cross and Blue Shield of Georgia,GA,Bacon,"Bacon, GA"
Blue Cross and Blue Shield of Georgia,GA,Baker,"Baker, GA"
Blue Cross and Blue Shield of Georgia,GA,Baldwin,"Baldwin, GA"
Alliant Health Plans,GA,Banks,"Banks, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Banks,"Banks, GA"
Blue Cross and Blue Shield of Georgia,GA,Banks,"Banks, GA"
Ambetter from Peach State Health Plan,GA,Barrow,"Barrow, GA"
Kaiser Permanente,GA,Barrow,"Barrow, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Barrow,"Barrow, GA"
Blue Cross and Blue Shield of Georgia,GA,Barrow,"Barrow, GA"
Alliant Health Plans,GA,Barrow,"Barrow, GA"
Alliant Health Plans,GA,Bartow,"Bartow, GA"
Kaiser Permanente,GA,Bartow,"Bartow, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Bartow,"Bartow, GA"
Blue Cross and Blue Shield of Georgia,GA,Bartow,"Bartow, GA"
Blue Cross and Blue Shield of Georgia,GA,Ben Hill,"Ben Hill, GA"
Blue Cross and Blue Shield of Georgia,GA,Berrien,"Berrien, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Bibb,"Bibb, GA"
Blue Cross and Blue Shield of Georgia,GA,Bibb,"Bibb, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Bleckley,"Bleckley, GA"
Blue Cross and Blue Shield of Georgia,GA,Bleckley,"Bleckley, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Brantley,"Brantley, GA"
Blue Cross and Blue Shield of Georgia,GA,Brantley,"Brantley, GA"
Blue Cross and Blue Shield of Georgia,GA,Brooks,"Brooks, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Bryan,"Bryan, GA"
Blue Cross and Blue Shield of Georgia,GA,Bryan,"Bryan, GA"
Blue Cross and Blue Shield of Georgia,GA,Bulloch,"Bulloch, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Bulloch,"Bulloch, GA"
Blue Cross and Blue Shield of Georgia,GA,Burke,"Burke, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Burke,"Burke, GA"
Kaiser Permanente,GA,Butts,"Butts, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Butts,"Butts, GA"
Blue Cross and Blue Shield of Georgia,GA,Butts,"Butts, GA"
Blue Cross and Blue Shield of Georgia,GA,Calhoun,"Calhoun, GA"
Blue Cross and Blue Shield of Georgia,GA,Camden,"Camden, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Camden,"Camden, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Candler,"Candler, GA"
Blue Cross and Blue Shield of Georgia,GA,Candler,"Candler, GA"
Kaiser Permanente,GA,Carroll,"Carroll, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Carroll,"Carroll, GA"
Blue Cross and Blue Shield of Georgia,GA,Carroll,"Carroll, GA"
Alliant Health Plans,GA,Carroll,"Carroll, GA"
Alliant Health Plans,GA,Catoosa,"Catoosa, GA"
Blue Cross and Blue Shield of Georgia,GA,Catoosa,"Catoosa, GA"
Blue Cross and Blue Shield of Georgia,GA,Charlton,"Charlton, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Chatham,"Chatham, GA"
Blue Cross and Blue Shield of Georgia,GA,Chatham,"Chatham, GA"
Ambetter from Peach State Health Plan,GA,Chattahoochee,"Chattahoochee, GA"
Blue Cross and Blue Shield of Georgia,GA,Chattahoochee,"Chattahoochee, GA"
Alliant Health Plans,GA,Chattooga,"Chattooga, GA"
Blue Cross and Blue Shield of Georgia,GA,Chattooga,"Chattooga, GA"
Blue Cross and Blue Shield of Georgia,GA,Cherokee,"Cherokee, GA"
Alliant Health Plans,GA,Cherokee,"Cherokee, GA"
Kaiser Permanente,GA,Cherokee,"Cherokee, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Cherokee,"Cherokee, GA"
Blue Cross and Blue Shield of Georgia,GA,Clarke,"Clarke, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Clarke,"Clarke, GA"
Ambetter from Peach State Health Plan,GA,Clarke,"Clarke, GA"
Blue Cross and Blue Shield of Georgia,GA,Clay,"Clay, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Clayton,"Clayton, GA"
Blue Cross and Blue Shield of Georgia,GA,Clayton,"Clayton, GA"
Kaiser Permanente,GA,Clayton,"Clayton, GA"
Blue Cross and Blue Shield of Georgia,GA,Clinch,"Clinch, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Cobb,"Cobb, GA"
Blue Cross and Blue Shield of Georgia,GA,Cobb,"Cobb, GA"
Kaiser Permanente,GA,Cobb,"Cobb, GA"
Blue Cross and Blue Shield of Georgia,GA,Coffee,"Coffee, GA"
Blue Cross and Blue Shield of Georgia,GA,Colquitt,"Colquitt, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Columbia,"Columbia, GA"
Blue Cross and Blue Shield of Georgia,GA,Columbia,"Columbia, GA"
Blue Cross and Blue Shield of Georgia,GA,Cook,"Cook, GA"
Blue Cross and Blue Shield of Georgia,GA,Coweta,"Coweta, GA"
Kaiser Permanente,GA,Coweta,"Coweta, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Coweta,"Coweta, GA"
Blue Cross and Blue Shield of Georgia,GA,Crawford,"Crawford, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Crawford,"Crawford, GA"
Blue Cross and Blue Shield of Georgia,GA,Crisp,"Crisp, GA"
Blue Cross and Blue Shield of Georgia,GA,Dade,"Dade, GA"
Alliant Health Plans,GA,Dade,"Dade, GA"
Alliant Health Plans,GA,Dawson,"Dawson, GA"
Blue Cross and Blue Shield of Georgia,GA,Dawson,"Dawson, GA"
Kaiser Permanente,GA,Dawson,"Dawson, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Dawson,"Dawson, GA"
Blue Cross and Blue Shield of Georgia,GA,DeKalb,"DeKalb, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,DeKalb,"DeKalb, GA"
Kaiser Permanente,GA,DeKalb,"DeKalb, GA"
Blue Cross and Blue Shield of Georgia,GA,Decatur,"Decatur, GA"
Blue Cross and Blue Shield of Georgia,GA,Dodge,"Dodge, GA"
Blue Cross and Blue Shield of Georgia,GA,Dooly,"Dooly, GA"
Blue Cross and Blue Shield of Georgia,GA,Dougherty,"Dougherty, GA"
Blue Cross and Blue Shield of Georgia,GA,Douglas,"Douglas, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Douglas,"Douglas, GA"
Kaiser Permanente,GA,Douglas,"Douglas, GA"
Blue Cross and Blue Shield of Georgia,GA,Early,"Early, GA"
Blue Cross and Blue Shield of Georgia,GA,Echols,"Echols, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Effingham,"Effingham, GA"
Blue Cross and Blue Shield of Georgia,GA,Effingham,"Effingham, GA"
Blue Cross and Blue Shield of Georgia,GA,Elbert,"Elbert, GA"
Ambetter from Peach State Health Plan,GA,Elbert,"Elbert, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Emanuel,"Emanuel, GA"
Blue Cross and Blue Shield of Georgia,GA,Emanuel,"Emanuel, GA"
Blue Cross and Blue Shield of Georgia,GA,Evans,"Evans, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Evans,"Evans, GA"
Alliant Health Plans,GA,Fannin,"Fannin, GA"
Blue Cross and Blue Shield of Georgia,GA,Fannin,"Fannin, GA"
Ambetter from Peach State Health Plan,GA,Fayette,"Fayette, GA"
Blue Cross and Blue Shield of Georgia,GA,Fayette,"Fayette, GA"
Kaiser Permanente,GA,Fayette,"Fayette, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Fayette,"Fayette, GA"
Blue Cross and Blue Shield of Georgia,GA,Floyd,"Floyd, GA"
Alliant Health Plans,GA,Floyd,"Floyd, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Floyd,"Floyd, GA"
Blue Cross and Blue Shield of Georgia,GA,Forsyth,"Forsyth, GA"
Kaiser Permanente,GA,Forsyth,"Forsyth, GA"
Alliant Health Plans,GA,Forsyth,"Forsyth, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Forsyth,"Forsyth, GA"
Alliant Health Plans,GA,Franklin,"Franklin, GA"
Blue Cross and Blue Shield of Georgia,GA,Franklin,"Franklin, GA"
Ambetter from Peach State Health Plan,GA,Fulton,"Fulton, GA"
Kaiser Permanente,GA,Fulton,"Fulton, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Fulton,"Fulton, GA"
Blue Cross and Blue Shield of Georgia,GA,Fulton,"Fulton, GA"
Alliant Health Plans,GA,Gilmer,"Gilmer, GA"
Blue Cross and Blue Shield of Georgia,GA,Gilmer,"Gilmer, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Glascock,"Glascock, GA"
Blue Cross and Blue Shield of Georgia,GA,Glascock,"Glascock, GA"
Blue Cross and Blue Shield of Georgia,GA,Glynn,"Glynn, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Glynn,"Glynn, GA"
Blue Cross and Blue Shield of Georgia,GA,Gordon,"Gordon, GA"
Alliant Health Plans,GA,Gordon,"Gordon, GA"
Blue Cross and Blue Shield of Georgia,GA,Grady,"Grady, GA"
Ambetter from Peach State Health Plan,GA,Greene,"Greene, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Greene,"Greene, GA"
Blue Cross and Blue Shield of Georgia,GA,Greene,"Greene, GA"
Kaiser Permanente,GA,Gwinnett,"Gwinnett, GA"
Blue Cross and Blue Shield of Georgia,GA,Gwinnett,"Gwinnett, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Gwinnett,"Gwinnett, GA"
Alliant Health Plans,GA,Habersham,"Habersham, GA"
Blue Cross and Blue Shield of Georgia,GA,Habersham,"Habersham, GA"
Blue Cross and Blue Shield of Georgia,GA,Hall,"Hall, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Hall,"Hall, GA"
Kaiser Permanente,GA,Hall,"Hall, GA"
Alliant Health Plans,GA,Hall,"Hall, GA"
Blue Cross and Blue Shield of Georgia,GA,Hancock,"Hancock, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Hancock,"Hancock, GA"
Blue Cross and Blue Shield of Georgia,GA,Haralson,"Haralson, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Haralson,"Haralson, GA"
Alliant Health Plans,GA,Haralson,"Haralson, GA"
Kaiser Permanente,GA,Haralson,"Haralson, GA"
Blue Cross and Blue Shield of Georgia,GA,Harris,"Harris, GA"
Ambetter from Peach State Health Plan,GA,Harris,"Harris, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Harris,"Harris, GA"
Blue Cross and Blue Shield of Georgia,GA,Hart,"Hart, GA"
Alliant Health Plans,GA,Hart,"Hart, GA"
Kaiser Permanente,GA,Heard,"Heard, GA"
Blue Cross and Blue Shield of Georgia,GA,Heard,"Heard, GA"
Alliant Health Plans,GA,Heard,"Heard, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Heard,"Heard, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Henry,"Henry, GA"
Kaiser Permanente,GA,Henry,"Henry, GA"
